nfilter,t1,t2,t3,t4,t5,label_mad
6,0.401,0.511,0.251,0.12,0.622
52,2.304,3.406,0.541,0.27,2.585
400,19.297,17.464,4.018,1.814,19.006
902,39.897,28.966,10.791,2.725,21.211
1048,46.81,23.516,9.117,2.875,12.324
1087,37.101,14.588,8.707,1.984,19.637
598,21.491,6.542,4.409,0.451,7.474
358,10.24,3.697,2.636,0.241,2.876
31,2.054,0.301,0.571,0.05,0.08
15,0.361,0.842,0.35,0.141,1.142
77,4.539,3.417,0.731,0.381,3.447
538,26.912,14.067,4.088,1.824,19.507
959,38.033,18.064,7.455,2.074,15.71
1397,40.058,19.979,12.073,1.393,8.907
485,16.262,7.034,3.617,0.821,1.563
75,3.115,1.913,0.712,0.31,1.973
123,4.979,1.944,1.033,0.49,2.685
320,10.54,4.98,2.374,0.932,7.845
445,15.81,6.392,3.286,0.912,7.975
705,19.117,7.114,5.16,0.441,11.673
332,10.23,3.226,2.465,0.21,6.232
498,12.694,4.799,3.647,0.331,0.53
15,0.331,0.832,0.35,0.16,0.922
97,4.448,3.757,0.821,0.491,4.7
724,34.005,16.932,5.461,2.425,22.283
586,28.124,12.054,4.358,1.253,26.251
505,25.008,14.488,3.848,1.453,17.504
1145,57.812,43.885,10.32,3.426,44.155
1493,81.567,67.299,13.987,4.539,37.393
1249,70.686,54.345,11.472,4.779,39.757
1156,64.635,50.487,10.59,4.459,28.345
1007,58.593,44.325,8.998,3.567,23.645
1049,56.769,37.041,9.378,3.596,25.85
992,50.076,31.952,8.536,3.207,19.128
714,37.432,24.257,5.741,2.696,16.812
914,43.685,25.359,7.474,2.516,14.719
839,40.698,20.309,6.884,2.013,14.187
1115,45.287,17.744,9.428,2.114,6.804
644,25.078,9.077,4.799,1.062,5.861
425,15.089,4.769,3.136,0.451,9.508
388,14.338,3.898,2.875,0.28,5.491
636,18.195,6.403,4.569,0.421,0.641
8,0.301,0.441,0.22,0.13,0.571
58,2.605,2.435,0.611,0.271,3.006
445,22.824,15.72,3.367,1.483,18.255
1308,58.132,31.06,11.893,2.755,20.059
1877,71.067,57.661,17.914,3.016,24.267
1178,37.753,13.195,9.419,1.132,8.917
364,13.546,4.118,2.695,0.25,1.432
145,4.428,1.473,1.183,0.12,0.801
24,0.811,0.221,0.26,0.04,0.07
15,0.2,0.521,0.33,0.08,0.902
97,3.497,2.385,0.821,0.31,4.569
724,30.008,13.436,5.381,1.613,25.82
840,32.683,11.182,6.162,0.912,20.96
702,28.105,14.157,5.31,1.773,29.607
1879,75.075,41.51,17.133,2.565,35.579
1448,74.624,53.824,13.406,3.998,33.935
1248,68.883,52.261,11.502,4.248,29.327
1063,59.434,43.794,9.558,4.088,22.122
1347,67.761,45.748,12.484,4.399,23.665
1339,61.729,32.202,12.224,4.098,15.64
1353,51.67,23.285,12.264,2.364,10.179
974,38.274,16.271,7.715,1.954,13.135
960,35.599,11.302,7.134,0.931,11.873
1450,45.017,15.75,13.005,1.083,9.599
960,28.365,9.98,7.124,0.741,4.298
295,8.967,3.096,2.325,0.22,1.784
136,3.847,1.342,1.082,0.121,0.161
5,0.261,0.361,0.28,0.121,0.431
36,1.462,1.803,0.391,0.21,1.623
213,11.682,8.967,1.653,0.952,13.937
946,45.999,26.541,7.895,2.875,26.822
652,30.258,12.484,4.85,1.634,10.249
499,18.676,6.863,3.767,0.811,6.483
273,10.72,3.216,2.094,0.361,1.914
81,3.216,0.962,0.741,0.09,2.915
157,6.563,1.664,1.252,0.13,4.76
222,8.576,2.284,1.733,0.151,7.855
403,13.997,4.038,3.026,0.251,6.082
284,9.048,2.856,2.124,0.18,4.078
120,3.727,1.163,0.962,0.1,1.012
34,1.102,0.411,0.341,0.07,0.221
4,0.22,0.07,0.131,0.03,0.17
18,0.481,0.241,0.25,0.06,0.231
4,0.13,0.06,0.11,0.03,0.15
18,0.2,0.201,0.201,0.04,0.26
4,0.12,0.06,0.1,0.03,0.16
18,0.201,0.19,0.201,0.04,0.23
4,0.121,0.05,0.11,0.03,0.181
18,0.211,0.191,0.201,0.03,0.201
4,0.11,0.05,0.11,0.03,0.161
18,0.2,0.18,0.2,0.04,0.261
4,0.11,0.05,0.11,0.029,0.17
18,0.2,0.191,0.2,0.03,0.201
4,0.11,0.05,0.111,0.031,0.17
18,0.19,0.19,0.21,0.03,0.2
4,0.11,0.06,0.101,0.03,0.19
18,0.22,0.19,0.2,0.029,0.2
4,0.1,0.05,0.11,0.03,0.18
18,0.221,0.19,0.211,0.03,0.2
4,0.101,0.06,0.1,0.03,0.221
18,0.201,0.19,0.2,0.04,0.18
4,0.131,0.06,0.11,0.04,0.13
18,0.19,0.191,0.201,0.03,0.201
4,0.111,0.06,0.1,0.03,0.131
18,0.19,0.201,0.201,0.03,0.21
4,0.111,0.06,0.1,0.03,0.141
18,0.19,0.161,0.201,0.04,0.16
4,0.1,0.05,0.11,0.03,0.221
18,0.18,0.2,0.211,0.04,0.18
4,0.11,0.05,0.11,0.04,0.151
18,0.19,0.19,0.2,0.03,0.2
4,0.11,0.06,0.1,0.03,0.13
18,0.2,0.191,0.201,0.04,0.171
4,0.111,0.05,0.11,0.03,0.151
18,0.19,0.16,0.2,0.03,0.16
4,0.111,0.06,0.1,0.03,0.151
18,0.18,0.191,0.201,0.03,0.16
4,0.11,0.05,0.11,0.03,0.14
18,0.18,0.16,0.201,0.03,0.2
4,0.111,0.06,0.1,0.03,0.171
18,0.191,0.19,0.2,0.04,0.221
4,0.11,0.06,0.1,0.03,0.171
18,0.2,0.19,0.2,0.03,0.2
4,0.11,0.06,0.1,0.031,0.161
18,0.18,0.191,0.2,0.03,0.251
4,0.1,0.05,0.11,0.029,0.15
18,0.19,0.19,0.24,0.04,0.2
4,0.14,0.08,0.13,0.03,0.14
18,0.21,0.2,0.201,0.03,0.2
4,0.12,0.06,0.1,0.03,0.141
18,0.19,0.17,0.2,0.04,0.15
4,0.11,0.05,0.11,0.03,0.131
18,0.19,0.19,0.2,0.03,0.15
4,0.11,0.06,0.1,0.03,0.17
18,0.21,0.18,0.2,0.04,0.21
4,0.111,0.06,0.1,0.04,0.201
18,0.18,0.191,0.2,0.04,0.201
4,0.11,0.05,0.1,0.031,0.161
18,0.19,0.191,0.2,0.03,0.161
4,0.12,0.07,0.11,0.029,0.19
18,0.18,0.191,0.2,0.03,0.211
4,0.11,0.05,0.111,0.031,0.14
18,0.18,0.191,0.2,0.03,0.2
4,0.12,0.06,0.1,0.03,0.16
18,0.181,0.15,0.2,0.04,0.18
4,0.11,0.05,0.11,0.03,0.18
18,0.191,0.19,0.2,0.04,0.06
31,0.962,1.403,0.421,0.16,1.543
320,14.438,14.437,2.454,1.182,14.488
2251,93.089,139.579,23.325,5.751,22.684
3154,98.199,241.746,31.591,4.278,16.863
1654,51.74,25.68,15.009,2.785,11.082
1387,47.652,23.506,12.324,2.344,11.552
2208,53.955,23.415,20.279,1.352,8.346
320,9.649,3.276,2.405,0.21,0.341
2,0.251,0.211,0.22,0.12,0.241
25,1.313,1.142,0.311,0.181,1.242
200,10.65,8.006,1.533,1.242,10.25
1113,56.138,30.208,9.949,3.617,27.373
965,35.96,13.647,7.384,1.583,13.716
692,24.758,8.095,4.989,0.892,9.117
851,26.481,8.777,6.192,0.621,6.201
268,7.054,2.675,2.044,0.2,0.291
4,0.21,0.16,0.21,0.041,0.341
21,0.992,0.832,0.27,0.151,1.132
162,7.184,6.553,1.302,0.592,9.349
917,49.625,31.982,8.106,2.595,29.237
876,41.109,24.056,7.064,2.385,16.623
1115,45.057,27.022,9.92,2.776,19.858
886,40.448,24.667,6.904,2.414,18.505
1018,47.612,28.585,8.476,3.457,16.562
826,36.951,18.616,6.392,2.204,10.44
949,34.646,14.247,7.185,1.654,7.424
325,12.354,3.927,2.505,0.26,4.719
454,12.804,4.789,3.326,0.33,1.954
109,3.567,1.163,0.921,0.1,1.543
66,2.274,0.732,0.611,0.08,1.353
96,2.665,0.892,0.802,0.09,1.252
54,1.673,0.561,0.491,0.07,1.353
96,1.473,0.962,0.761,0.07,1.333
54,0.982,0.521,0.461,0.06,1.443
96,1.433,0.952,0.771,0.081,1.373
54,0.842,0.551,0.451,0.05,0.401
8,0.381,0.11,0.151,0.041,0.04
15,0.261,0.491,0.3,0.09,0.922
97,3.386,2.074,0.822,0.14,4.348
724,27.894,11.562,5.381,0.872,26.161
696,27.112,9.037,5.05,0.721,20.6
737,29.246,12.835,5.571,0.922,30.91
1890,70.567,33.495,17.283,1.924,39.426
1655,80.255,52.742,15.35,3.407,41.119
1637,80.886,57.22,15.761,4.518,29.747
1291,65.516,45.658,11.853,4.328,24.117
1438,79.724,44.777,13.506,4.318,23.315
1348,62.15,34.296,12.163,3.537,16.953
1163,47.472,22.424,10.44,2.434,10.38
850,35.729,15.66,6.653,1.463,11.252
1047,39.366,16.131,8.046,1.663,12.474
1625,52.13,18.455,14.719,1.523,10.23
1076,32.362,11.612,8.196,0.841,1.933
55,2.184,0.791,0.582,0.081,0.911
55,1.142,0.561,0.461,0.06,0.892
55,1.142,0.541,0.461,0.06,0.862
55,1.082,0.551,0.461,0.061,0.732
55,0.882,0.571,0.471,0.06,0.882
55,0.781,0.541,0.47,0.06,0.781
55,0.752,0.561,0.471,0.05,0.942
55,0.751,0.552,0.472,0.061,0.922
55,0.751,0.521,0.461,0.06,0.902
55,0.761,0.521,0.46,0.06,0.912
55,0.731,0.591,0.461,0.06,0.991
55,0.752,0.531,0.471,0.06,0.862
55,0.741,0.521,0.45,0.061,0.902
55,0.732,0.591,0.461,0.06,0.491
15,0.481,0.18,0.22,0.04,0.05
3,0.19,0.211,0.21,0.13,0.29
56,1.824,2.605,0.531,0.331,2.745
395,20.71,17.514,2.995,2.024,18.416
2104,81.106,43.454,19.858,6.032,25.489
1337,55.527,29.216,12.264,3.687,10.45
945,42.873,24.266,8.046,2.755,16.1
950,42.592,24.588,7.915,2.695,12.955
671,30.759,15.7,5.04,2.195,6.763
474,19.718,9.138,3.487,1.182,8.917
563,21.14,6.512,4.148,0.491,7.375
599,20.72,6.542,4.388,0.521,5.501
827,23.024,8.606,6.061,0.611,3.728
453,11.963,4.97,3.366,0.311,0.641
26,0.732,0.341,0.3,0.06,0.05
1,0.22,0.151,0.2,0.111,0.13
8,0.24,0.41,0.181,0.12,0.541
49,2.284,2.364,0.471,0.281,2.274
419,19.237,16.221,3.186,1.443,26.281
727,41.861,22.534,5.62,2.254,25.108
672,30.178,14.188,4.979,1.844,14.738
456,22.523,12.214,3.377,1.483,19.648
1112,53.133,34.738,10.4,2.124,32.352
1931,94.563,63.623,18.656,4.529,39.346
1275,70.035,54.054,12.093,4.559,26.661
1395,70.967,51.239,13.676,4.96,25.459
1366,66.649,46.811,13.266,4.268,22.643
978,49.376,31.411,8.897,3.186,17.504
779,37.122,19.778,6.032,2.384,10.169
628,27.804,13.276,4.639,1.543,9.989
570,24.216,8.446,4.228,0.782,6.763
823,28.916,9.919,6.071,0.721,9.037
519,18.546,6.061,3.868,0.431,4.488
406,12.455,4.108,2.965,0.27,3.988
188,6.693,1.874,1.443,0.15,2.495
336,8.456,3.196,2.485,0.221,0.361
23,0.511,1.072,0.411,0.14,1.403
220,10.16,8.937,1.663,0.801,9.939
1566,68.042,44.205,15.35,3.517,26.281
1847,61.769,26.932,16.963,2.555,14.648
773,23.385,9.188,5.681,0.742,0.802
3,0.201,0.22,0.201,0.121,0.26
23,1.022,1.382,0.321,0.15,1.162
125,6.052,4.408,1.022,0.551,5.972
743,37.582,19.467,5.701,2.225,22.463
667,27.333,10.309,4.84,1.162,23.766
343,15.71,5.451,2.616,0.691,8.927
601,21.051,8.767,4.359,1.032,6.212
293,10.139,4.919,2.245,0.511,10.48
1148,34.968,15.049,9.088,1.262,9.328
1368,37.131,15.119,11.502,1.222,8.567
792,20.87,9.167,5.792,0.982,11.612
276,8.547,2.725,2.124,0.2,5.21
690,17.474,6.984,5.04,0.431,0.701
15,0.23,0.431,0.361,0.06,0.862
97,3.557,2.114,0.822,0.201,4.098
724,28.705,11.241,5.46,0.882,23.966
598,28.285,10.18,4.388,1.042,14.719
683,28.535,13.116,5.139,1.102,25.709
1252,58.472,31.2,11.562,2.075,34.937
1483,75.766,50.998,13.817,3.577,28.264
1399,71.909,48.233,13.706,3.066,24.818
1367,67.841,42.812,13.146,3.246,31.19
1287,62.04,38.805,12.404,3.557,19.708
1201,53.143,23.917,10.74,2.866,14.628
1187,41.019,13.736,9.708,1.243,10.189
330,13.727,3.938,2.485,0.341,3.236
144,5.921,2.084,1.152,0.22,4.097
141,5.551,1.523,1.182,0.2,5.741
132,5.551,1.403,1.052,0.11,5.45
124,5.531,1.172,0.992,0.09,3.206
72,2.945,0.712,0.591,0.08,0.622
12,0.421,0.171,0.16,0.041,0.04
1,0.211,0.07,0.16,0.05,0.121
3,0.2,0.171,0.14,0.13,0.241
7,0.471,0.35,0.21,0.13,0.391
25,1.213,0.901,0.321,0.351,1.302
91,4.78,3.126,0.822,0.411,3.998
418,22.143,12.494,3.126,1.403,23.065
779,42.542,28.034,6.592,2.766,25.96
1057,57.31,43.414,9.999,3.146,26.732
1863,74.413,42.362,17.824,3.547,31.511
980,45.648,25.419,8.215,2.144,14.488
707,31.411,12.614,5.24,1.082,8.667
234,10.641,3.918,1.884,0.451,3.617
245,7.895,3.146,1.914,0.26,2.885
116,4.128,1.172,0.922,0.11,2.475
218,6.462,2.124,1.683,0.16,1.392
74,2.315,0.721,0.642,0.091,0.781
80,2.175,0.751,0.691,0.08,0.11
1,0.481,0.14,0.17,0.111,0.11
19,0.431,1.162,0.311,0.16,1.002
145,6.653,5.811,1.162,0.641,7.174
1173,54.445,37.743,11.082,3.006,42.121
1031,47.091,25.359,8.907,2.594,20.459
1071,44.125,23.776,9.318,2.114,20.179
782,29.727,12.824,5.851,1.152,8.797
664,22.925,7.835,4.85,0.571,3.547
251,9.117,3.496,2.014,0.341,3.126
258,9.178,3.597,1.964,0.271,3.476
250,8.126,2.565,1.884,0.17,2.335
168,5.13,1.603,1.293,0.131,2.194
120,2.806,1.102,0.942,0.1,1.323
69,1.883,0.702,0.621,0.08,0.491
15,0.451,0.191,0.23,0.03,0.05
13,0.251,0.531,0.27,0.121,0.781
76,3.827,3.557,0.661,0.351,3.146
561,28.545,18.917,4.348,1.633,19.508
1030,40.108,17.604,8.086,1.883,14.888
1632,47.402,19.959,14.888,1.623,5.49
231,11.261,8.105,1.834,0.611,6.643
592,25.85,14.729,4.398,1.704,8.576
764,30.739,15.109,5.811,1.292,8.467
483,17.924,6.102,3.587,0.411,4.569
1218,32.622,13.316,10.089,0.822,8.406
664,20.49,7.845,4.86,0.541,6.252
1377,40.178,14.207,11.743,0.972,1.904
174,5.3,2.435,1.433,0.16,0.2
5,0.23,0.24,0.26,0.12,0.401
18,1.052,1.082,0.261,0.17,0.862
100,4.789,4.027,0.861,0.431,4.839
605,31.36,22.864,4.628,2.345,23.004
772,33.735,18.295,5.822,1.923,17.784
587,22.072,9.999,4.329,1.132,10.801
489,17.864,6.923,3.547,1.132,3.237
317,10.921,3.978,2.414,0.381,3.317
218,7.905,3.076,1.673,0.421,3.818
308,9.659,3.467,2.284,0.251,2.144
219,7.013,2.364,1.684,0.18,2.575
159,5.661,1.914,1.253,0.171,3.757
499,14.278,5.29,3.657,0.381,2.896
159,5.42,1.984,1.273,0.16,2.125
403,10.66,4.198,2.975,0.301,2.254
75,2.575,0.852,0.681,0.09,1.613
378,9.308,3.637,2.786,0.25,1.733
32,1.062,0.341,0.28,0.05,1.453
336,7.855,3.276,2.455,0.23,0.361
