nfilter,t1,t2,t3,t4,t5
1146,71.097,0,0,57.521,5.351
278,17.634,0,0,14.368,0.28
12,0.33,0,0,0.952,0.622
134,5.641,0,0,7.464,5.611
1078,68.001,0,0,56.158,26.621
411,37.022,0,0,21.562,3.417
155,11.562,0,0,8.325,0.26
3,0.361,0,0,0.24,0.03
27,0.651,0,0,1.523,1.173
605,24.016,0,0,33.405,18.836
2564,126.012,0,0,130.602,29.577
1704,95.915,0,0,89.412,10.731
818,48.884,0,0,45.137,1.823
151,8.016,0,0,8.196,0.471
25,1.112,0,0,1.402,0.06
28,0.661,0,0,1.452,1.122
586,23.535,0,0,31.03,23.586
2503,122.055,0,0,127.195,26.742
1733,96.025,0,0,89.622,11.642
844,51.79,0,0,44.376,3.106
182,10.721,0,0,10.27,0.401
25,0.962,0,0,1.352,0.05
18,0.441,0,0,1.002,0.882
346,12.905,0,0,18.596,16.783
2577,125.792,0,0,127.345,32.622
2376,119.802,0,0,117.026,22.243
1819,96.847,0,0,92.068,10.771
1170,62.27,0,0,61.028,4.319
506,24.607,0,0,27.263,1.363
125,6.192,0,0,7.154,0.23
23,0.692,0,0,1.262,0.13
9,0.41,0,0,0.561,0.04
22,0.552,0,0,1.242,1.002
445,17.063,0,0,23.205,16.662
2595,128.728,0,0,128.979,25.69
1703,97.408,0,0,86.697,8.866
657,39.977,0,0,35.779,0.842
28,1.183,0,0,1.593,0.05
24,0.471,0,0,1.242,1.122
445,18.115,0,0,23.095,17.844
1964,104.983,0,0,96.566,23.295
1371,79.454,0,0,67.63,9.669
656,37.583,0,0,32.864,2.494
174,10.079,0,0,9.278,0.521
23,1.413,0,0,1.233,0.12
6,0.29,0,0,0.4,0.031
32,0.662,0,0,1.683,1.383
502,22.132,0,0,25.178,25.079
1426,84.413,0,0,70.125,13.717
702,43.013,0,0,34.686,3.197
298,16.221,0,0,16.192,0.771
27,1.593,0,0,1.673,0.08
16,0.311,0,0,0.981,0.682
370,14.057,0,0,20.359,17.113
2744,133.818,0,0,135.161,30.238
1840,95.734,0,0,92.789,6.893
738,37.623,0,0,38.945,1.673
133,6.262,0,0,7.615,0.28
12,0.782,0,0,0.711,0.04
21,0.521,0,0,1.513,0.912
423,16.401,0,0,22.574,20.93
2225,116.325,0,0,111.696,24.457
1122,67.911,0,0,57.44,5.08
366,21.331,0,0,20.169,0.942
80,3.617,0,0,4.278,0.111
32,0.761,0,0,2.124,1.333
743,29.948,0,0,39.897,25.319
2958,142.365,0,0,147.655,22.724
1757,96.306,0,0,92.198,6.934
657,34.586,0,0,35.278,1.473
100,4.759,0,0,5.551,0.131
26,0.611,0,0,1.412,1.102
555,22.744,0,0,29.697,20.64
2237,116.124,0,0,113.418,20.8
1631,88.491,0,0,83.682,9.638
1008,54.456,0,0,53.092,3.417
359,18.255,0,0,19.898,0.581
35,1.653,0,0,2.294,0.06
30,0.751,0,0,1.964,1.232
695,28.795,0,0,36.721,24.417
2936,142.635,0,0,148.186,27.914
2344,123.949,0,0,117.767,14.468
1309,70.526,0,0,68.021,4.128
390,20.029,0,0,21.682,0.842
54,2.254,0,0,3.306,0.161
21,0.561,0,0,1.112,0.14
2,0.261,0,0,0.16,0.031
22,0.571,0,0,1.162,0.992
518,20.219,0,0,27.673,18.626
3110,146.993,0,0,151.833,30.409
2561,130.301,0,0,127.325,13.987
1535,80.326,0,0,78.812,5.24
645,36.17,0,0,35.228,1.543
183,7.163,0,0,10.15,0.291
13,0.571,0,0,0.741,0.051
22,0.461,0,0,1.272,1.012
367,15.5,0,0,19.327,20.559
1390,83.572,0,0,70.095,12.044
453,32.563,0,0,24.347,0.942
49,2.214,0,0,3.267,0.15
12,0.451,0,0,0.682,0.04
31,0.882,0,0,1.964,1.322
765,30.97,0,0,40.739,26.862
3027,148.296,0,0,151.261,27.884
2359,119.19,0,0,118.248,12.384
1305,67.71,0,0,67.3,5.049
617,30.018,0,0,33.144,1.443
88,4.278,0,0,5.19,0.36
37,1.333,0,0,2.214,0.061
20,0.461,0,0,1.092,0.922
398,16.091,0,0,21.461,16.702
2437,119.581,0,0,119.611,26.721
1709,94.431,0,0,87.599,24.588
801,60.326,0,0,41.75,11.222
303,28.445,0,0,16.211,2.255
39,5.1,0,0,2.084,0.06
14,0.351,0,0,0.832,0.631
278,10.39,0,0,14.798,14.478
2075,107.838,0,0,103.31,26.621
1145,72.069,0,0,59.565,8.596
444,31.17,0,0,24.277,1.152
36,12.334,0,0,2.305,0.07
16,0.381,0,0,0.882,0.791
209,8.706,0,0,10.551,11.572
910,61.86,0,0,45.438,12.093
125,16.402,0,0,7.114,0.481
7,0.661,0,0,0.441,0.04
24,0.521,0,0,1.312,1.092
506,20.078,0,0,27.072,19.989
2284,114.851,0,0,114.17,24.798
1584,87.058,0,0,81.417,9.057
812,44.406,0,0,43.855,3.507
285,15.52,0,0,16.331,0.521
16,0.701,0,0,0.852,0.04
25,0.651,0,0,1.573,1.132
501,20.148,0,0,25.88,26.14
2155,114.03,0,0,102.738,24.848
1399,77.88,0,0,67.771,7.134
563,32.613,0,0,28.445,1.463
108,5.52,0,0,5.962,0.12
21,0.511,0,0,1.032,0.962
474,23.716,0,0,24.467,17.944
2399,117.998,0,0,114.621,24.608
1608,88.34,0,0,77.9,7.114
505,29.066,0,0,25.129,0.761
44,1.853,0,0,2.485,0.191
18,0.622,0,0,1.082,0.06
32,0.832,0,0,1.713,1.373
756,29.858,0,0,40.578,26.882
2902,139.189,0,0,144.058,32.813
2468,125.392,0,0,123.759,17.413
1604,88.721,0,0,80.576,4.739
440,23.205,0,0,22.964,1.173
102,4.759,0,0,5.671,0.241
10,0.481,0,0,0.581,0.28
31,1.122,0,0,1.743,0.07
20,0.491,0,0,1.052,0.962
343,14.117,0,0,18.606,19.136
1868,99.201,0,0,90.895,21.672
1285,72.289,0,0,64.364,7.354
549,30.119,0,0,28.244,1.052
58,2.715,0,0,3.006,0.21
7,0.331,0,0,0.411,0.04
31,0.761,0,0,1.643,1.323
666,27.843,0,0,36.12,24.788
2365,122.576,0,0,118.89,17.183
1222,68.903,0,0,65.176,3.858
367,18.395,0,0,19.838,0.932
95,4.138,0,0,5.411,0.11
32,0.772,0,0,1.773,1.372
633,25.74,0,0,33.836,19.126
1895,103.179,0,0,95.715,21.932
1239,73.682,0,0,64.103,6.633
474,29.367,0,0,25.478,1.352
73,4.098,0,0,3.928,0.1
26,0.531,0,0,1.734,1.122
568,23.365,0,0,31.341,26.501
2710,135.08,0,0,135.602,28.925
2141,113.84,0,0,107.397,12.143
1367,74.093,0,0,72.049,4.729
536,27.513,0,0,28.596,1.212
91,4.379,0,0,5.461,0.111
20,0.511,0,0,1.062,0.912
473,24.547,0,0,25.288,21.352
2702,132.625,0,0,136.062,26.571
1805,98.149,0,0,92.438,7.154
719,38.985,0,0,39.145,2.285
166,8.356,0,0,9.038,0.21
18,0.42,0,0,1.202,0.832
380,14.939,0,0,20.9,17.163
2529,125.512,0,0,129.43,21.923
1753,93.28,0,0,91.536,5.901
492,25.861,0,0,27.262,0.842
44,2.014,0,0,2.325,0.29
27,1.122,0,0,1.643,0.06
28,0.582,0,0,1.483,1.182
598,23.074,0,0,29.927,27.973
2031,105.694,0,0,100.073,21.802
1409,77.68,0,0,70.156,5.771
418,22.874,0,0,21.952,0.812
75,3.056,0,0,4.299,0.101
23,0.631,0,0,1.262,1.012
511,19.658,0,0,27.123,22.132
2341,118.979,0,0,115.242,20.64
1331,75.555,0,0,67.56,5.751
448,26.311,0,0,23.996,1.393
103,5.079,0,0,6.192,0.24
15,0.602,0,0,0.861,0.049
31,0.591,0,0,1.623,1.293
572,23.104,0,0,30.268,19.538
2062,105.624,0,0,101.125,18.315
975,58.182,0,0,48.714,4.098
229,13.987,0,0,12.805,0.371
5,0.501,0,0,0.331,0.03
24,0.501,0,0,1.523,1.122
460,19.287,0,0,23.005,20.459
1852,102.298,0,0,86.387,18.425
1259,71.609,0,0,62.35,4.048
389,18.566,0,0,19.567,1.412
143,6.413,0,0,7.665,0.22
12,0.591,0,0,0.891,0.04
19,0.571,0,0,0.992,0.801
293,12.434,0,0,14.348,15.16
1196,74.423,0,0,58.442,14.258
634,41.44,0,0,31.701,1.904
111,6.062,0,0,6.302,0.13
30,0.801,0,0,1.913,1.292
639,25.429,0,0,34.417,25.92
2824,137.265,0,0,149.428,25.74
2115,107.568,0,0,110.924,12.013
1391,71.418,0,0,73.501,5.43
652,31.791,0,0,34.727,1.703
186,7.715,0,0,10.81,0.281
19,0.581,0,0,1.062,0.05
23,0.46,0,0,1.222,1.082
455,17.785,0,0,24.978,19.979
2260,114.45,0,0,112.336,28.686
1856,101.306,0,0,93.761,13.526
945,58.493,0,0,48.353,2.284
158,8.617,0,0,8.386,0.521
42,2.084,0,0,2.344,0.06
17,0.451,0,0,0.932,0.862
312,12.444,0,0,16.823,14.999
2005,105.413,0,0,102.518,18.926
1125,65.326,0,0,59.975,5.641
522,29.227,0,0,28.475,1.323
72,3.637,0,0,4.038,0.21
8,0.481,0,0,0.492,0.031
26,0.511,0,0,1.363,1.233
575,22.904,0,0,29.878,25.83
2528,127.135,0,0,125.612,23.476
1731,96.807,0,0,87.899,6.542
509,27.864,0,0,26.421,0.872
60,2.806,0,0,3.206,0.09
24,0.872,0,0,1.312,1.162
546,21.2,0,0,28.575,21.802
2741,134.93,0,0,136.694,23.114
1904,101.115,0,0,97.818,8.316
869,44.355,0,0,45.768,1.673
143,6.683,0,0,8.045,0.16
29,0.642,0,0,1.493,1.272
613,24.768,0,0,30.279,21.962
2380,121.404,0,0,116.264,17.835
1269,70.716,0,0,63.542,4.318
418,21.02,0,0,22.193,0.641
31,1.743,0,0,2.014,0.06
16,0.291,0,0,0.912,0.751
274,10.681,0,0,13.356,14.157
1218,75.746,0,0,59.755,11.452
491,34.005,0,0,24.608,0.491
24,0.792,0,0,1.593,1.052
380,16.973,0,0,20.329,15.59
1340,86.998,0,0,68.672,11.312
428,31.591,0,0,23.184,0.742
19,1.243,0,0,1.353,0.04
18,0.511,0,0,0.982,0.751
387,15.089,0,0,20.85,19.638
2621,128.718,0,0,128.929,23.876
1659,89.753,0,0,83.111,6.212
492,27.002,0,0,26.46,1.042
41,2.114,0,0,2.144,0.06
25,0.521,0,0,1.353,1.011
394,17.564,0,0,21.842,20.97
1602,89.984,0,0,80.495,15.73
738,49.165,0,0,37.963,2.555
143,8.336,0,0,7.464,0.15
27,0.571,0,0,1.342,1.192
611,24.577,0,0,31.14,23.435
2873,139.048,0,0,141.422,29.207
2409,124.199,0,0,121.825,16.452
1780,94.602,0,0,91.356,5.851
665,34.235,0,0,36.19,1.182
137,5.832,0,0,7.965,0.301
19,0.711,0,0,1.303,0.06
12,0.301,0,0,0.681,0.561
244,8.296,0,0,13.397,10.601
2360,120.843,0,0,116.354,25.439
1431,81.898,0,0,72.189,4.759
399,20.53,0,0,21.622,0.731
58,2.344,0,0,3.317,0.15
15,0.651,0,0,1.072,0.13
9,0.411,0,0,0.521,0.03
30,0.732,0,0,1.623,1.362
578,24.126,0,0,30.83,17.424
2446,125.101,0,0,118.96,30.328
1404,85.785,0,0,70.155,7.384
526,31.541,0,0,27.322,1.223
72,3.427,0,0,3.807,0.1
32,0.731,0,0,1.733,1.402
782,30.929,0,0,41.82,24.727
2909,140.992,0,0,145.119,26.731
2140,111.485,0,0,109.27,10.44
1121,65.567,0,0,59.685,2.986
249,12.815,0,0,14.027,0.681
49,1.964,0,0,2.555,0.069
24,0.531,0,0,1.302,1.071
448,18.114,0,0,23.094,16.102
1727,98.55,0,0,85.605,17.124
711,49.144,0,0,36.39,2.785
146,10.289,0,0,7.995,0.161
32,0.962,0,0,2.084,1.443
781,32.082,0,0,42.693,21.251
3088,146.953,0,0,154.628,23.105
2154,108.74,0,0,109.982,12.234
1250,65.486,0,0,65.446,3.767
397,20.088,0,0,21.842,1.282
121,5.931,0,0,6.833,0.441
46,1.784,0,0,2.695,0.07
32,1.082,0,0,1.673,1.503
774,31.07,0,0,41.53,22.955
2643,129.85,0,0,131.764,23.255
1587,88,0,0,83.611,6.202
589,33.253,0,0,32.062,1.463
113,5.41,0,0,6.553,0.181
3,0.32,0,0,0.241,0.03
17,0.431,0,0,1.022,0.791
362,13.476,0,0,18.866,16.862
2281,114.05,0,0,110.223,23.435
1529,86.166,0,0,77.519,7.033
674,36.811,0,0,35.508,2.545
248,11.603,0,0,14.127,0.631
56,2.254,0,0,3.357,0.08
30,0.781,0,0,1.614,1.332
673,26.471,0,0,35.959,23.666
2515,126.564,0,0,124.309,21.372
1682,93.33,0,0,85.044,7.254
645,36.36,0,0,33.875,1.503
152,7.084,0,0,7.945,0.26
18,0.612,0,0,0.941,0.051
16,0.291,0,0,0.902,0.731
339,12.544,0,0,18.636,14.357
2643,126.745,0,0,131.404,24.938
1727,95.074,0,0,87.459,8.235
616,32.963,0,0,33.614,1.442
116,5.631,0,0,6.182,0.131
29,0.622,0,0,1.954,1.192
680,33.595,0,0,37.402,21.301
2909,141.482,0,0,145.461,25.178
2304,121.886,0,0,117.056,12.734
1424,75.466,0,0,74.814,3.427
335,16.221,0,0,18.115,0.651
29,1.563,0,0,1.793,0.05
28,0.541,0,0,1.413,1.403
645,25.72,0,0,32.032,23.185
2347,120.662,0,0,112.277,17.634
1344,71.818,0,0,65.606,4.539
442,21.451,0,0,23.135,1.152
108,4.379,0,0,5.701,0.21
18,0.571,0,0,0.952,0.049
27,0.641,0,0,1.573,1.203
600,24.407,0,0,33.034,24.237
2501,122.927,0,0,127.737,25.509
1844,100.714,0,0,95.824,9.688
841,46.509,0,0,45.769,2.244
188,10.19,0,0,10.41,0.391
30,1.433,0,0,2.144,0.13
7,0.461,0,0,0.631,0.03
23,0.501,0,0,1.553,1.152
501,18.767,0,0,27.633,22.584
2836,135.822,0,0,142.856,28.775
2019,110.192,0,0,101.886,11.753
1056,59.334,0,0,54.916,3.617
306,16.882,0,0,16.782,0.582
43,2.125,0,0,2.364,0.16
16,0.551,0,0,0.902,0.07
18,0.431,0,0,1.032,0.781
276,11.612,0,0,15.14,15.55
1599,90.454,0,0,78.562,18.306
694,46.55,0,0,36.57,3.016
131,9.168,0,0,7.194,0.151
28,0.732,0,0,1.573,1.183
563,22.533,0,0,29.728,19.257
1714,93.42,0,0,85.385,22.063
760,56.769,0,0,39.917,10.31
196,22.303,0,0,10.32,0.982
8,1.804,0,0,0.481,0.04
26,0.531,0,0,1.773,1.212
549,21.492,0,0,29.467,23.294
2421,123.368,0,0,132.866,26.621
1661,93.08,0,0,82.258,10.521
817,45.007,0,0,40.127,1.493
88,4.339,0,0,4.779,0.231
26,0.922,0,0,1.382,0.06
24,0.561,0,0,1.353,1.032
433,17.824,0,0,21.872,20.6
1535,87.538,0,0,76.227,13.536
711,44.987,0,0,36.129,2.435
127,7.324,0,0,6.794,0.2
17,0.601,0,0,0.992,0.04
22,0.481,0,0,1.443,1.062
381,15.941,0,0,20.35,17.995
1998,103.599,0,0,100.313,19.508
1435,80.175,0,0,73.782,7.153
615,34.898,0,0,33.305,1.733
165,8.226,0,0,9.338,0.531
33,1.293,0,0,1.914,0.06
16,0.351,0,0,0.882,0.781
318,12.274,0,0,16.693,16.181
2149,110.724,0,0,107.167,26.832
1623,87.118,0,0,80.105,14.488
1149,67.089,0,0,57.3,5.531
355,20.61,0,0,19.468,0.791
37,1.823,0,0,1.954,0.15
16,0.551,0,0,0.932,0.051
24,0.601,0,0,1.243,1.162
503,20.299,0,0,26.35,21.893
2637,129.65,0,0,128.928,24.057
1775,96.446,0,0,89.493,9.819
843,47.852,0,0,45.087,2.003
143,7.444,0,0,8.467,0.22
12,0.451,0,0,0.681,0.04
27,0.702,0,0,1.362,1.243
583,23.615,0,0,31.561,21.771
2679,132.505,0,0,135.511,22.744
2170,113.289,0,0,110.213,11.903
1077,58.192,0,0,56.599,2.404
249,12.363,0,0,13.856,0.351
20,0.722,0,0,1.192,0.05
29,0.611,0,0,1.573,1.222
637,25.188,0,0,33.715,22.704
2530,123.709,0,0,126.354,24.788
1693,89.843,0,0,84.572,15.289
746,40.969,0,0,38.594,1.503
95,4.398,0,0,5.31,0.11
27,0.632,0,0,1.843,1.153
526,21.451,0,0,29.457,23.305
2125,110.473,0,0,109.471,20.229
1417,76.778,0,0,73.742,7.835
757,40.739,0,0,40.899,2.104
172,8.326,0,0,9.609,0.491
42,1.924,0,0,2.665,0.161
18,0.652,0,0,1.002,0.23
26,0.982,0,0,1.594,0.061
32,0.682,0,0,1.733,1.463
707,28.495,0,0,37.402,28.234
2278,119.511,0,0,117.296,16.662
1238,70.586,0,0,65.857,3.958
403,20.74,0,0,21.822,0.671
38,1.453,0,0,1.984,0.06
20,0.451,0,0,1.142,0.962
357,14.247,0,0,18.706,16.612
1858,98.129,0,0,90.795,23.395
1387,79.734,0,0,67.77,8.306
653,38.404,0,0,33.354,2.014
101,5.972,0,0,5.561,0.12
26,0.691,0,0,1.353,1.132
518,21.612,0,0,25.409,27.904
2221,113.99,0,0,107.577,32.102
1915,105.443,0,0,95.524,16.512
1192,67.1,0,0,61.198,6.723
549,32.613,0,0,29.467,1.532
125,6.292,0,0,7.184,0.321
31,1.232,0,0,2.044,0.06
20,0.481,0,0,1.142,0.831
420,16.903,0,0,23.275,21.321
2229,112.147,0,0,111.686,19.687
1201,67.25,0,0,60.977,3.887
297,16.121,0,0,15.9,0.802
61,3.046,0,0,3.236,0.08
11,0.271,0,0,0.661,0.581
247,8.647,0,0,13.737,12.073
2847,135.902,0,0,141.403,33.825
2030,106.505,0,0,102.819,12.334
1158,63.963,0,0,60.025,2.866
268,12.685,0,0,14.628,0.672
95,3.607,0,0,5.651,0.2
17,0.671,0,0,1.022,0.05
23,0.511,0,0,1.383,1.112
499,19.869,0,0,26.33,24.457
2338,159.107,0,0,117.857,23.455
1439,78.722,0,0,75.065,5.401
445,24.748,0,0,24.327,0.581
4,0.411,0,0,0.281,0.04
32,0.652,0,0,1.863,1.342
680,27.473,0,0,35.027,19.668
2491,122.957,0,0,121.534,19.237
1504,82.388,0,0,74.884,5.851
666,33.705,0,0,33.916,1.944
193,9.027,0,0,10.691,0.491
46,1.804,0,0,2.685,0.07
25,0.572,0,0,1.624,1.102
502,20.93,0,0,27.763,24.157
2132,110.102,0,0,108.068,20.961
1391,76.628,0,0,71.848,7.815
660,38.263,0,0,35.057,1.233
61,3.056,0,0,3.687,0.23
13,0.481,0,0,0.821,0.05
11,0.311,0,0,0.681,0.551
226,7.855,0,0,12.144,10.681
1876,100.143,0,0,91.246,26.972
638,52.2,0,0,31.811,4.909
149,13.466,0,0,8.366,0.18
32,0.882,0,0,2.004,1.292
653,27.132,0,0,36.07,21.371
2677,132.867,0,0,133.958,21.121
2018,101.817,0,0,101.446,8.757
760,38.915,0,0,39.436,1.583
136,5.991,0,0,7.544,0.321
5,0.401,0,0,0.35,0.03
25,0.571,0,0,1.333,1.082
349,15.069,0,0,18.506,19.297
1242,75.376,0,0,61.037,19.918
671,47.812,0,0,32.813,4.569
133,10.771,0,0,6.924,0.311
8,0.592,0,0,0.622,0.04
22,0.631,0,0,1.272,1.073
492,20.309,0,0,26.491,20.289
2300,119.791,0,0,117.496,20.048
1201,69.424,0,0,63.703,4.168
244,13.876,0,0,13.486,0.25
21,0.492,0,0,1.192,1.032
427,16.582,0,0,23.826,16.923
2256,115.383,0,0,112.747,19.017
1108,73.061,0,0,55.637,4.288
241,14.407,0,0,13.085,0.261
21,0.511,0,0,1.513,0.952
385,15.219,0,0,20.64,20.339
2115,111.064,0,0,107.276,24.256
1294,76.086,0,0,66.007,6.082
509,28.725,0,0,26.351,1.083
57,2.825,0,0,3.166,0.09
19,0.47,0,0,1.042,1.011
436,17.032,0,0,23.706,17.914
2955,140.381,0,0,146.192,26.14
2235,110.974,0,0,112.627,12.444
1312,67.53,0,0,66.658,3.537
373,17.795,0,0,20.5,0.651
58,1.954,0,0,3.437,0.25
29,1.193,0,0,1.553,0.13
18,0.501,0,0,1.002,0.05
27,0.572,0,0,1.463,1.182
577,23.645,0,0,31.721,25.97
2284,116.895,0,0,114.57,20.379
1410,78.682,0,0,72.139,5.01
513,27.213,0,0,26.952,1.012
72,3.367,0,0,3.928,0.15
12,0.411,0,0,0.972,0.04
30,0.711,0,0,1.913,1.303
581,24.768,0,0,31.811,19.166
2324,115.953,0,0,117.186,20.861
1809,89.412,0,0,91.696,12.104
1208,62.641,0,0,62.08,4.419
371,19.297,0,0,19.929,1.222
143,6.272,0,0,7.594,0.161
18,0.43,0,0,0.982,1.012
349,13.887,0,0,18.325,17.504
1936,103.92,0,0,96.295,17.634
812,52.24,0,0,42.502,2.395
179,9.939,0,0,10.24,0.27
16,0.55,0,0,0.871,0.05
32,0.851,0,0,1.664,1.472
753,29.947,0,0,39.867,27.463
2992,148.777,0,0,151.212,31.751
2056,111.646,0,0,105.133,11.191
968,56.348,0,0,60.226,2.525
275,13.757,0,0,15.25,0.531
47,1.913,0,0,2.655,0.07
26,0.511,0,0,1.533,1.203
393,17.273,0,0,21.772,19.097
1473,85.676,0,0,74.273,15.821
812,52.12,0,0,43.404,2.996
227,12.844,0,0,12.795,0.411
9,0.411,0,0,0.511,0.04
24,0.491,0,0,1.293,1.031
413,16.471,0,0,21.862,16.792
1919,102.177,0,0,95.274,21.241
1006,62.34,0,0,50.377,5.06
300,18.155,0,0,16.041,0.441
13,0.451,0,0,0.782,0.05
25,0.581,0,0,1.422,1.163
547,21.441,0,0,28.275,19.127
1961,102.788,0,0,98.61,18.736
840,55.417,0,0,43.825,2.745
188,11.392,0,0,10.28,0.331
12,0.571,0,0,0.681,0.04
30,0.812,0,0,1.903,1.293
636,25.509,0,0,32.693,24.387
2290,113.589,0,0,112.217,16.682
1245,67.851,0,0,61.979,3.727
327,16.683,0,0,17.694,0.732
44,1.733,0,0,2.555,0.121
13,0.41,0,0,0.721,0.05
13,0.331,0,0,1.022,0.641
212,8.597,0,0,10.811,11.071
1540,89.673,0,0,76.347,18.546
1297,74.053,0,0,64.915,11.613
1104,60.497,0,0,55.327,4.999
428,24.247,0,0,22.974,0.952
43,2.264,0,0,2.265,0.07
23,0.491,0,0,1.473,0.972
458,18.596,0,0,23.696,20.019
2178,111.224,0,0,105.914,22.573
1583,86.246,0,0,77.119,8.376
951,49.756,0,0,47.782,2.775
226,12.204,0,0,11.973,0.672
70,2.965,0,0,3.708,0.1
21,0.521,0,0,1.453,0.952
398,15.169,0,0,19.778,15.801
1976,104.672,0,0,92.358,25.258
1179,70.456,0,0,58.132,5.541
333,20.75,0,0,17.524,1.002
86,4.118,0,0,4.659,0.321
27,0.952,0,0,1.423,0.07
32,0.741,0,0,1.914,1.433
701,28.745,0,0,38.083,16.342
2348,119.26,0,0,116.746,16.692
1518,88.41,0,0,77.509,6.082
485,24.877,0,0,26.04,0.932
54,2.525,0,0,3.086,0.331
12,0.561,0,0,0.872,0.2
3,0.261,0,0,0.24,0.02
21,0.501,0,0,1.213,0.932
363,14.467,0,0,19.938,15.009
1790,98.579,0,0,92.118,24.447
1117,71.618,0,0,59.775,6.072
375,23.575,0,0,20.66,0.921
46,2.514,0,0,2.514,0.069
23,0.552,0,0,1.714,0.972
426,17.814,0,0,22.363,18.295
1828,99.813,0,0,92.699,14.318
1049,58.272,0,0,54.695,4.108
410,21.001,0,0,22.573,0.932
70,3.126,0,0,3.998,0.11
19,0.441,0,0,1.323,0.892
322,13.195,0,0,17.724,17.042
1670,91.967,0,0,86.396,20.459
1189,67.73,0,0,62.741,7.775
671,37.983,0,0,36.35,3.577
410,21.06,0,0,22.564,1.273
106,4.96,0,0,5.62,0.311
41,1.403,0,0,2.304,0.161
22,0.701,0,0,1.133,0.06
32,0.841,0,0,1.773,1.493
750,30.93,0,0,40.759,26.18
2812,137.054,0,0,139.94,23.385
1851,99.602,0,0,94.512,8.927
815,43.955,0,0,43.083,1.854
127,6.132,0,0,7.274,0.16
32,0.842,0,0,1.783,1.463
712,28.665,0,0,37.632,16.202
2599,128.948,0,0,127.947,23.465
1670,93.43,0,0,82.499,8.166
702,38.614,0,0,35.839,1.342
56,2.796,0,0,3.206,0.09
18,0.45,0,0,1.282,0.852
425,16.141,0,0,22.624,15.51
2967,141.773,0,0,145.3,30.8
2322,120.933,0,0,115.412,16.703
1578,83.581,0,0,79.624,6.312
655,32.473,0,0,35.168,1.202
61,2.735,0,0,3.156,0.09
31,0.772,0,0,1.934,1.373
632,32.373,0,0,34.376,22.905
2507,126.504,0,0,130.131,21.602
1551,87.529,0,0,82.769,6.372
618,34.055,0,0,34.045,1.634
100,5.711,0,0,5.721,0.171
10,0.461,0,0,0.612,0.03
29,0.601,0,0,1.623,1.212
467,20.52,0,0,24.257,24.257
1106,71.979,0,0,56.78,14.287
519,39.686,0,0,26.421,1.743
70,4.508,0,0,3.997,0.1
22,0.581,0,0,1.203,0.952
430,17.584,0,0,22.533,14.448
2173,112.126,0,0,104.782,20.41
1227,71.658,0,0,59.765,5.791
393,24.658,0,0,19.999,0.681
23,1.343,0,0,1.603,0.06
27,0.721,0,0,1.373,1.122
507,21.672,0,0,26.591,22.183
1684,95.304,0,0,84.814,16.993
833,52.321,0,0,43.304,3.747
268,16.412,0,0,14.278,1.032
72,3.296,0,0,3.868,0.09
31,0.772,0,0,1.823,1.313
616,25.699,0,0,31.16,22.393
2179,111.916,0,0,105.523,20.249
1541,83.642,0,0,77.178,5.57
585,28.735,0,0,30.058,0.911
68,2.976,0,0,3.818,0.19
21,0.732,0,0,1.122,0.07
21,0.421,0,0,1.102,0.922
322,13.696,0,0,16.642,16.563
1284,79.663,0,0,62.63,11.362
612,38.415,0,0,31.05,1.272
55,2.534,0,0,3.306,0.09
10,0.28,0,0,0.611,0.601
177,6.382,0,0,9.939,8.345
1958,102.647,0,0,96.576,30.128
1311,77.719,0,0,65.676,10.12
705,41.861,0,0,36.33,2.756
271,13.205,0,0,14.779,0.701
38,1.573,0,0,2.024,0.141
12,0.421,0,0,0.701,0.05
22,0.501,0,0,1.152,1.012
419,16.652,0,0,22.924,20.219
1664,94.322,0,0,80.956,14.739
621,41.75,0,0,31.841,1.062
33,1.814,0,0,1.944,0.06
29,0.592,0,0,1.923,1.212
550,23.255,0,0,28.515,27.313
1792,99.753,0,0,87.91,19.056
833,64.344,0,0,41.87,2.866
106,8.006,0,0,5.701,0.13
24,0.621,0,0,1.373,1.062
550,21.252,0,0,30.549,22.042
2878,137.855,0,0,145.711,25.409
2343,117.717,0,0,119.119,13.065
1613,79.563,0,0,83.872,5.842
773,36.35,0,0,41.14,2.474
325,13.976,0,0,17.934,0.842
101,4.218,0,0,5.57,0.131
21,0.47,0,0,1.103,0.862
317,13.065,0,0,16.271,15.64
1464,83.532,0,0,71.488,14.518
953,56.9,0,0,48.704,5.581
471,26.912,0,0,25.279,2.525
219,11.532,0,0,11.703,0.581
41,1.714,0,0,2.475,0.07
28,0.771,0,0,1.503,1.233
600,23.675,0,0,32.082,19.928
2006,109.381,0,0,100.303,16.602
978,59.936,0,0,51.169,3.166
214,11.943,0,0,11.732,0.641
61,2.575,0,0,3.366,0.09
23,0.521,0,0,1.442,1.002
528,20.359,0,0,28.675,17.574
2892,136.133,0,0,143.236,33.805
2209,115.573,0,0,110.442,19.667
1235,70.405,0,0,63.272,3.056
163,9.158,0,0,9.378,0.421
20,0.892,0,0,1.152,0.05
30,0.641,0,0,1.983,1.273
658,26.211,0,0,34.787,20.7
2405,123.057,0,0,120.532,18.145
1385,78.051,0,0,70.576,5.241
472,25.078,0,0,25.71,0.771
56,2.184,0,0,2.916,0.08
27,0.771,0,0,1.383,1.222
567,22.693,0,0,28.855,23.335
2207,111.926,0,0,107.487,17.013
1246,67.991,0,0,63.502,4.058
323,17.153,0,0,17.204,0.711
