nfilter,t1,t2,t3,t4,t5
318,18.415,0,0,16.852,0.431
21,0.692,0,0,1.162,0.05
19,0.551,0,0,1.122,0.892
395,15.6,0,0,21.993,18.265
2802,135.411,0,0,139.539,32.984
2021,111.395,0,0,101.636,10.932
857,51.449,0,0,45.608,1.884
113,6.352,0,0,6.132,0.321
17,0.892,0,0,0.922,0.04
27,0.591,0,0,1.573,1.212
536,21.802,0,0,27.232,21.903
1537,89.222,0,0,69.885,9.709
528,34.006,0,0,24.938,0.802
32,1.593,0,0,1.743,0.05
29,0.762,0,0,1.593,1.212
650,27.393,0,0,32.723,24.097
2376,119.821,0,0,109.822,21.902
1418,81.016,0,0,66.458,7.234
590,34.306,0,0,29.005,1.432
123,5.731,0,0,5.861,0.151
19,0.501,0,0,0.992,0.902
406,15.61,0,0,18.987,18.415
1887,103.519,0,0,86.617,20.55
880,59.034,0,0,41.981,3.417
217,12.955,0,0,10.991,0.331
18,0.651,0,0,0.922,0.151
20,0.661,0,0,0.802,0.07
28,0.842,0,0,1.523,1.273
742,29.387,0,0,40.167,20.36
2382,119.48,0,0,120.342,20.7
1515,82.77,0,0,78.792,7.104
631,34.477,0,0,34.406,1.222
85,3.938,0,0,4.889,0.16
23,0.711,0,0,1.263,0.05
25,0.501,0,0,1.633,1.072
528,20.911,0,0,28.104,24.818
2479,122.847,0,0,120.923,26.381
1650,89.934,0,0,83.211,8.997
662,38.414,0,0,35.128,1.953
116,5.811,0,0,6.773,0.131
25,0.711,0,0,1.313,1.072
547,22.153,0,0,29.076,22.844
2140,113.95,0,0,105.904,21.952
1304,78.301,0,0,65.887,5.24
479,25.389,0,0,25.83,0.941
68,3.026,0,0,3.897,0.331
50,1.894,0,0,2.755,0.141
13,0.481,0,0,0.731,0.04
28,0.621,0,0,1.793,1.203
676,26.631,0,0,36.581,23.916
3008,142.174,0,0,149.979,32.433
2589,131.814,0,0,129.76,16.913
1578,82.559,0,0,81.196,4.309
410,20.299,0,0,22.243,1.173
120,4.899,0,0,6.703,0.301
28,1.202,0,0,1.793,0.05
32,0.911,0,0,1.843,1.413
752,29.266,0,0,39.305,32.813
2764,135.642,0,0,140.14,29.768
2259,120.292,0,0,113.89,14.378
1157,62.441,0,0,60.176,3.998
375,20.83,0,0,19.978,0.802
53,2.364,0,0,2.875,0.081
19,0.42,0,0,1.102,0.872
344,13.506,0,0,17.854,17.354
2311,119.06,0,0,111.475,29.287
1311,74.634,0,0,65.316,6.423
613,34.016,0,0,31.661,1.603
128,6.292,0,0,7.084,0.321
16,0.591,0,0,0.882,0.05
30,0.751,0,0,1.593,1.243
617,25.5,0,0,34.126,21.391
2693,129.69,0,0,136.974,30.77
2126,115.983,0,0,106.886,11.242
930,51.539,0,0,48.574,2.174
200,9.538,0,0,10.541,0.441
50,1.673,0,0,2.816,0.08
26,0.561,0,0,1.343,1.122
521,20.56,0,0,27.203,19.026
2130,109.521,0,0,100.745,21.301
1382,79.634,0,0,67.119,5.871
392,21.952,0,0,20.119,0.731
52,2.155,0,0,2.926,0.181
7,0.441,0,0,0.401,0.031
16,0.371,0,0,1.072,0.812
290,12.023,0,0,15.931,15.61
1855,103.68,0,0,90.013,19.047
991,59.995,0,0,48.994,3.076
216,11.513,0,0,11.672,0.231
21,0.561,0,0,1.092,1.012
442,17.364,0,0,23.906,19.177
2748,133.177,0,0,137.074,28.225
2005,105.854,0,0,98.831,10.961
991,53.473,0,0,50.267,2.324
188,8.858,0,0,9.719,0.472
41,1.603,0,0,2.274,0.231
12,0.711,0,0,0.631,0.05
22,0.551,0,0,1.483,1.052
518,19.929,0,0,27.814,18.676
3052,146.543,0,0,149.388,31.581
2363,121.293,0,0,117.757,16.342
1328,73.221,0,0,67.821,3.587
322,15.751,0,0,17.764,0.672
17,0.902,0,0,0.992,0.041
31,0.811,0,0,1.954,1.363
695,29.026,0,0,36.751,21.912
2753,137.474,0,0,135.321,23.686
1889,105.203,0,0,93.51,8.646
802,43.293,0,0,39.656,1.994
197,9.118,0,0,9.929,0.702
69,2.735,0,0,3.857,0.09
21,0.521,0,0,1.192,0.922
456,18.365,0,0,23.805,18.816
2053,111.455,0,0,98.861,23.285
1095,70.606,0,0,53.262,7.074
402,25.278,0,0,21.17,1.062
38,2.304,0,0,2.175,0.06
32,0.701,0,0,1.904,1.343
505,23.275,0,0,26.471,24.878
1407,82.559,0,0,71.928,16.992
838,51.208,0,0,42.802,3.908
291,16.331,0,0,15.31,0.42
13,0.681,0,0,0.731,0.05
31,0.761,0,0,1.473,1.423
647,26.952,0,0,29.838,21.381
1835,100.754,0,0,79.994,13.637
892,53.984,0,0,40.007,2.475
229,11.072,0,0,10.851,0.231
14,0.351,0,0,0.812,0.701
318,11.663,0,0,18.235,14.247
2821,135.451,0,0,140.1,29.357
2238,114.5,0,0,112.467,12.804
1226,66.318,0,0,63.693,2.214
173,8.115,0,0,9.98,0.37
30,1.031,0,0,1.583,0.05
22,0.541,0,0,1.513,1.042
457,18.276,0,0,23.275,23.185
1917,101.756,0,0,95.855,20.801
1493,83.551,0,0,75.055,9.378
916,49.876,0,0,47.231,2.976
260,13.847,0,0,14.037,0.541
49,1.953,0,0,2.976,0.151
12,0.44,0,0,0.662,0.05
27,0.641,0,0,1.473,1.152
579,23.365,0,0,31.48,22.242
2783,134.099,0,0,140.43,25.289
2280,115.923,0,0,116.154,9.538
990,52.662,0,0,52.601,2.404
216,10.75,0,0,12.375,0.44
26,0.901,0,0,1.393,0.06
32,0.631,0,0,1.683,1.443
729,29.177,0,0,37.863,33.104
2912,143.907,0,0,144.108,27.222
2412,117.296,0,0,118.95,14.448
1646,81.156,0,0,84.403,6.352
644,30.529,0,0,34.157,1.844
202,8.928,0,0,11.292,0.451
29,1.223,0,0,1.853,0.06
19,0.441,0,0,1.083,0.902
411,15.701,0,0,22.564,19.517
2778,130.732,0,0,140.381,28.194
2525,122.837,0,0,124.59,14.988
1522,76.759,0,0,76.478,3.657
298,13.386,0,0,16.121,0.862
86,3.326,0,0,4.468,0.11
19,0.471,0,0,0.872,0.872
342,13.326,0,0,16.361,17.254
1771,98.019,0,0,77.981,19.387
913,56.449,0,0,42.481,2.645
148,8.767,0,0,7.575,0.23
10,0.431,0,0,0.832,0.04
17,0.421,0,0,0.922,0.882
264,10.852,0,0,13.145,12.775
1575,92.779,0,0,75.225,19.317
695,46.279,0,0,35.298,1.873
95,5.951,0,0,4.92,0.21
7,0.391,0,0,0.411,0.03
22,0.551,0,0,1.473,0.902
461,18.656,0,0,24.137,22.052
2187,116.605,0,0,107.888,19.487
1278,75.566,0,0,64.845,4.749
401,22.233,0,0,21.201,0.852
45,2.445,0,0,2.384,0.07
17,0.421,0,0,0.881,0.781
386,15.129,0,0,20.339,17.694
2402,120.202,0,0,118.048,21.522
1548,86.487,0,0,78.321,6.894
676,38.204,0,0,36.06,1.723
141,7.604,0,0,7.615,0.381
31,1.223,0,0,1.784,0.05
16,0.371,0,0,0.932,0.751
345,13.536,0,0,18.737,16.181
2564,125.402,0,0,126.884,32.373
1881,102.257,0,0,97.778,16.582
1345,72.339,0,0,65.567,4.959
523,26.661,0,0,27.112,1.503
136,6.522,0,0,7.444,0.371
25,1.022,0,0,1.302,0.05
30,0.682,0,0,1.633,1.312
632,25.249,0,0,33.815,25.038
2707,130.432,0,0,135.582,25.91
2076,108.129,0,0,106.395,12.424
1076,60.677,0,0,57.321,3.658
404,19.968,0,0,22.553,0.892
61,2.735,0,0,3.567,0.1
22,0.5,0,0,1.262,0.902
406,16.221,0,0,21.281,14.016
2189,112.106,0,0,108.389,23.245
1638,92.588,0,0,83.351,9.839
847,50.116,0,0,44.346,1.954
124,7.174,0,0,6.853,0.23
0,0.18,0,0,0.031,0.031
32,0.842,0,0,1.643,1.353
768,31.831,0,0,39.817,31.661
2811,136.052,0,0,140.451,28.584
2312,119.841,0,0,117.016,15.39
1487,78.702,0,0,77.259,4.058
399,18.817,0,0,21.592,0.862
105,4.067,0,0,5.801,0.301
35,1.142,0,0,2.074,0.06
15,0.381,0,0,0.801,0.692
324,11.602,0,0,15.49,12.695
2103,107.206,0,0,95.074,25.85
1127,69.134,0,0,50.297,4.309
223,14.277,0,0,9.778,0.3
26,0.711,0,0,0.982,1.052
465,19.869,0,0,20.489,17.925
1779,98.63,0,0,77.369,22.033
800,55.908,0,0,35.038,4.128
194,13.636,0,0,9.178,0.271
3,0.33,0,0,0.23,0.03
20,0.511,0,0,1.453,0.922
372,15.079,0,0,19.658,12.965
1803,99.753,0,0,90.875,18.185
1103,65.998,0,0,56.689,4.618
418,23.204,0,0,22.925,0.821
59,2.716,0,0,3.747,0.09
31,0.852,0,0,1.773,1.343
695,27.834,0,0,36.12,25.79
2787,136.704,0,0,137.886,27.963
2075,109.37,0,0,103.359,14.718
1212,67.37,0,0,61.92,3.587
273,14.067,0,0,14.798,0.802
48,2.284,0,0,2.755,0.15
18,0.662,0,0,1.031,0.06
24,0.692,0,0,1.273,1.092
536,20.53,0,0,27.734,26.17
2366,118.879,0,0,116.836,23.857
1532,88.891,0,0,76.908,9.038
621,38.273,0,0,31.882,1.133
53,3.046,0,0,3.166,0.08
29,0.591,0,0,1.613,1.273
515,21.161,0,0,27.053,21.16
2027,108.168,0,0,100.404,17.664
1019,60.837,0,0,52.491,3.637
294,16.522,0,0,16.252,0.37
5,0.34,0,0,0.331,0.03
31,0.781,0,0,1.634,1.322
697,29.016,0,0,36.63,22.383
2595,128.668,0,0,129.55,22.634
1493,84.302,0,0,76.537,6.502
487,27.243,0,0,26.111,0.821
37,2.034,0,0,2.395,0.16
2,0.36,0,0,0.171,0.03
32,0.802,0,0,1.813,1.483
725,30.238,0,0,38.705,21.823
2421,122.336,0,0,122.186,21.271
1384,79.073,0,0,72.209,5.58
433,24.747,0,0,24.086,0.772
46,2.114,0,0,2.495,0.18
17,0.621,0,0,0.932,0.051
28,0.641,0,0,1.432,1.152
604,24.116,0,0,31.441,23.295
2716,129.199,0,0,133.127,28.655
2478,126.213,0,0,124.259,19.808
1709,95.624,0,0,85.595,8.657
810,44.416,0,0,42.212,1.794
98,5.982,0,0,5.31,0.12
18,0.461,0,0,1.002,0.882
214,9.658,0,0,10.871,10.119
1126,69.995,0,0,55.607,19.538
668,45.578,0,0,33.705,4.489
208,14.127,0,0,11.131,0.571
26,1.273,0,0,1.372,0.061
28,0.661,0,0,1.473,1.102
614,25.519,0,0,29.536,29.105
2346,120.723,0,0,109.541,28.716
2061,109.281,0,0,97.268,13.636
1248,65.887,0,0,60.406,4.278
413,21.101,0,0,20.8,0.671
33,1.222,0,0,1.693,0.061
32,0.992,0,0,1.663,1.543
730,29.277,0,0,38.404,27.223
2194,112.477,0,0,107.227,21.502
1222,73.973,0,0,60.156,4.769
373,21.902,0,0,19.718,0.732
32,1.603,0,0,1.653,0.06
24,0.642,0,0,1.302,1.002
462,19.077,0,0,25.159,21.391
2293,117.567,0,0,112.377,27.263
1574,89.272,0,0,77.91,7.625
722,39.656,0,0,37.472,1.944
160,8.096,0,0,9.098,0.571
34,1.433,0,0,1.773,0.17
6,0.32,0,0,0.391,0.03
29,0.671,0,0,1.463,1.262
607,24.808,0,0,28.234,22.544
1898,101.826,0,0,85.885,16.873
989,59.765,0,0,44.265,3.567
224,13.045,0,0,10.731,0.241
23,0.521,0,0,1.503,1.042
526,20.44,0,0,26.811,19.958
2857,139.419,0,0,140.14,29.797
2267,117.066,0,0,114.23,13.266
1464,78.271,0,0,75.185,4.157
439,22.373,0,0,24.728,0.892
74,3.046,0,0,4.128,0.09
30,0.702,0,0,1.593,1.212
623,25.86,0,0,33.736,24.799
2064,108.53,0,0,104.221,20.169
1480,81.858,0,0,81.688,8.125
638,36.611,0,0,33.555,2.234
163,8.336,0,0,8.586,0.732
66,2.585,0,0,3.317,0.101
26,0.581,0,0,1.352,1.163
544,21.581,0,0,26.472,24.306
2303,117.476,0,0,107.006,24.317
1272,77.119,0,0,58.233,5.761
383,23.956,0,0,18.095,0.531
12,0.501,0,0,0.591,0.05
30,0.752,0,0,1.613,1.353
666,26.832,0,0,35.909,26.09
2389,120.061,0,0,120.482,24.237
1734,93.21,0,0,90.344,8.787
799,42.963,0,0,42.893,1.683
114,5.842,0,0,6.683,0.13
25,0.571,0,0,1.323,1.022
547,22.073,0,0,29.296,21.12
2548,127.906,0,0,126.323,20.72
1790,94.763,0,0,91.366,8.096
749,39.316,0,0,40.037,2.746
240,12.524,0,0,12.835,0.231
18,0.451,0,0,0.922,0.821
402,15.029,0,0,20.34,15.83
2702,130.582,0,0,126.444,28.635
1933,106.275,0,0,89.803,11.041
891,51.278,0,0,43.614,1.793
119,6.383,0,0,6.232,0.151
32,0.671,0,0,1.543,1.413
584,25.259,0,0,26.541,21.161
1771,96.617,0,0,74.524,17.353
966,58.383,0,0,44.335,3.697
226,13.696,0,0,11.111,0.23
22,0.561,0,0,0.992,0.972
449,17.584,0,0,20.811,21.02
2307,116.264,0,0,108.439,25.229
1703,92.458,0,0,84.332,9.819
836,46.63,0,0,43.334,2.274
159,8.437,0,0,8.466,0.751
74,3.186,0,0,4.168,0.1
23,0.541,0,0,1.563,1.022
435,17.103,0,0,22.303,19.137
1791,100.454,0,0,92.638,20.089
1129,68.212,0,0,55.968,5.04
424,24.628,0,0,21.762,0.531
3,0.471,0,0,0.251,0.03
22,0.501,0,0,1.212,1.002
298,12.635,0,0,16.512,15.72
1634,90.775,0,0,81.437,23.014
865,58.382,0,0,46.149,6.532
294,22.383,0,0,16.121,0.882
20,1.913,0,0,1.153,0.05
26,0.561,0,0,1.563,1.202
496,20.65,0,0,25.879,20.36
1789,100.313,0,0,88.29,18.736
1134,69.854,0,0,56.418,5.882
458,26.311,0,0,25.108,1.663
164,7.955,0,0,8.796,0.471
12,0.701,0,0,0.692,0.04
22,0.501,0,0,1.192,1.022
443,17.644,0,0,23.275,17.033
2038,108.96,0,0,99.592,17.875
1086,62.691,0,0,54.906,3.507
322,17.714,0,0,17.665,0.712
61,2.986,0,0,3.737,0.211
0,0.21,0,0,0.03,0.03
23,0.531,0,0,1.253,1.012
510,20.92,0,0,26.442,19.707
2343,118.388,0,0,115.703,23.154
1786,96.997,0,0,87.319,11.793
998,55.296,0,0,50.848,3.126
275,14.268,0,0,14.969,0.601
42,1.684,0,0,2.364,0.17
16,0.431,0,0,0.852,0.051
24,0.561,0,0,1.503,1.072
473,19.487,0,0,25.088,20.209
2013,107.568,0,0,98.45,20.089
1757,94.412,0,0,90.324,11.653
1068,57.901,0,0,56.158,3.417
381,19.077,0,0,21.141,1.022
95,4.398,0,0,5.44,0.251
16,0.561,0,0,0.932,0.04
22,0.531,0,0,1.212,1.102
510,19.437,0,0,29.077,21.651
2752,134.91,0,0,141.513,26.671
1914,101.967,0,0,100.333,8.376
835,42.743,0,0,44.786,1.823
172,7.615,0,0,10.06,0.29
23,0.672,0,0,1.333,0.051
23,0.55,0,0,1.512,1.082
521,20.599,0,0,27.122,20.149
2878,143.246,0,0,142.174,24.668
2208,111.926,0,0,111.234,16.822
1463,77.93,0,0,74.964,7.665
631,36.02,0,0,32.392,1.563
136,6.592,0,0,7.555,0.271
15,0.571,0,0,0.842,0.13
15,0.531,0,0,0.862,0.05
32,0.751,0,0,1.744,1.452
718,29.086,0,0,38.644,25.258
2928,144.228,0,0,148.226,24.037
2011,103.6,0,0,104.622,7.254
799,40.939,0,0,43.374,1.743
151,7.283,0,0,8.446,0.511
30,1.453,0,0,1.784,0.18
18,0.611,0,0,1.032,0.06
31,0.892,0,0,1.813,1.302
694,27.463,0,0,36.641,22.724
2536,127.666,0,0,120.793,27.854
1664,94.442,0,0,76.537,11.442
654,42.662,0,0,30.419,1.593
46,3.367,0,0,2.435,0.2
6,0.341,0,0,0.381,0.03
31,0.561,0,0,1.834,1.433
586,24.607,0,0,30.069,19.106
1993,104.521,0,0,97.408,14.137
922,53.122,0,0,45.378,2.705
187,10.641,0,0,10.24,0.331
25,0.661,0,0,1.363,0.05
32,0.611,0,0,1.683,1.423
679,27.844,0,0,37.302,22.854
2410,121.805,0,0,122.917,14.578
1071,58.613,0,0,56.268,2.776
188,10.66,0,0,10.57,0.662
43,2.154,0,0,2.244,0.071
26,0.652,0,0,1.723,1.152
634,25.88,0,0,32.914,25.86
2522,125.963,0,0,123.449,23.485
1562,85.916,0,0,76.017,7.514
627,34.897,0,0,31.08,1.222
63,3.357,0,0,3.517,0.191
9,0.421,0,0,0.511,0.04
23,0.581,0,0,1.292,1.031
500,20.239,0,0,27.322,21.922
2787,136.383,0,0,145.009,30.129
2281,122.135,0,0,116.444,12.734
1162,63.713,0,0,61.619,2.706
269,12.224,0,0,14.889,0.691
48,1.773,0,0,2.625,0.08
30,0.631,0,0,1.773,1.383
565,24.036,0,0,27.844,22.293
1755,97.217,0,0,84.803,14.749
772,50.297,0,0,39.266,2.204
155,8.908,0,0,9.068,0.29
10,0.371,0,0,0.952,0.04
23,0.521,0,0,1.273,1.032
500,19.878,0,0,27.624,22.363
2272,117.877,0,0,115.583,20.409
1280,71.337,0,0,68.141,3.156
292,14.078,0,0,16.402,0.591
41,1.343,0,0,2.495,0.06
27,0.741,0,0,1.453,1.212
541,21.902,0,0,29.337,21.14
2160,111.746,0,0,109.291,17.644
1142,65.937,0,0,59.515,4.799
318,19.889,0,0,17.454,0.551
19,1.163,0,0,1.012,0.18
15,0.431,0,0,1.172,0.05
24,0.521,0,0,1.293,1.062
527,20.339,0,0,27.994,26.411
2595,127.016,0,0,132.115,29.848
1888,101.375,0,0,95.223,14.058
1243,70.475,0,0,64.314,5.15
488,25.579,0,0,25.87,1.433
107,5.19,0,0,6.142,0.291
30,1.132,0,0,1.914,0.06
32,0.892,0,0,1.953,1.543
751,30.679,0,0,40.017,27.303
3021,145.531,0,0,150.59,31.541
2440,123.89,0,0,125.602,17.283
1818,97.678,0,0,93.33,7.685
775,41.46,0,0,41.841,1.944
214,9.909,0,0,11.903,0.33
11,0.45,0,0,0.671,0.04
24,0.601,0,0,1.092,1.032
506,20.049,0,0,23.836,20.951
2142,117.466,0,0,96.957,23.405
1300,78.26,0,0,56.779,5.772
431,25.8,0,0,19.788,0.531
15,0.541,0,0,0.661,0.04
31,0.792,0,0,1.653,1.373
661,26.802,0,0,32.492,21.081
2402,122.136,0,0,117.056,25.539
1696,94.402,0,0,85.224,9.87
876,48.313,0,0,45.428,2.816
321,14.387,0,0,17.544,0.651
58,2.385,0,0,3.426,0.08
27,0.592,0,0,1.793,1.153
587,22.905,0,0,31.35,25.139
2578,122.647,0,0,129.44,22.453
1759,89.112,0,0,88.511,8.286
822,42.351,0,0,42.291,1.592
84,3.817,0,0,4.799,0.1
28,0.741,0,0,1.574,1.233
692,26.782,0,0,37.923,19.027
2914,140.1,0,0,146.903,27.934
1801,104.682,0,0,91.597,8.607
722,41.811,0,0,38.314,1.272
63,3.476,0,0,3.347,0.09
20,0.431,0,0,1.082,1.002
398,15.58,0,0,20.7,18.236
1919,102.898,0,0,93.931,20.63
869,54.104,0,0,44.125,3.637
263,15.731,0,0,13.826,0.691
26,1.332,0,0,1.402,0.06
20,0.521,0,0,1.172,0.931
414,16.793,0,0,22.103,20.95
2338,119.05,0,0,115.612,23.636
1261,74.163,0,0,64.183,5.55
327,18.937,0,0,17.764,0.471
15,0.511,0,0,0.861,0.04
17,0.431,0,0,1.242,0.762
328,12.885,0,0,17.614,18.115
1742,98.209,0,0,85.395,16.612
814,53.764,0,0,41.991,1.754
102,5.501,0,0,5.911,0.11
20,0.471,0,0,1.112,0.892
404,16.412,0,0,21.812,18.366
2387,119.63,0,0,123.759,21.942
1420,78.872,0,0,71.548,7.945
670,37.092,0,0,34.948,1.583
119,6.112,0,0,6.853,0.281
15,0.541,0,0,0.912,0.06
22,0.581,0,0,1.152,0.971
506,20.639,0,0,26.821,22.423
2726,135.351,0,0,135.151,29.206
1913,102.117,0,0,94.993,9.589
858,46.44,0,0,43.233,2.776
279,13.456,0,0,14.799,0.28
18,0.461,0,0,0.972,0.802
425,15.89,0,0,21.972,21.491
3063,150.5,0,0,151.643,41.48
2430,124.681,0,0,121.685,21.201
1631,91.426,0,0,84.332,8.877
731,40.93,0,0,39.356,1.643
132,6.633,0,0,7.384,0.18
21,0.551,0,0,1.363,0.972
410,16.472,0,0,21.221,19.637
1707,97.197,0,0,83.1,17.764
928,56.319,0,0,45.879,5.14
306,18.446,0,0,16.211,0.772
24,1.383,0,0,1.312,0.051
29,0.972,0,0,1.333,1.262
536,21.732,0,0,25.76,25.048
1723,92.528,0,0,78.331,20.059
967,58.813,0,0,45.938,4.97
286,17.213,0,0,14.618,0.491
18,0.872,0,0,1.182,0.05
30,0.671,0,0,1.513,1.333
693,28.304,0,0,35.529,27.363
2392,122.627,0,0,119.17,30.048
1543,92.609,0,0,79.484,12.484
703,45.888,0,0,37.893,2.164
172,9.679,0,0,9.549,0.19
27,0.651,0,0,1.573,1.172
591,23.676,0,0,31.812,19.227
2488,125.011,0,0,124.449,21.411
1810,100.965,0,0,91.155,9.218
863,45.959,0,0,43.414,2.595
229,11.212,0,0,11.974,0.23
32,0.791,0,0,1.634,1.393
668,27.012,0,0,32.272,19.127
2153,111.856,0,0,102.237,15.981
1066,61.278,0,0,51.46,2.975
216,11.141,0,0,11.422,0.691
43,1.813,0,0,2.504,0.07
29,0.702,0,0,1.543,1.372
611,24.036,0,0,32.012,25.369
2140,112.407,0,0,104.341,23.044
1357,78.031,0,0,67.08,7.946
444,28.726,0,0,23.135,0.701
17,1.132,0,0,0.902,0.05
26,0.682,0,0,1.312,1.213
566,23.215,0,0,26.311,21.191
1988,106.426,0,0,89.182,19.257
1537,84.503,0,0,72.64,5.33
525,26.521,0,0,25.679,0.971
83,3.546,0,0,4.489,0.191
14,0.641,0,0,0.771,0.04
21,0.461,0,0,1.533,0.851
471,17.694,0,0,25.519,19.267
2726,135.562,0,0,138.918,29.738
2020,113.228,0,0,100.834,16.252
923,60.036,0,0,48.734,3.146
189,11.782,0,0,10.24,0.371
7,0.772,0,0,0.541,0.03
22,0.541,0,0,1.192,0.991
463,18.426,0,0,24.387,24.066
2504,126.895,0,0,120.242,31.451
1901,106.726,0,0,93.471,14.497
944,57.4,0,0,45.758,2.665
131,7.896,0,0,7.284,0.16
26,0.652,0,0,1.382,1.243
493,21.02,0,0,26.551,18.175
1980,106.495,0,0,98.81,18.246
1370,79.463,0,0,70.596,5.861
519,29.427,0,0,27.753,0.882
41,2.074,0,0,2.936,0.18
10,0.461,0,0,0.591,0.029
26,0.611,0,0,1.362,1.213
528,21.431,0,0,28.155,28.234
2254,114.872,0,0,111.545,18.575
1326,72.84,0,0,66.599,4.368
395,20.74,0,0,21.111,0.801
42,2.204,0,0,2.234,0.07
16,0.38,0,0,0.861,0.802
329,12.725,0,0,18.636,16.441
2588,127.996,0,0,133.528,26.08
1793,96.076,0,0,94.292,10.14
1150,61.939,0,0,61.488,3.798
285,15.57,0,0,16.081,0.692
54,2.344,0,0,3.427,0.08
26,0.521,0,0,1.323,1.142
454,19.658,0,0,22.112,18.486
1666,94.101,0,0,80.295,14.167
982,56.329,0,0,49.206,2.675
259,12.955,0,0,13.396,0.431
1,0.221,0,0,0.15,0.03
26,0.531,0,0,1.664,1.172
526,21.471,0,0,28.204,24.097
2942,140.42,0,0,148.577,27.012
2187,112.838,0,0,110.273,12.153
1178,66.147,0,0,61.929,3.136
257,12.755,0,0,14.448,0.551
51,2.094,0,0,2.836,0.15
18,0.57,0,0,0.993,0.051
26,0.601,0,0,1.303,1.312
488,19.788,0,0,23.355,24.176
1493,86.147,0,0,69.925,14.418
702,45.017,0,0,34.817,1.573
78,4.198,0,0,3.907,0.1
27,0.701,0,0,1.723,1.172
587,23.936,0,0,30.93,21.652
2101,108.549,0,0,106.776,16.702
1046,60.216,0,0,56.388,3.055
234,12.364,0,0,13.235,0.501
16,0.871,0,0,0.932,0.04
30,0.792,0,0,1.713,1.242
679,27.052,0,0,35.909,25.509
2243,113.99,0,0,114.25,22.173
1065,69.013,0,0,55.828,4.378
213,14.809,0,0,11.963,0.351
7,0.441,0,0,0.461,0.03
20,0.481,0,0,1.122,0.902
399,15.78,0,0,21.141,13.997
2345,119.01,0,0,124.079,24.337
1898,100.674,0,0,97.318,13.586
1286,69.514,0,0,67.9,4.468
482,25.7,0,0,26.271,0.771
22,1.183,0,0,1.503,0.05
25,0.641,0,0,1.473,1.172
519,20.861,0,0,28.014,20.63
2550,124.66,0,0,128.798,21.051
1756,95.434,0,0,92.608,9.228
880,48.804,0,0,46.359,1.934
161,7.645,0,0,9.308,0.18
17,0.401,0,0,0.931,0.832
316,12.193,0,0,16.923,15.189
2291,114.11,0,0,113.008,30.027
1911,102.968,0,0,92.789,13.476
1046,57.15,0,0,52.571,4.148
472,23.906,0,0,23.986,1.082
114,4.639,0,0,5.951,0.211
9,0.361,0,0,0.541,0.04
25,0.511,0,0,1.393,1.132
438,18.616,0,0,24.036,21.291
1500,87.368,0,0,74.724,19.287
636,44.617,0,0,32.883,2.205
101,6.823,0,0,5.531,0.18
7,0.411,0,0,0.732,0.03
25,0.531,0,0,1.663,1.182
550,22.083,0,0,30.148,20.991
2745,133.417,0,0,138.948,24.577
1915,101.697,0,0,96.416,9.228
855,44.686,0,0,44.496,2.756
258,13.456,0,0,13.987,0.401
0,0.311,0,0,0.031,0.03
31,0.892,0,0,1.763,1.293
711,28.555,0,0,38.044,20.83
2539,127.556,0,0,128.648,18.876
1771,94.913,0,0,92.919,6.412
540,29.176,0,0,28.986,1.192
89,4.338,0,0,5.371,0.111
25,0.611,0,0,1.343,1.112
569,22.554,0,0,31.16,24.257
2398,122.225,0,0,127.215,25.328
1614,90.935,0,0,83.942,7.224
540,32.984,0,0,29.237,0.751
16,0.922,0,0,0.952,0.05
17,0.441,0,0,1.002,0.781
351,13.386,0,0,19.207,20.96
2315,120.473,0,0,116.335,31.32
1584,93.701,0,0,78.933,14.998
960,60.677,0,0,48.874,4.489
340,19.327,0,0,17.804,0.562
17,0.931,0,0,0.962,0.041
12,0.29,0,0,0.681,0.601
196,7.635,0,0,10.039,9.628
2190,111.134,0,0,105.493,24.507
1519,86.306,0,0,73.762,10.16
853,48.954,0,0,42.321,2.215
143,8.456,0,0,7.615,0.15
16,0.37,0,0,0.862,0.762
328,12.334,0,0,17.453,13.777
2390,119.881,0,0,116.144,30.258
1675,95.996,0,0,82.399,10.16
687,42.051,0,0,34.377,1.502
87,4.318,0,0,4.85,0.28
21,0.882,0,0,1.373,0.05
26,0.561,0,0,1.633,1.203
468,20.44,0,0,25.039,18.666
1740,100.283,0,0,86.526,17.363
851,54.686,0,0,41.931,4.529
267,16.863,0,0,14.668,0.581
22,1.453,0,0,1.253,0.05
23,0.571,0,0,1.573,1.032
470,18.295,0,0,25.519,16.552
2555,124.25,0,0,127.847,20.7
1637,87.048,0,0,82.629,8.867
805,44.697,0,0,40.949,1.874
189,8.837,0,0,10.22,0.22
21,0.561,0,0,1.313,1.022
483,18.285,0,0,24.858,15.87
2164,112.437,0,0,102.127,17.904
1127,64.835,0,0,54.505,3.818
327,17.553,0,0,15.55,0.341
23,0.761,0,0,1.223,1.142
477,18.656,0,0,25.67,18.526
2553,128.187,0,0,129.359,22.694
1568,87.248,0,0,79.353,6.282
506,27.563,0,0,26.641,0.752
31,1.893,0,0,2.013,0.13
20,0.621,0,0,1.052,0.05
24,0.571,0,0,1.283,1.082
516,20.479,0,0,26.27,25.018
2672,133.076,0,0,131.483,30.749
2466,125.743,0,0,123.348,18.536
1736,90.695,0,0,86.757,8.526
955,49.164,0,0,47.792,2.805
281,14.077,0,0,14.428,0.581
22,0.902,0,0,1.172,0.05
24,0.581,0,0,1.243,1.002
459,17.965,0,0,23.685,18.686
