nfilter,t1,t2,t3,t4,t5,label_mad
220,15.671,10.671,1.823,0.411,0.231,4603.5
32,0.811,1.433,0.311,0.401,1.624,35145.5
744,29.407,33.805,6.432,2.244,19.398,59236.5
2813,134.029,119.431,25.73,7.786,22.733,45728
2409,120.112,103.38,22.373,6.512,11.954,45199
1346,67.861,59.615,13.005,3.577,4.158,43172
567,26.27,25.539,4.649,2.155,1.112,43047
97,3.797,4.649,0.962,0.371,0.311,44773
45,1.483,1.893,0.481,0.461,0.13,13792
20,0.611,0.872,0.231,0.14,0.05,6113
16,0.29,0.781,0.201,0.13,0.832,3321
316,12.123,13.646,2.505,1.012,14.278,7396
1690,95.775,70.126,16.011,3.828,18.556,12602.5
669,45.439,27.964,5.661,1.633,2.415,18397
122,7.615,5.902,1.052,0.4,0.311,19766.5
5,0.361,0.281,0.16,0.05,0.029,520
31,0.631,1.383,0.34,0.221,1.423,9072
476,21.692,21.642,3.847,1.644,22.694,41222.5
1128,71.598,49.205,10.46,3.697,8.898,43784.5
476,32.062,21.521,3.737,1.633,1.393,61146.5
59,3.547,2.905,0.631,0.27,0.09,29963
32,0.631,1.353,0.33,0.121,1.412,4185
501,23.446,20.79,3.998,1.122,18.676,23290
1385,82.43,55.658,13.126,2.755,13.566,23466
657,44.306,27.914,5.601,1.653,2.745,13772
187,11.883,8.547,1.603,0.571,0.211,12187
19,0.47,0.781,0.251,0.06,0.952,5542
418,16.632,18.195,3.307,0.851,20.42,6289
2665,133.368,108.129,24.437,5.09,28.786,10530
2204,115.032,90.626,20.349,5.12,11.913,16347.5
1253,67.26,52.552,11.893,3.116,4.308,31957
464,23.626,20.46,3.607,1.663,1.152,34173.5
102,4.258,4.89,1.002,0.391,0.13,47918.5
11,0.23,0.531,0.18,0.11,0.651,16233
223,8.115,10.11,1.834,0.671,11.302,19341
2758,129.861,114.391,25.339,6.753,36.962,27906.5
2135,113.219,91.006,20.109,5.871,24.648,73710
1374,83.05,59.084,13.086,3.827,7.965,72393
493,32.563,22.254,3.947,1.553,1.453,57821
75,4.689,3.267,0.742,0.351,0.09,73223
20,0.5,1.193,0.25,0.111,0.952,7031.5
423,17.423,18.877,3.346,1.062,18.406,11667
2514,125.062,103.26,23.205,4.98,24.788,16942
1725,103.039,72.03,16.401,4.088,8.697,39049
760,43.364,33.104,6.403,1.974,1.683,19127
107,5.04,4.739,1.022,0.3,0.21,14588
16,0.531,0.732,0.22,0.111,0.051,8137.5
23,0.511,0.992,0.31,0.131,1.162,3874
488,19.417,20.891,3.847,1.853,19.418,4545.5
1682,95.915,67.631,15.861,3.226,19.498,4595
773,54.806,32.042,6.613,1.363,6.021,4109
222,18.064,9.358,1.814,0.39,0.421,1643
7,0.561,0.371,0.2,0.11,0.04,1135
31,0.702,1.402,0.361,0.17,1.422,15731
638,27.123,28.805,5.35,2.134,25.289,34076
2557,128.198,104.893,23.525,7.404,25.569,24653
2112,112.647,88.521,19.668,6.062,12.925,17324.5
1446,74.364,60.978,13.797,4.92,10.35,19543
1417,67.861,59.044,13.616,2.976,25.66,9775
1249,78.822,50.438,11.783,2.545,8.206,7401
410,27.493,16.993,3.287,0.861,0.712,5641.5
19,1.172,0.842,0.29,0.201,0.04,8483
29,0.742,1.292,0.321,0.13,1.253,9851
643,26.421,30.268,5.481,2.845,18.917,22470
2211,114.501,98.911,20.69,6.091,18.596,31061
1273,73.963,56.72,12.174,3.757,5.13,29834
407,22.774,18.105,3.246,1.082,0.821,35108
68,2.796,3.336,0.641,0.251,0.09,20750.5
19,0.512,0.872,0.281,0.051,0.871,402
362,14.277,16.612,2.865,0.581,16.932,29055.5
1607,96.176,73.773,15.069,1.913,13.846,16037
726,49.195,34.707,6.112,1.233,2.765,7425.5
176,11.392,9.478,1.694,0.351,0.311,6029.5
9,0.411,0.491,0.19,0.041,0.04,1992
21,0.611,0.952,0.26,0.451,0.992,5785
411,15.901,17.884,3.226,1.272,18.787,28923
2742,132.075,123.159,25.199,7.594,29.167,32075.5
2118,108.58,91.697,19.738,5.891,15.38,43518.5
1284,69.705,56.198,12.184,4.448,5.411,63848
501,25.93,23.165,3.968,1.673,0.802,60690
39,1.833,2.105,0.45,0.16,0.07,76184
31,0.871,1.623,0.341,0.13,1.353,25842
677,28.124,30.318,5.741,1.894,25.51,49402
2656,130.352,111.486,24.367,7.314,25.76,49489
1934,104.271,82.78,18.105,5.18,9.949,46261.5
1049,53.022,45.077,9.799,3.177,2.916,43994
235,11.763,11.652,1.924,0.742,0.521,28514
36,1.503,1.854,0.361,0.14,0.05,39163.5
25,0.511,1.192,0.29,0.14,1.242,10476
453,17.764,20.129,3.567,1.633,14.518,47495
1706,90.485,70.546,15.981,4.308,21.261,16638
878,55.557,34.827,7.785,1.764,5.44,12153.5
307,19.849,12.665,2.454,0.602,0.551,12345
17,1.082,0.781,0.261,0.05,0.05,3235
24,0.521,1.142,0.25,0.16,1.013,169526
413,17.063,19.789,3.306,1.483,23.125,168324
1731,95.304,76.929,16.492,6.282,21.843,147821
1356,79.313,61.078,12.825,4.649,11.612,82409
727,44.826,32.623,6.222,2.695,2.275,66471
138,7.765,6.473,1.202,0.581,0.27,59494.5
14,0.531,0.682,0.19,0.14,0.16,14830
13,0.491,0.641,0.16,0.11,0.04,15695
32,0.721,1.713,0.321,0.16,1.463,13678.5
637,26.511,28.134,5.341,1.753,23.415,15800
2160,112.467,93.451,19.909,5.57,20.31,20421.5
1082,66.749,48.994,10,2.926,5.079,21847.5
330,19.587,15.209,2.625,0.882,0.581,20121
26,1.323,1.212,0.281,0.13,0.16,61521.5
8,0.431,0.39,0.141,0.04,0.04,3510.5
16,0.401,0.761,0.18,0.12,0.781,4887.5
282,10.992,11.382,2.275,0.49,13.537,6809.5
1388,81.547,57.171,13.186,2.444,13.096,6832.5
628,41.119,25.269,5.2,1.363,1.823,8846.5
92,5.661,4.408,0.822,0.27,0.25,13756
14,0.341,0.722,0.181,0.13,0.04,26566
17,0.441,0.962,0.23,0.17,0.922,12981
273,11.532,13.706,2.205,0.861,14.427,15284
1524,117.047,73.121,14.759,4.699,15.861,21518.5
636,42.452,30.68,5.31,1.824,1.813,27824
96,5.742,4.809,0.842,0.521,0.19,40873
3,0.311,0.231,0.181,0.05,0.04,27993
14,0.341,0.982,0.19,0.17,0.701,16464.5
258,9.739,12.534,2.104,0.971,13.396,44876.5
2540,128.579,110.243,23.295,8.576,26.04,71169
2009,103.58,88.461,19.027,6.082,12.033,89460
1317,68.061,59.465,12.393,4.709,4.569,86275
541,27.122,24.708,4.319,1.703,1.152,65282
125,5.27,5.911,1.062,0.821,0.15,65193
21,0.531,1.052,0.29,0.201,0.962,18330
515,19.407,23.786,4.168,1.673,23.386,36198
2823,134.109,119.36,26,8.015,26.832,35002
1887,100.895,81.438,17.694,4.92,10.009,32549
938,50.548,41.06,8.456,2.786,2.965,30485.5
328,15.44,15.3,2.585,1.222,0.742,32255.5
62,2.555,3.096,0.631,0.151,0.08,24890
17,0.44,0.832,0.23,0.04,0.832,1079
357,13.847,15.42,2.845,0.712,18.696,10780
2149,112.458,89.554,20.098,4.077,26.06,12695
1719,94.924,72.029,16.182,4.278,12.915,31967
1073,59.464,46.059,9.94,2.986,3.898,34167
376,18.686,17.183,2.946,1.423,0.631,55244.5
42,1.743,2.084,0.441,0.15,0.06,17918
19,0.49,0.832,0.26,0.12,0.931,591
394,15.279,15.68,3.096,1.203,18.245,2283.5
1737,97.89,70.215,16.502,3.026,15.319,6694
807,51.28,33.745,6.934,1.954,1.714,25742
109,5.621,4.419,0.972,0.371,0.12,13915
29,0.792,1.292,0.341,0.17,1.352,39581
613,25.439,29.347,5.07,1.984,22.433,44832
2674,133.017,118.369,24.588,7.905,23.365,43210
1601,89.253,71.749,15.009,4.709,6.182,36670
623,31.361,29.207,5.22,1.933,1.112,25996
59,2.856,2.946,0.641,0.271,0.19,45681
11,0.431,0.521,0.191,0.12,0.03,43841
24,0.552,1.343,0.271,0.13,1.142,16265
551,21.061,25.339,4.509,1.263,22.834,24962
2652,130.763,111.656,24.708,6.673,26.491,31446.5
1959,106.226,83.612,18.415,5.049,10.982,33610
1083,59.064,47.512,9.819,2.776,2.815,30804
209,10.19,9.759,1.753,0.602,0.471,21602
26,1.292,1.413,0.301,0.051,0.05,12628.5
22,0.591,1.352,0.261,0.13,1.082,1685
406,16.332,21.512,3.306,1.333,19.027,6281
1663,95.855,80.355,15.8,4.007,12.404,7841
672,42.773,32.522,5.781,1.603,1.032,15063
60,2.515,2.946,0.571,0.261,0.08,28716.5
25,0.511,1.513,0.29,0.171,1.132,37967
490,18.947,23.936,3.928,1.813,23.565,56056.5
2056,107.788,99.874,19.277,5.25,22.624,35211
1253,77.6,60.567,11.893,3.376,4.619,43495
304,17.774,14.298,2.625,1.002,0.752,55373
53,2.495,2.926,0.561,0.16,0.07,21213
24,0.611,1.343,0.24,0.12,1.142,6568.5
478,19.468,20.88,3.837,1.372,15.721,11544
2351,118.228,96.797,21.782,4.018,18.225,12073
1253,71.238,50.418,11.873,2.294,4.539,9871
354,19.759,14.969,2.896,0.581,1.042,10615.5
72,3.657,3.327,0.661,0.231,0.2,9169.5
16,0.511,0.751,0.201,0.05,0.04,6003.5
23,0.531,1.132,0.29,0.06,1.242,4321
479,19.849,24.126,3.797,1.022,23.165,18539
1920,107.528,91.336,18.175,2.935,23.897,17743
1144,76.348,54.144,10.61,2.575,7.444,27805.5
516,36.52,25.028,4.087,1.342,1.794,39789.5
137,7.144,6.573,1.242,0.451,0.31,80122
11,0.501,0.621,0.201,0.12,0.04,9024
30,0.652,1.353,0.341,0.18,1.353,49275
628,26,29.237,5.15,2.134,23.335,46253.5
2548,127.135,111.375,23.375,7.374,24.658,50140
1757,96.176,78.812,16.732,5.35,9.369,56758
965,51.499,44.416,8.717,3.256,2.615,55661
249,12.574,11.582,1.994,1.032,0.531,43599
53,2.013,2.775,0.591,0.25,0.07,46188
32,0.612,1.402,0.311,0.16,1.363,8654.5
601,24.768,28.205,4.899,2.294,21.722,31362
1953,106.607,89.142,18.355,6.642,15.079,52199
1104,63.893,52.622,10.24,4.038,2.805,60486.5
218,11.743,10.34,1.803,0.702,0.401,65416.5
41,1.663,1.934,0.401,0.15,0.071,24161
31,0.802,1.693,0.341,0.17,1.443,10716
770,30.73,34.276,7.194,2.075,26.461,29813
2712,134.981,114.822,24.728,7.725,27.363,64139
1946,107.057,84.403,18.366,6.352,12.224,68486.5
998,57.631,44.466,9.228,3.947,2.134,59350.5
126,6.753,6.172,1.102,0.511,0.311,57532
34,1.683,1.523,0.391,0.17,0.15,38634.5
9,0.451,0.451,0.181,0.111,0.03,32605
18,0.461,0.822,0.25,0.131,0.932,13907.5
366,14.178,16.191,2.936,0.902,17.514,12520.5
2245,118.299,100.063,20.729,4.458,24.498,13525
1330,78.842,59.195,12.765,2.524,4.919,11976
381,21.241,18.576,3.016,0.761,0.602,11292
32,1.192,1.733,0.321,0.13,0.12,41865.5
12,0.37,0.581,0.16,0.04,0.04,15264.5
18,0.471,0.831,0.23,0.11,0.892,25610.5
376,14.558,16.552,2.946,1.072,18.606,20656
2210,114.421,92.719,20.61,6.132,20.961,23275
1281,73.402,55.127,12.293,3.727,4.479,25759
376,19.218,17.243,2.966,1.212,0.862,29494.5
59,2.625,2.875,0.601,0.25,0.301,18644
21,0.822,1.032,0.261,0.12,0.04,33429
27,0.621,1.242,0.321,0.11,1.183,970
485,20.781,20.57,3.897,0.952,15.52,4496
1750,96.447,73.312,16.432,2.896,17.464,12142.5
1197,67.059,50.999,11.222,2.214,4.87,7745
441,23.044,18.917,3.456,0.832,1.022,6484
98,4.118,4.84,0.912,0.2,0.531,10331.5
91,2.826,3.757,0.892,0.2,0.18,11399
19,0.701,0.882,0.27,0.12,0.05,10033
23,0.872,1.092,0.3,0.14,1.112,72285
541,20.971,24.798,4.469,1.773,14.659,72150
2682,132.376,112.147,24.528,7.454,23.656,57706.5
1991,105.223,83.141,19.007,5.27,9.047,35780
857,45.919,36.31,7.504,2.375,2.715,11629
225,10.941,9.949,1.843,0.562,0.26,7092
27,0.641,1.152,0.321,0.06,1.292,1671
485,21.431,20.189,3.827,0.942,23.806,5419
1469,85.445,58.634,13.866,2.064,14.368,4409
695,45.548,29.958,5.882,2.034,1.953,5809
199,9.238,8.777,1.653,0.351,0.32,18910
22,0.602,1.002,0.271,0.12,0.05,5015.5
29,0.581,1.163,0.32,0.13,1.252,6587
577,24.548,25.459,4.609,1.492,19.056,13827
2115,110.112,87.94,19.638,5.591,15.911,14830
936,55.016,39.336,8.236,2.285,2.134,11579
135,7.114,6.072,1.172,0.301,0.22,6276
8,0.421,0.381,0.15,0.11,0.03,3992
28,0.612,1.222,0.301,0.13,1.292,41720
632,25.71,28.555,5.31,1.884,21.882,47799
3028,146.564,129.41,27.904,8.907,26.701,58629.5
2064,113.169,91.357,19.277,5.872,10.48,57595
875,49.626,39.547,7.755,3.296,2.084,71706
168,8.717,7.805,1.383,0.591,0.301,53720.5
4,0.35,0.29,0.13,0.04,0.04,69986.5
28,0.661,1.212,0.291,0.13,1.313,46645
586,23.355,26.541,4.699,2.073,28.976,48659.5
2102,113.84,88.681,19.608,5.851,24.417,34179.5
921,55.948,39.867,8.086,2.325,3.757,25749
270,14.919,12.003,2.184,0.671,0.532,24791
8,0.611,0.381,0.161,0.28,0.04,9075
26,0.702,1.563,0.28,0.221,1.192,12367
601,24.197,27.864,4.85,2.535,21.541,46196
2701,135.232,117.427,24.828,9.468,25.941,54323
1750,98.179,78.321,16.402,5.811,5.801,50323
509,28.174,23.295,3.998,2.115,0.811,59487
55,2.524,2.696,0.571,0.25,0.08,17413
28,0.651,1.452,0.29,0.151,1.283,23310
595,25.048,28.876,4.809,1.773,19.368,33196
2698,135.782,126.636,24.647,7.144,24.868,64938.5
1837,99.934,85.846,17.233,5.29,8.717,48867
921,47.833,44.256,8.196,2.305,1.734,28027
132,6.513,6.673,1.122,0.381,0.25,27832.5
15,0.531,0.741,0.29,0.12,0.04,10994
18,0.531,0.721,0.251,0.05,0.892,8294
366,14.488,16.842,2.896,0.811,18.796,19491
2340,120.904,106.356,21.762,5.03,26.862,22167
1519,90.996,71.058,14.398,2.715,9.037,47761
550,36.36,26.621,4.658,1.092,1.393,20331.5
44,3.607,2.214,0.431,0.07,0.281,4316.5
26,0.982,1.423,0.271,0.06,0.05,4890
32,0.822,1.613,0.311,0.05,1.383,33032
693,29.226,39.086,5.911,1.663,20.5,34749
2223,115.062,107.849,20.65,3.887,18.546,18267
1439,78.561,70.567,13.726,3.056,4.199,16442
403,20.629,18.466,3.196,0.822,0.952,12659
79,3.146,3.747,0.752,0.18,0.09,23342
25,1.122,1.403,0.301,0.13,1.202,7629
562,22.664,26.821,4.568,1.123,19.347,16168
2587,129.43,115.042,23.786,5.411,29.016,19327
2036,108.269,92.648,18.906,5.09,14.318,23204
1234,67.861,55.578,11.672,2.936,4.158,28748
362,17.464,16.923,2.856,1.022,0.792,23352
82,3.557,4.218,0.782,0.21,0.311,31557
20,0.882,0.892,0.261,0.05,0.04,22052.5
20,0.461,0.901,0.201,0.11,1.032,10808.5
441,17.184,19.218,3.507,1.443,14.097,32303
2509,125.492,105.634,23.175,6.352,21.973,53808
1633,85.996,70.256,15.44,4.829,7.154,33016
701,35.158,31.131,5.971,2.274,1.974,40080
179,8.206,8.206,1.743,0.552,0.401,47981
29,1.123,1.413,0.341,0.431,0.13,26201
20,0.651,0.902,0.22,0.05,0.04,22621
19,0.451,1.082,0.27,0.171,0.871,17966
423,16.052,18.696,3.396,1.182,17.674,25901
2442,124.942,102.027,22.533,5.771,26.972,26476.5
1698,98.21,69.023,16.031,3.808,12.414,10489
737,47.402,31.049,6.223,1.973,1.552,8151
101,5.3,4.519,0.932,0.461,0.12,7498
15,0.331,0.821,0.2,0.061,0.671,15118
246,10.641,12.645,2.014,0.641,14.027,20504.5
2064,109.893,100.585,19.247,5.251,24.447,22555
1364,79.153,66.959,12.805,2.866,8.196,22078
746,42.933,35.92,6.503,1.843,1.984,16376
175,8.998,9.268,1.494,0.25,0.271,11071
5,0.35,0.32,0.151,0.04,0.03,3277
18,0.441,0.791,0.241,0.06,0.912,25880
416,16.492,18.516,3.276,1.273,19.738,24606.5
2423,120.503,99.773,22.323,6.733,22.072,23650
1437,81.157,60.837,13.667,4.078,5.551,23879
567,29.827,25.46,4.548,1.723,1.293,24208
80,3.727,3.827,0.781,0.21,0.301,42180.5
27,0.901,1.472,0.351,0.12,0.131,6611
15,0.511,0.692,0.201,0.12,0.04,47874
27,0.712,1.302,0.291,0.05,1.232,19199
667,26.151,30.74,5.581,1.733,25.028,20689
2638,129.951,123.84,24.258,5.781,27.593,19059
2034,107.067,95.204,19.016,4.809,11.372,38110.5
1051,58.723,49.636,9.528,2.214,2.175,69739
148,7.625,7.314,1.313,0.391,0.3,43275.5
28,1.042,1.333,0.311,0.06,0.06,114618
28,0.632,1.352,0.261,0.13,1.313,30315.5
600,24.467,26.842,5.02,1.322,23.506,40902
2486,125.152,107.036,22.865,6.102,25.449,48891.5
1712,97.088,76.048,16.291,4.469,8.356,55164
675,38.204,30.579,5.751,1.914,2.074,51659
188,9.619,8.697,1.583,0.491,0.391,45636.5
24,0.952,1.152,0.301,0.05,0.04,21767
27,0.651,1.232,0.301,0.15,1.223,16667
586,23.164,26.17,4.8,1.743,20.64,31484.5
2485,125.152,108.038,22.914,7.555,22.153,43498
1449,85.005,63.382,13.857,4.559,12.033,47318
631,41.369,28.184,5.3,1.964,3.627,83748
99,9.038,5.07,0.932,0.391,0.11,74693
31,0.811,1.403,0.361,0.13,1.493,35315
716,29.156,31.651,6.152,2.004,25.64,46965.5
2162,110.314,92.328,20.169,6.072,14.619,47221
1203,64.485,53.503,11.221,3.958,5.04,50943
622,30.409,28.014,5.2,1.734,1.342,52204
138,5.812,6.283,1.172,0.541,0.251,22278.5
13,0.421,0.651,0.221,0.17,0.04,24020
30,0.611,1.352,0.341,0.17,1.323,22863.5
680,27.273,30.87,5.771,1.823,18.846,75267.5
2390,118.88,98.691,22.123,5.651,25.189,32833.5
1347,79.554,57.16,12.765,3.286,10.3,21606
518,35.298,22.614,4.188,1.383,1.583,14482
63,3.748,2.996,0.611,0.1,0.1,10761
27,0.631,1.413,0.311,0.05,1.253,14352
574,23.746,28.415,4.629,1.293,22.152,24198
2378,122.247,116.285,22.013,5.581,22.363,54787.5
2137,109.752,96.857,19.909,5.571,14.287,56052
1554,84.132,69.334,14.818,5.19,6.823,52038
589,31.441,27.213,4.869,1.984,1.373,42611
123,5.611,5.822,1.103,0.791,0.201,16565
20,0.661,0.982,0.24,0.12,0.04,10407.5
19,0.471,0.882,0.29,0.13,0.931,12349
393,15.53,18.326,3.196,1.232,17.705,16312
2637,131.083,109.853,24.057,7.294,27.994,22526
2117,112.117,90.415,19.587,5.742,15.259,35670
1383,76.318,60.437,13.155,4.108,4.468,53642
534,25.85,24.517,4.259,1.623,0.892,79471
85,3.306,4.308,0.782,0.36,0.1,59663
28,0.701,1.533,0.29,0.12,1.353,13425.5
496,20.741,22.754,3.848,1.613,23.315,30276.5
2058,107.809,87.039,19.017,5.09,20.159,30166.5
1156,66.168,48.874,10.621,3.006,4.188,14987.5
396,19.658,16.972,3.077,1.013,0.591,13412.5
29,1.272,1.263,0.38,0.12,0.05,29536
32,0.822,1.733,0.31,0.06,1.553,23478
725,29.617,33.024,6.202,1.724,21.671,26309
2792,136.483,120.273,25.729,7.223,22.914,41547.5
1940,100.705,86.387,18.185,5.21,7.344,47719
853,40.979,38.565,7.705,2.384,2.225,59597
268,11.723,12.384,2.124,0.741,0.641,69410.5
85,3.286,4.068,0.762,0.331,0.1,60945
16,0.391,1.022,0.25,0.13,0.812,141334
342,13.166,16.101,2.795,1.172,17.604,145817
2779,135.131,125.723,25.539,8.276,27.694,112249
2043,107.488,88.802,19.066,6.141,7.254,70995
892,43.664,39.707,7.945,2.696,1.663,84069.5
140,6.112,6.022,1.212,0.521,0.541,39744.5
58,2.184,2.755,0.581,0.26,0.081,26380
23,0.601,1.072,0.291,0.131,1.082,50286
515,19.548,23.676,4.188,1.352,20.619,47947
2673,128.728,112.618,24.547,7.174,25.8,50712
1908,100.124,82.049,17.955,4.95,8.746,51191
882,44.727,39.216,7.855,2.215,1.513,55930.5
89,4.418,4.098,0.842,0.33,0.191,65202
23,0.611,1.092,0.291,0.12,0.05,41766
26,0.952,1.332,0.28,0.18,1.153,33812
564,22.223,25.98,4.498,2.084,20.59,63041.5
2396,117.638,103.52,22.153,8.006,19.057,103796
1695,88.962,74.995,16.231,4.74,7.103,63395
831,41.781,37.672,7.455,2.815,1.754,55521
155,7.374,7.414,1.362,0.561,0.19,117174
32,0.722,1.433,0.31,0.14,1.412,19646
764,30.398,33.935,6.522,1.804,20.97,34541.5
2592,126.714,108.119,23.675,6.923,23.946,64142.5
1737,96.356,72.25,16.271,4.098,11.142,18901
786,48.904,33.164,6.793,2.235,2.004,9496
122,6.903,5.891,1.092,0.301,0.14,7294
23,0.572,1.093,0.3,0.13,0.991,26666
553,21.311,24.968,4.549,2.014,25.329,39351
2976,142.877,125.652,27.353,8.908,30.899,45665.5
2475,126.364,104.212,22.864,7.404,20.5,39618
1702,95.184,74.053,16.111,5.19,5.32,54582.5
482,26.921,21.733,3.838,1.643,1.032,70207.5
57,2.666,2.394,0.621,0.23,0.161,29704
15,0.511,0.712,0.21,0.11,0.04,13090
12,0.311,0.602,0.141,0.13,0.631,150382
235,8.517,11.041,1.924,0.831,12.654,131620
2817,134.3,120.673,25.971,9.418,32.553,81584
2029,106.516,88.07,18.956,6.553,12.043,75779
1142,61.169,49.696,10.7,3.336,3.236,78120.5
289,14.459,13.436,2.324,0.971,0.571,106744
55,2.064,2.465,0.601,0.251,0.231,172915
35,1.272,1.984,0.411,0.231,0.06,178077
27,0.621,1.202,0.321,0.13,1.243,8132
583,22.994,25.359,4.739,1.704,28.446,13968
2336,121.014,97.298,21.522,5.17,30.378,18871
1792,99.562,76.598,16.802,4.448,11.512,33754.5
999,54.957,42.833,9.127,2.766,4.108,48510
472,23.916,20.199,3.657,1.332,1.242,22716.5
95,4.669,4.118,0.912,0.661,0.11,39927
19,0.521,0.882,0.28,0.13,0.972,6964
377,15.62,16.973,3.006,1.203,18.085,16100
2371,123.569,98.831,22.032,6.131,21.1,20867
1724,92.399,72.921,16.352,4.468,7.214,27300.5
809,42.251,35.158,6.993,1.593,1.874,31964
192,8.958,8.937,1.583,0.401,0.29,23534
11,0.33,0.531,0.22,0.04,0.04,4733
21,0.621,1.022,0.271,0.141,1.022,19037
404,16.692,18.796,3.176,1.523,21.291,23340.5
1974,105.064,85.906,18.706,5.581,17.423,36805.5
1124,64.574,49.275,10.481,3.627,4.168,38908.5
346,18.205,15.14,2.896,0.972,1.213,30251
116,5.39,5.611,0.982,0.41,0.491,35900.5
23,1.372,1.353,0.27,0.121,0.04,31617
18,0.49,0.752,0.24,0.04,0.982,14682.5
423,16.522,17.665,3.366,1.042,21.692,34600
2619,135.362,108.85,24.087,6.172,33.144,31784
2325,122.287,97.508,21.582,6.433,18.746,30850
1548,84.944,65.536,14.528,4.118,6.122,29974
724,36.781,31.12,6.122,1.883,2.044,28081
200,9.889,8.697,1.623,0.551,0.762,26228
78,3.837,3.456,0.771,0.24,0.291,28130
19,0.902,1.002,0.28,0.311,0.05,38048
29,0.591,1.262,0.341,0.13,1.333,31400
639,25.609,29.407,5.27,2.155,29.276,51810
2622,129.381,111.716,23.937,7.264,23.145,45072
2011,102.238,87.288,18.706,5.591,10.59,49100
963,52.191,42.472,8.748,3.066,2.154,50736
234,10.961,10.831,1.894,0.671,0.541,49188.5
34,1.262,1.964,0.381,0.15,0.06,29955.5
19,0.672,0.811,0.261,0.121,1.012,639
335,13.576,14.127,2.765,0.932,16.772,8095
1635,95.444,66.488,15.47,3.086,15.64,7302
468,35.378,19.898,3.747,0.962,0.981,7020
26,1.823,1.152,0.301,0.12,0.05,3549.5
29,0.651,1.623,0.331,0.421,1.312,5540
523,22.133,22.844,4.218,1.933,21.561,9138
1541,89.012,65.116,14.669,4.238,14.158,14879
684,45.718,29.738,5.39,1.723,1.533,27234.5
60,3.807,2.926,0.561,0.261,0.09,62135
31,0.771,1.393,0.331,0.16,1.453,24979
677,27.643,30.409,5.36,1.984,23.075,37009
2440,121.966,104.492,21.251,6.612,20.43,48697.5
1685,90.755,73.502,14.488,5.019,7.605,49835
733,39.286,33.084,5.851,2.775,1.603,109913
166,7.404,7.705,1.413,0.842,0.3,55107.5
15,0.461,0.973,0.231,0.13,0.07,72579
16,0.371,0.782,0.2,0.05,0.842,7678
318,12.224,14.508,2.545,0.702,14.027,11354
2232,114.361,92.319,26.301,4.519,22.313,19792.5
1373,77.841,57.732,12.894,3.436,7.154,34369
585,30.299,25.73,4.749,1.743,1.263,27801
132,6.222,6.121,1.153,0.42,0.35,13527
13,0.752,0.732,0.18,0.13,0.04,2731
32,0.711,1.393,0.31,0.069,1.514,34054.5
745,30.899,33.695,6.372,2.374,22.183,54332
2665,129.611,116.045,24.417,7.324,19.939,83146
1588,84.523,71.508,14.959,4.328,6.733,69524
737,38.385,33.294,6.282,2.073,2.095,63445
252,11.041,12.134,2.054,0.771,0.622,68212
83,2.975,3.537,0.791,0.301,0.32,33206
22,0.932,0.992,0.291,0.24,0.261,21787.5
37,1.182,1.824,0.41,0.22,0.191,32386
12,0.481,0.631,0.201,0.11,0.04,35328.5
24,0.571,1.042,0.25,0.12,1.203,4193.5
534,20.339,23.025,4.559,1.212,21.522,20137.5
2040,101.687,85.336,18.926,5.581,10.29,18699.5
822,43.174,34.586,7.194,1.954,2.034,14182.5
136,6.693,6.442,1.142,0.42,0.311,9163.5
18,0.732,0.812,0.26,0.06,0.05,6794.5
25,0.632,1.142,0.28,0.141,1.142,39297
544,22.062,24.567,4.329,1.583,16.913,39817.5
2957,146.202,124.701,27.313,7.434,28.405,40593
1933,105.945,83.261,17.905,5.16,9.499,42685
831,45.578,36.751,7.184,2.164,2.214,46998
216,10.71,10.4,1.803,0.661,0.391,61773.5
28,1.082,1.583,0.291,0.12,0.161,26101.5
15,0.481,0.691,0.22,0.13,0.04,7757
30,0.781,1.362,0.341,0.15,1.463,15756.5
692,27.453,31.191,5.741,2.244,25.149,35466.5
3017,142.866,128.489,27.643,8.477,34.978,65015
2755,138.778,116.405,25.139,8.436,24.487,57784
2234,120.934,93.04,20.691,6.192,14.177,58390.5
1213,74.234,51.6,11.522,3.827,6.623,56282
552,32.342,23.285,4.359,1.282,1.593,10439.5
108,6.293,5.22,1.012,0.341,0.15,8179
27,0.611,1.363,0.33,0.131,1.322,29692
606,23.857,26.872,4.929,1.383,23.736,34942
2638,131.414,110.664,24.157,6.673,21.031,34423.5
1559,83.862,67.561,14.729,4.278,5.441,45343
570,29.276,25.579,4.599,1.573,1.293,37446.5
111,4.869,4.99,1.032,0.28,0.13,37958
27,0.531,1.172,0.34,0.06,1.253,13539
560,22.503,24.337,4.458,1.552,16.351,30708.5
2621,130.793,108.27,23.896,5.982,24.687,55076
2095,109.682,87.65,19.498,4.519,11.914,40578
988,55.136,43.023,9.168,2.495,2.525,40995.5
219,11.532,10.43,1.834,0.581,0.291,18702
29,0.822,1.372,0.32,0.15,1.392,30098
679,26.832,30.238,5.781,1.883,31.49,38713
2741,132.195,118.859,25.068,6.553,31.771,27983
2071,110.404,90.555,22.984,4.409,14.147,18573
1205,64.856,51.87,11.262,2.465,5.21,10494
445,24.628,18.747,3.507,0.731,1.203,12345
74,3.536,3.416,0.732,0.261,0.19,11045.5
18,0.631,0.851,0.261,0.05,0.06,14119
17,0.592,0.852,0.24,0.05,0.811,6863
