nfilter,t1,t2,t3,t4,t5,label_mad
31,0.591,1.873,0.341,0.15,1.303,29203
569,24.247,28.525,4.679,2.214,15.84,37367
2101,109.712,101.005,19.557,5.661,21.221,30148
1270,75.846,60.787,11.883,3.467,5.881,22741
436,26.32,20.93,3.467,1.232,1.002,25849.5
55,2.775,2.805,0.552,0.15,0.09,38891
18,0.471,0.841,0.24,0.12,0.982,35141.5
401,15.25,17.634,3.206,1.112,19.979,41601
2779,135.091,118.409,25.61,7.054,26.231,46073
2007,102.048,87.309,18.987,5.952,9.759,53695
1095,56.88,47.542,10.159,3.196,2.265,61167
239,10.681,10.972,2.004,0.862,0.742,124769
68,2.745,3.356,0.641,0.311,0.19,67427
13,0.48,0.621,0.22,0.13,0.03,27719
24,0.922,1.062,0.261,0.13,1.173,13481
455,18.235,20.37,3.637,7.274,16.803,25058
2096,105.924,88.742,19.548,5.911,20.941,26253.5
1315,75.666,55.878,12.514,4.038,7.935,28261
600,35.448,25.91,4.929,1.603,1.153,24422.5
66,3.156,3.317,0.661,0.25,0.08,20690.5
27,0.681,1.413,0.321,0.181,1.272,13714
536,22.303,27.413,4.329,2.174,24.537,19976.5
2307,120.953,114.642,21.301,6.192,22.774,30519
1371,82.179,68.032,13.055,3.737,5.321,41400
420,23.536,20.861,3.266,1.102,0.702,76848.5
46,1.884,2.564,0.481,0.15,0.07,20253.5
22,0.572,1.343,0.271,0.121,1.052,9261
486,18.365,21.822,3.838,1.292,20.078,31845
3076,145.883,127.105,28.495,7.375,29.276,37254
2500,124.27,105.203,22.884,6.894,14.758,39359
1757,88.191,74.353,16.622,5.29,6.092,40857
780,35.999,34.788,6.863,2.195,1.193,48495.5
110,4.398,5.33,0.992,0.441,0.28,54373.5
22,0.662,0.992,0.26,0.121,0.12,14573
22,0.832,0.992,0.241,0.13,0.281,16311
50,1.392,2.164,0.531,0.291,0.09,50874
29,0.641,1.273,0.3,0.06,1.433,18713
585,24.498,25.34,4.759,1.453,21.912,35558
1817,101.216,75.617,17.223,4.288,18.976,15300
981,60.668,41.841,8.055,2.776,4.018,12601
316,18.164,14.178,2.545,0.751,0.812,15492.5
65,2.725,3.296,0.662,0.251,0.08,28822
26,0.581,1.213,0.311,0.14,1.283,10378
490,20.54,21.311,3.857,1.653,20.971,71432
2233,118.589,96.076,19.297,7.024,20.65,51041
1396,78.812,60.177,11.973,4.388,6.181,39530.5
554,30.419,25.519,4.318,2.074,1.332,46314.5
137,6.383,6.603,1.202,0.531,0.411,49414
44,1.754,2.284,0.411,0.221,0.16,91125.5
9,0.361,0.441,0.16,0.11,0.19,8612
20,0.671,0.952,0.25,0.2,0.04,31842.5
23,0.571,0.932,0.311,0.06,1.152,19809
477,18.827,27.583,3.898,0.962,20.019,25695
2145,108.119,87.349,19.939,3.917,25.54,19380
1378,77.319,54.435,13.096,2.014,5.39,7624
397,22.584,16.642,3.327,0.822,0.581,10105
26,1.223,1.132,0.311,0.06,0.05,10996
20,0.511,0.952,0.27,0.04,0.952,8620
422,16.712,18.916,3.347,0.932,21.301,14994
2043,110.334,83.611,18.967,4.749,25.099,12794
1036,68.232,43.785,9.418,2.425,6.152,11671
300,20.199,13.396,2.445,0.561,0.661,12189.5
37,1.894,1.643,0.441,0.13,0.06,10658
20,0.51,1.242,0.21,0.17,0.972,54133.5
411,15.961,18.767,3.246,1.383,19.167,57033
2695,132.737,117.988,24.808,8.567,25.629,58196
1915,97.758,83.552,18.596,5.009,10.15,44833
1001,50.849,43.885,9.107,2.955,2.845,25784
278,13.426,12.584,2.234,0.982,0.531,17199.5
25,1.263,1.102,0.291,0.14,0.05,15749
23,0.581,1.083,0.271,0.12,1.103,7853
501,19.247,22.163,4.067,1.183,26.06,36447
2475,124.902,102.207,22.795,6.142,23.586,40720
1732,94.162,74.805,16.322,4.238,8.707,40213
966,51.299,41.701,8.787,2.465,2.194,47978.5
264,11.612,12.354,2.114,0.792,0.571,52003
31,1.302,1.352,0.36,0.131,0.06,42666
19,0.521,0.992,0.25,0.13,1.052,9860
413,15.48,19.167,3.267,1.212,17.895,14114
2620,127.857,119,24.047,7.204,25.739,19717.5
1946,101.276,88.832,18.075,5.511,9.759,31222.5
972,50.618,44.576,8.757,8.086,3.016,43405.5
322,15.5,15.37,2.585,1.102,0.701,53219
74,2.736,3.186,0.691,0.34,0.091,42663
28,0.601,1.062,0.291,0.05,1.342,119
542,22.172,20.85,4.489,0.781,24.187,1500
1861,98.35,72.831,17.564,2.585,16.061,12490
1134,65.136,45.107,10.691,1.944,4.328,12871
461,23.215,19.468,3.657,0.821,1.091,21514
116,5.08,5.06,1.052,0.281,0.15,12799.5
24,0.651,1.072,0.261,0.121,1.112,20387
481,20.069,20.81,3.827,0.962,20.129,20998
2562,123.689,105.704,23.646,6.192,21.621,25950.5
1879,102.027,77.38,17.724,5,7.955,22157
833,44.035,35.619,7.394,2.214,2.134,20774
243,10.821,11.232,2.004,0.761,0.49,23564
45,2.114,1.984,0.491,0.14,0.07,18852
27,0.722,1.453,0.331,0.14,1.193,15972
687,26.791,31.08,5.801,1.954,24.518,36376
2957,142.475,124.21,27.273,8.677,24.998,42892
2083,109,87.98,19.368,6.212,8.917,74356
1030,53.133,45.698,9.479,3.436,3.106,102482
298,14.067,13.666,2.435,1.252,0.471,115881
38,1.724,1.683,0.431,0.151,0.07,29928.5
26,0.652,1.132,0.28,0.06,1.193,6309
567,21.541,24.277,4.709,1.282,23.576,26101
2222,110.263,90.255,20.61,4.629,21.832,25012
1470,81.858,61.499,14.007,3.006,6.803,30094
509,27.603,23.015,4.098,0.962,1.422,29944
101,4.909,4.849,0.912,0.191,0.12,26522
26,0.681,1.162,0.3,0.131,1.152,3174
478,19.057,20.46,3.727,1.163,17.565,4307.5
2132,112.026,87.418,19.898,3.798,20.961,6961.5
1488,84.424,62.842,14.208,3.276,8.336,15977
1006,52.402,48.343,9.228,2.936,3.337,16496
398,18.044,17.404,3.136,1.072,0.591,17430
30,1.383,1.493,0.311,0.12,0.05,4399
27,0.581,1.453,0.301,0.12,1.253,5575
586,23.645,24.457,4.759,1.091,18.024,12613.5
2663,129.36,105.704,24.537,4.85,21.681,21335
1866,98.29,76.788,17.654,3.787,10.871,36337.5
1038,57.011,44.346,9.528,2.666,3.216,34067
283,14.769,12.024,2.294,0.571,0.491,37948
36,1.332,1.624,0.38,0.15,0.06,9478.5
30,0.621,1.273,0.32,0.07,1.292,10188.5
679,27.894,27.443,5.771,1.193,24.106,23411
2370,119.22,96.016,21.792,4.479,19.648,20124
1610,92.709,66.088,15.42,3.757,6.592,32790
580,32.823,24.868,4.709,1.002,1.383,42004.5
125,5.681,5.752,1.152,0.29,0.501,49461
34,1.953,1.553,0.381,0.131,0.05,22740
22,0.611,1.032,0.27,0.121,1.072,7127
441,18.225,19.729,3.517,1.664,22.133,9228
2101,111.445,85.445,19.568,3.887,21.031,8064
1015,63.874,42.743,9.438,2.024,3.998,6568
226,14.128,9.909,1.863,0.55,0.32,5219.5
11,0.501,0.591,0.22,0.111,0.04,3870
25,0.581,1.402,0.29,0.121,1.173,19377
539,21.261,23.906,4.379,1.523,27.092,27833
2739,130.873,117.106,25.219,6.703,29.096,25201
1942,103.48,86.587,18.236,4.72,9.178,26129.5
977,48.984,44.656,8.767,2.475,2.806,25335
344,16.391,16.301,2.766,0.762,0.901,13468.5
83,3.497,4.068,0.771,0.301,0.11,14775
31,0.751,1.403,0.33,0.17,1.493,9860
641,26.291,28.785,5.341,2.825,28.115,11191
2201,115.763,96.616,20.38,6.242,21.091,7939
1272,75.816,56.409,11.843,4.458,10.34,8896
368,19.678,17.894,2.895,1.162,0.47,13675
8,0.53,0.451,0.15,0.12,0.03,17995
8,0.271,0.381,0.13,0.12,0.631,5413
143,5.059,6.784,1.222,0.571,6.032,21917
2566,125.874,105.163,23.725,7.836,31.34,26062
1247,76.278,51.921,11.672,3.116,6.623,14593
327,21.943,14.668,2.625,0.852,0.551,22390
24,1.163,0.942,0.271,0.05,0.05,430.5
25,0.622,1.463,0.281,0.13,1.343,9932
473,20.079,22.203,3.718,1.533,18.535,11030
2214,115.994,102.177,20.449,5.541,22.003,14439.5
1497,82.98,69.243,14.097,3.337,6.303,18087
571,30.749,27.864,4.629,1.383,1.072,22431
83,3.577,4.148,1.102,0.27,0.251,30444
23,0.721,1.162,0.291,0.16,0.05,29376
24,0.551,1.052,0.24,0.08,1.172,6908
513,20.389,22.804,4.088,1.112,20.119,15335
2097,108.67,91.377,19.417,4.79,15.259,20107
1279,69.314,57.942,12.134,3.627,3.928,36402
348,17.904,15.871,2.735,0.982,0.681,48838
50,2.104,2.314,0.501,0.241,0.07,41955.5
32,0.702,1.333,0.381,0.131,1.563,15985.5
757,31.521,32.814,6.562,1.512,25.99,26926
2866,135.262,116.926,26.281,5.942,23.195,32541
1800,95.304,73.702,17.073,3.587,8.036,55657
697,36.15,29.658,5.991,1.363,1.864,40593
182,8.206,8.416,1.573,0.471,0.421,59598.5
13,0.671,0.611,0.22,0.04,0.04,4467
29,0.711,1.303,0.34,0.46,1.383,12616
563,22.915,25.029,4.579,1.713,24.488,15627
2133,111.635,88.962,19.869,5.621,23.425,17274
1661,92.549,69.434,15.731,4.849,9.218,20220
834,45.758,35.438,7.354,2.385,2.325,14534.5
220,11.362,9.859,1.774,0.801,0.832,21628.5
54,2.505,2.645,0.602,0.16,0.17,18556.5
12,0.441,0.571,0.16,0.04,0.04,11963.5
26,0.581,1.282,0.291,0.18,1.303,22875.5
498,25.088,22.814,4.078,1.883,19.547,41800.5
2367,120.994,103.3,20.46,7.705,29.367,49195
1855,105.554,81.657,15.971,6.453,15.51,45651
879,55.317,40.198,7.104,2.855,2.846,48229
199,10.72,9.157,1.643,0.751,0.491,48318
22,1.142,1.363,0.25,0.16,0.05,22039.5
24,0.611,1.082,0.251,0.121,1.182,28574.5
511,20.159,22.583,3.958,1.493,19.638,49794
2557,128.829,109.582,23.535,8.155,22.514,70725
1657,89.503,73.061,15.67,6.022,5.811,86423
632,33.113,28.926,5.13,2.054,1.463,99506.5
78,4.058,3.737,0.721,0.661,0.09,148170
25,0.541,1.153,0.3,0.33,1.163,180625
472,18.336,21.942,3.697,1.964,28.525,167305
2068,107.678,91.807,19.247,6.602,24.037,57778.5
1380,78.913,62.13,12.936,4.408,5.701,37294.5
469,27.263,21.461,3.838,1.403,1.402,38838
137,6.864,7.074,1.213,0.641,0.311,32826
17,0.841,0.982,0.24,0.141,0.04,34368
31,0.672,1.463,0.34,0.24,1.322,6676
585,24.577,27.503,4.699,1.974,25.099,16251
1937,106.145,91.437,18.105,6.593,20.74,26280
1077,64.475,52.992,10.199,3.377,5.871,53101
483,27.914,25.159,3.857,1.313,1.563,51739
135,7.575,7.334,1.222,0.391,0.29,14140
13,0.501,0.771,0.23,0.05,0.04,12103
21,0.46,0.962,0.281,0.16,0.962,14802
430,16.873,19.748,3.386,1.523,22.133,43149.5
2177,112.317,93.35,20.419,6.863,20.65,31195
1264,74.264,54.695,12.054,4.418,5.291,28513
447,25.028,20.249,3.547,1.553,1.213,110098
119,5.17,6.162,1.052,0.521,0.22,59191
7,0.451,0.391,0.181,0.311,0.03,15401
32,0.832,1.413,0.34,0.161,1.473,14614
664,27.924,29.237,5.561,2.535,26.05,40485.5
2604,131.715,112.327,24.006,8.126,23.265,54165
1947,99.823,85.556,18.135,6.132,8.386,81750
936,45.649,41.781,8.206,3.527,1.994,81812
209,8.637,9.788,1.743,0.952,0.441,83528
50,1.653,2.134,0.521,0.25,0.07,89185
27,0.651,1.362,0.381,0.151,1.242,25265
464,19.658,23.575,3.616,1.142,20.089,34305
1848,100.534,90.555,17.564,5.05,19.116,93107.5
1064,65.076,52.512,9.849,3.306,3.898,40990.5
243,15.009,12.414,2.004,1.042,0.361,53953
15,0.571,0.992,0.21,0.141,0.041,22016
20,0.471,0.922,0.21,0.151,1.032,6977
403,15.951,20.4,3.246,1.142,21.331,23585
2141,110.644,108.56,19.828,4.81,26.321,18812
1369,82.57,68.181,12.825,3.928,8.036,18285
491,30.339,24.748,3.948,1.403,1.363,18508
114,6.022,5.951,0.982,0.341,0.281,16061
11,0.46,0.621,0.201,0.05,0.03,10066
23,0.591,0.982,0.291,0.13,1.082,6395
473,18.656,20.81,3.757,0.902,17.674,14803
2590,128.258,107.548,23.786,4.348,21.902,16031
1730,92.198,72.019,16.432,3.306,8.075,11568
688,37.473,28.375,5.901,1.623,1.493,12597
126,6.111,5.54,1.103,0.151,0.3,9927
18,0.561,0.751,0.241,0.049,0.04,9997.5
25,0.531,1.092,0.281,0.14,1.072,7274
520,21.692,22.393,4.188,1.222,20.209,12308
1840,99.422,76.278,17.364,4.409,15.911,14342.5
912,55.708,38.996,8.196,2.574,2.835,14134.5
205,10.861,9.418,1.754,0.511,0.351,17250
16,0.561,0.722,0.19,0.04,0.05,8534
22,0.521,1.032,0.27,0.461,1.052,16045.5
488,18.896,22.994,3.838,1.904,20.79,36649
2738,136.634,116.956,25.179,8.747,24.557,55583.5
1886,100.615,81.929,17.594,6.102,8.326,75968
916,46.67,41.24,8.116,3.487,1.994,74501
200,9.178,9.178,1.653,0.671,0.311,88817
11,0.461,0.561,0.21,0.13,0.04,9347
27,0.692,1.153,0.33,0.121,1.252,33820
593,23.285,26.121,4.879,1.282,23.095,38544
2322,117.507,96.096,21.491,5.991,20.71,38707
1558,84.043,66.438,14.639,3.506,5.159,43243.5
581,28.605,25.319,4.79,1.402,1.063,46252
83,3.688,3.857,0.791,0.291,0.28,10780
23,0.971,1.012,0.3,0.11,0.05,21597
32,0.781,1.463,0.35,0.069,1.452,10484.5
644,26.161,27.554,5.09,1.263,17.834,14048
2319,113.961,95.785,20.049,4.218,21.752,17137
1782,96.036,74.885,15.37,4.048,8.036,20146.5
775,39.226,33.685,6.242,1.663,2.345,22509
299,13.486,13.957,2.404,0.822,1.012,32754
141,6.192,6.443,1.223,0.461,0.29,48769
28,0.831,1.313,0.3,0.161,0.07,25506.5
17,0.441,0.822,0.281,0.05,0.932,9238
322,12.614,14.517,2.625,0.972,16.662,19970
2150,111.546,89.153,19.818,4.98,19.317,21108
1301,74.945,56.68,12.234,2.846,4.409,21869
347,18.236,15.57,2.735,0.782,0.852,26426
85,3.697,4.158,0.822,0.32,0.291,30055
39,1.583,1.633,0.42,0.15,0.06,10650
29,0.681,1.383,0.321,0.151,1.413,9726
607,25.72,29.326,4.98,1.823,25.238,14739
2342,119.931,112.377,21.492,7.053,22.945,20865
1529,87.028,74.213,13.106,3.997,6.843,29202
539,29.838,27.223,4.218,1.724,1.182,33629
77,3.888,4.078,0.721,0.33,0.09,36518
21,0.521,0.952,0.27,0.051,1.123,11470
499,19.568,24.838,3.928,1.202,19.688,27707
2675,131.585,127.126,23.095,6.152,30.97,37049
1856,102.939,89.443,17.324,4.809,14.408,30437.5
1148,66.048,56.288,10.571,2.976,4.519,24979.5
475,25.841,23.306,3.778,1.453,1.002,19278
70,3.296,3.427,0.702,0.19,0.11,24554
27,0.561,1.162,0.35,0.121,1.263,24242
652,27.002,29.607,5.411,2.294,26.612,41711.5
2591,125.603,110.544,23.706,7.004,26.842,38714
2085,106.887,89.292,19.577,6.243,11.943,42994
1181,61.669,52.872,11.022,3.567,3.466,46923
422,19.638,19.468,3.317,1.282,0.932,48717
107,4.088,5.22,0.972,0.431,0.12,69290
30,0.671,1.423,0.331,0.2,1.263,39209
592,24.307,26.591,4.76,2.104,24.257,40464
2210,116.295,94.012,20.319,7.134,22.083,40531
1576,90.976,69.213,14.829,4.91,6.794,42667.5
652,33.765,29.266,5.4,2.405,1.723,60822
131,5.952,6.543,1.232,0.762,0.16,53266
26,0.591,1.353,0.291,0.12,1.192,12536.5
428,17.955,21.681,3.376,1.123,18.436,20931.5
1929,104.863,96.486,18.004,2.946,24.077,15281
1390,83.431,70.526,13.025,2.044,8.868,13625
597,37.182,30.028,4.889,1.052,1.483,12458
69,3.727,3.296,0.671,0.191,0.1,13678
24,0.561,1.022,0.26,0.111,1.152,1339.5
571,22.523,24.388,4.589,1.273,20.269,6255
2686,132.557,108.991,24.748,5.29,24.888,9121
1624,89.033,68.793,15.219,3.477,6.893,10333.5
701,38.224,29.798,5.861,1.472,1.724,18410
142,7.064,7.173,1.263,0.441,0.311,14640
18,0.772,0.871,0.24,0.13,0.04,44860.5
30,0.581,1.353,0.34,0.14,1.382,11823
582,23.927,31.451,4.97,1.322,23.125,16715
2380,119.902,99.342,21.923,5.781,21.431,22216
1669,88.08,71.569,15.981,4.438,9.849,32808
1039,55.216,46.139,9.588,3.036,3.066,37929
232,12.234,10.922,1.863,0.852,0.581,37358.5
65,2.585,3.197,0.641,0.24,0.18,41644
23,0.721,1.062,0.301,0.13,0.04,34550
22,0.471,1.413,0.261,0.151,1.042,49005
490,18.987,22.263,3.857,1.994,17.745,49422.5
2756,133.468,117.668,24.107,8.887,24.597,62340
1759,94.153,75.737,16.102,5.32,9.829,31849
853,49.275,42.332,6.923,2.786,2.144,26718
132,7.114,6.362,1.122,0.461,0.271,31203
18,0.632,0.831,0.271,0.13,0.05,8441
27,0.621,1.192,0.321,0.13,1.323,30681
557,22.884,24.747,4.349,1.643,21.852,30459
2379,118.398,100.534,22.062,6.483,23.325,33490
1680,91.547,72.931,15.871,4.619,6.222,43161
570,30.819,26.18,4.649,1.634,1.413,33593
117,5.65,5.251,1.022,0.441,0.13,50693
6,0.21,0.371,0.161,0.19,0.321,356
150,5.17,7.174,1.252,0.461,6.633,69069.5
2878,140.972,120.112,26.321,6.753,34.728,73581.5
2310,120.443,95.685,21.381,6.923,23.625,23459.5
1465,86.117,61.729,14.077,4.408,7.615,21542
577,34.376,25.359,4.699,1.854,1.953,20686
116,6.502,5.711,0.992,0.37,0.15,27330
19,0.501,0.842,0.261,0.131,1.072,11219
391,16.282,17.705,3.136,1.653,19.879,12316
2209,115.403,91.407,20.43,6.843,24.798,12752
1688,100.605,70.937,16.181,5.219,7.695,17806
713,36.6,31.171,5.981,2.054,1.463,25542
117,5.19,5.611,1.022,0.441,0.13,25354
26,0.501,1.182,0.561,0.141,1.242,11500.5
576,23.115,25.839,4.608,1.192,17.634,19836.5
2697,129.791,114.491,24.578,4.709,24.938,17961
1777,96.336,73.321,16.863,2.695,11.412,10574
889,48.934,37.373,8.025,1.674,2.344,8556
201,10.731,8.446,1.663,0.29,0.551,5924
38,1.533,1.634,0.411,0.06,0.16,2931
16,0.541,0.721,0.18,0.04,0.04,3437
16,0.38,0.791,0.161,0.13,0.731,7923.5
280,11.331,12.033,2.225,0.771,15.45,10927
1789,100.114,73.903,16.872,4.379,24.417,13110
1521,85.516,63.793,14.528,4.319,11.071,21859
944,52.231,40.97,8.576,2.104,2.766,27185.5
312,14.608,14.498,2.545,1.032,0.792,33038.5
75,3.136,4.008,0.731,0.271,0.23,37994
14,0.461,0.681,0.201,0.05,0.04,12867
18,0.461,0.791,0.291,0.06,0.962,14524
357,13.506,15.119,2.816,0.992,18.836,20199
2669,129.15,109.141,24.608,5.21,30.709,20163
1871,99.382,79.935,17.634,4.369,9.589,17779
940,50.548,40.729,8.336,2.134,2.104,24648.5
154,7.184,7.544,1.353,0.401,0.17,32153.5
20,0.561,0.981,0.221,0.12,1.072,16377
465,17.965,21.07,3.727,1.603,18.916,31359
2945,142.646,121.866,27.262,6.843,33.785,25623
1907,103.26,79.464,17.975,3.888,11.843,35106
994,55.507,46.16,9.128,1.923,3.336,15972
311,15.23,13.506,2.545,0.652,0.431,11577
6,0.491,0.361,0.16,0.05,0.031,4392
24,0.611,1.002,0.261,0.13,1.183,38813
517,20.148,23.495,4.168,1.253,24.788,38449
2568,125.723,105.555,23.686,6.664,22.294,34388
1634,86.748,67.861,15.621,4.017,9.658,28942.5
999,53.623,42.572,9.008,2.435,2.855,26240
335,16.873,14.037,2.695,0.731,0.541,17794
28,1.252,1.212,0.31,0.121,0.071,58435.5
30,0.591,1.372,0.311,0.21,1.342,16795.5
667,26.672,29.056,5.701,2.235,25.339,35197
2624,127.386,110.062,24.107,7.064,27.132,46084.5
1930,107.087,84.062,18.055,5.681,11.923,53337
987,55.246,42.983,9.047,2.915,3.758,41425
364,21.181,16.272,2.855,1.012,0.752,34367
40,1.833,1.853,0.4,0.211,0.17,68847
10,0.441,0.512,0.17,0.13,0.03,38772.5
23,0.551,1.182,0.311,0.14,1.072,25331
482,18.977,23.354,3.807,1.744,18.104,35144
2690,132.876,123.088,24.728,6.853,26.601,25721
2071,109.772,98.831,19.308,5.11,10.801,20118
958,52,45.478,8.606,2.484,2.614,25098.5
264,13.215,13.667,2.114,0.631,0.601,27160.5
42,1.933,2.073,0.42,0.08,0.151,60347.5
9,0.431,0.531,0.171,0.04,0.04,18956
20,0.481,0.891,0.221,0.13,1.042,21130.5
356,14.969,15.76,2.856,1.312,18.286,23349
2032,107.989,85.826,18.856,5.691,20.54,23362.5
1530,83.772,63.111,14.649,3.607,8.476,29097
833,45.097,36.07,7.425,2.364,2.816,32366
242,12.264,11.081,2.004,0.802,0.691,32713
46,1.984,2.414,0.461,0.151,0.07,5345
18,0.421,0.842,0.23,0.06,0.881,38561
414,15.36,18.827,3.286,1.092,18.316,78035
3079,154.248,135.191,28.455,8.496,24.598,58538
2640,128.889,112.258,24.307,7.404,15.089,59971
1693,84.533,73.753,16.021,4.599,4.96,55257
564,26.201,25.59,4.659,1.783,1.443,65097
158,7.535,7.495,1.322,0.541,0.181,53358.5
27,0.772,1.522,0.301,0.16,1.183,46042
589,23.525,27.103,4.91,2.765,25.058,145750
2492,123.058,107.618,22.954,7.966,23.926,141034
1643,92.849,72.551,15.55,5.711,9.328,111166
792,43.765,35.879,6.853,2.935,1.714,93436.5
140,6.703,6.904,1.182,0.501,0.15,65551
25,0.711,1.172,0.341,0.18,1.282,24883
551,21.061,24.768,4.519,1.744,17.764,74375
2543,126.956,107.408,23.515,8.226,22.404,129809
1820,97.709,78.462,17.083,6.693,10.631,99233.5
861,50.477,37.532,7.705,3.427,2.795,22736
227,11.953,10.42,1.903,0.752,0.381,14803
13,0.601,0.692,0.21,0.12,0.04,6989
31,0.791,1.473,0.361,0.141,1.493,8107
626,26.952,27.012,5.19,1.393,26.973,12718
1525,91.006,63.794,14.448,3.618,14.649,16302
648,44.767,29.397,5.421,1.833,1.684,20748
84,4.689,3.678,0.791,0.451,0.11,33279.5
28,0.561,1.252,0.311,0.13,1.202,4528
560,22.814,24.819,4.448,1.934,24.367,7197
1946,104.563,81.137,18.106,5.181,17.253,8192.5
757,48.203,32.012,6.423,2.043,1.332,10401
58,3.747,2.755,0.651,0.15,0.09,8841.5
19,0.471,1.142,0.261,0.11,0.932,38691
408,16.251,18.316,3.186,1.252,18.376,44615
2572,131.584,107.789,23.836,7.034,27.463,45046.5
1796,100.134,77.53,16.832,4.739,14.127,47470.5
986,57.642,43.865,9.078,3.046,4.308,52561
342,19.689,15.74,2.725,1.452,0.752,53162.5
40,2.094,1.753,0.38,0.17,0.16,118717
2,0.3,0.15,0.17,0.12,0.03,109336
24,0.882,1.423,0.24,0.141,1.203,19870
530,20.83,23.545,4.279,1.964,19.969,63223.5
2662,134.28,115.152,24.588,8.306,27.974,57304
2164,117.888,93.28,20.139,7.495,15.469,47306.5
1234,72.63,53.734,11.613,4.498,6.272,48804.5
638,34.527,28.555,5.37,2.315,1.653,26075
111,5.651,5.44,1.052,0.43,0.14,35711
18,0.441,1.012,0.25,0.06,1.292,15375.5
408,15.43,18.956,3.256,1.352,18.887,28123.5
2800,135.131,117.788,25.809,7.184,25.84,34099
2121,107.397,96.878,19.688,5.601,11.071,29640
1295,62.171,59.165,12.223,3.025,4.479,26836
533,25.72,25.539,4.278,1.203,0.791,20972
51,2.124,2.616,0.602,0.17,0.181,17034
21,0.602,0.941,0.271,0.15,0.12,33164
21,0.802,0.952,0.221,0.05,0.06,8973
25,0.601,1.112,0.27,0.15,1.202,3030
497,20.63,21.542,3.938,1.463,20.56,7331
1440,84.293,61.258,17.374,4.128,13.977,12795
621,42.272,27.454,5.19,2.655,1.372,13975
70,4.017,3.336,0.691,0.26,0.091,14498.5
16,0.401,0.711,0.18,0.04,0.861,3669.5
297,11.552,13.146,2.395,1.013,13.967,12671
2508,120.763,101.867,23.255,5.15,63.843,16017
1527,86.758,62.972,14.628,2.725,12.114,14025
706,45.668,28.275,5.912,1.212,2.956,4227.5
121,8.106,4.97,1.072,0.261,0.13,2863
21,0.602,1.163,0.29,0.05,1.002,7610
395,15.4,21.331,3.146,1.142,18.465,23336
2463,122.307,122.437,22.604,6.021,25.099,34164
1697,94.483,84.313,16.021,3.998,9.528,31269
788,45.037,38.695,6.763,1.894,2.986,84696.5
219,11.923,11.302,1.833,0.49,0.33,25312
6,0.491,0.35,0.171,0.04,0.04,7373
30,0.821,1.373,0.331,0.15,1.252,18331.5
694,28.947,32.422,5.891,1.653,33.555,35186.5
2733,136.234,124.109,25.028,8.537,33.534,36623
2429,126.715,111.054,22.413,7.384,23.215,61374
1612,91.016,75.787,15.21,5.23,9.949,28236
821,46.881,39.958,7.354,2.414,2.003,21193
162,8.125,8.075,1.443,0.491,0.271,24657.5
4,0.37,0.291,0.131,0.04,0.03,85594.5
25,0.612,1.152,0.27,0.181,1.132,69767
557,22.022,25.45,4.589,1.774,21.502,66383
2755,129.19,120.152,25.299,8.026,25.98,68149
2155,111.907,92.77,20.038,5.732,14.388,56575
1456,77.039,64.284,13.786,3.988,5.511,47693.5
646,32.573,29.126,5.421,1.884,1.974,55531.5
171,7.845,8.105,1.453,0.441,0.401,51835
33,1.333,1.773,0.35,0.13,0.18,19375
6,0.33,0.381,0.17,0.12,0.03,43220
31,1.022,1.372,0.371,0.15,1.383,1239
530,23.225,22.444,4.348,1.613,23.606,6790
1285,79.394,52.962,12.214,3.517,15.58,10340
736,56.008,31.942,6.372,2.465,3.587,18586
185,12.073,8.597,1.563,0.621,0.19,22473
29,0.731,1.663,0.31,0.331,1.373,22449
669,27.423,30.939,5.48,2.245,17.985,43203
2680,136.303,114.812,24.618,8.256,21.962,62506
2176,116.665,95.745,20.069,6.142,10.55,71459.5
1109,59.124,49.205,14.458,2.986,3.437,60747
350,16.883,15.69,2.816,1.012,0.541,64597.5
31,1.272,1.613,0.361,0.17,0.069,25644
27,0.671,1.352,0.35,0.131,1.262,1821
561,22.985,24.097,4.528,1.624,21.611,4586
1845,100.244,76.518,17.484,3.898,14.177,5353
964,54.987,39.997,8.857,3.246,2.064,7890.5
172,9.097,8.026,1.453,0.47,0.25,11578
13,0.481,0.681,0.21,0.14,0.03,19568
21,0.561,1.172,0.281,0.11,1.032,11079
472,18.085,21.562,3.687,1.172,18.797,29504.5
2682,132.937,114.441,25.088,6.052,25.129,35666
2302,116.796,97.318,21.311,5.44,13.306,45464.5
1606,78.943,70.857,15.35,4.209,6.653,48075.5
900,41,40.248,7.976,2.314,2.064,60238
216,9.018,10.009,1.783,1.021,0.51,40152.5
49,1.684,2.495,0.511,0.16,0.431,40590
68,2.505,3.277,0.641,0.251,0.29,47679
33,1.042,1.443,0.341,0.14,0.05,39870
21,0.541,1.182,0.301,0.06,1.032,543
266,12.023,14.287,2.174,0.702,14.438,3489
1011,69.765,51.239,9.228,1.653,12.484,6710
475,36.22,24.196,3.838,0.902,1.703,9339
105,5.671,5.22,0.931,0.361,0.14,19923
24,0.521,1.072,0.26,0.261,1.122,11417.5
511,20.279,23.105,4.058,2.094,22.263,24836
2065,110.524,90.515,19.177,6.954,16.942,32079
1025,62.009,45.528,9.368,3.928,3.186,31467
272,14.869,12.885,2.154,1.062,0.531,45183
50,1.994,2.405,0.521,0.23,0.15,48951
13,0.571,0.621,0.2,0.14,0.03,31509
26,0.631,1.172,0.321,0.12,1.173,15225.5
