nfilter,t1,t2,t3,t4,t5
1283,68.993,58.983,10.901,4.338,3.987
440,22.513,20.288,3.506,1.834,0.752
47,1.974,2.454,0.49,0.29,0.08
30,0.631,1.393,0.351,0.131,1.292
642,25.78,28.776,5.09,1.903,19.287
2783,134.068,114.461,24.086,6.733,21.772
2106,106.316,89.092,16.682,5.31,8.667
974,50.327,41.991,7.564,2.104,2.093
274,11.852,13.275,2.214,0.741,0.662
82,3.266,3.587,0.762,0.25,0.281
27,1.102,1.513,0.351,0.13,0.05
25,0.571,1.152,0.341,0.06,1.172
543,20.99,24.097,4.258,1.393,19.057
2622,128.438,105.804,20.7,4.469,26.541
2058,109.662,83.872,19.117,4.548,12.003
989,55.186,40.969,8.947,1.964,2.856
255,12.624,11.793,2.084,0.621,0.511
27,1.032,1.263,0.341,0.12,0.16
25,0.621,1.142,0.26,0.12,0.05
17,0.451,0.711,0.301,0.12,0.922
330,12.845,15.74,2.656,1.312,19.247
1523,90.885,64.525,14.287,5.25,23.755
484,41.389,21.731,3.817,2.044,2.715
81,7.755,3.416,0.782,0.341,0.1
21,0.511,1.002,0.251,0.13,0.982
387,15.58,19.086,3.136,1.293,17.374
1840,98.691,86.226,17.093,5.621,20.128
1074,63.783,51.289,9.739,3.677,5.38
364,20.88,17.824,2.876,1.283,0.571
33,1.252,1.783,0.351,0.15,0.06
24,0.561,1.032,0.251,0.14,1.122
472,19.337,19.979,3.787,1.513,18.015
2291,125.692,94.642,19.868,4.849,24.247
1169,73.181,48.343,9.989,2.756,4.348
287,18.095,12.393,2.324,0.691,0.281
9,0.27,0.752,0.14,0.04,0.511
117,4.599,5.361,1.012,0.3,4.77
1408,75.255,58.633,12.074,3.797,33.505
780,54.415,31.481,6.232,1.774,8.427
412,27.784,17.463,3.216,0.681,1.834
135,7.935,6.252,1.222,0.34,0.3
11,0.672,0.531,0.19,0.05,0.04
32,0.831,1.472,0.33,0.14,1.643
734,29.036,34.226,5.912,2.014,26.712
2875,137.425,124.039,24.868,7.214,25.94
2233,115.774,99.031,19.317,6.121,13.136
1246,65.957,56.299,10.65,3.406,4.519
483,24.568,22.684,3.837,1.443,0.992
99,4.078,5.23,0.922,0.261,0.36
52,1.764,2.555,0.511,0.16,0.18
10,0.391,0.521,0.19,0.13,0.041
18,0.441,1.052,0.271,0.13,0.812
411,15.169,20.129,3.276,1.412,16.742
2987,142.906,132.846,25.89,8.166,30.619
2298,116.104,103.409,19.849,6.683,10.941
1181,61.829,53.412,9.999,2.986,3.286
346,16.782,17.053,2.775,1.303,0.541
38,1.573,1.904,0.411,0.14,0.16
16,0.49,1.112,0.19,0.05,0.151
22,0.581,1.212,0.241,0.15,0.171
22,0.47,1.232,0.22,0.12,0.07
21,0.452,0.922,0.241,0.05,1.042
465,18.285,18.946,3.717,1.293,17.494
2303,116.484,92.018,19.958,4.75,20.058
1425,78.801,57.952,12.263,3.327,5.24
493,25.639,21.02,3.857,1.352,0.961
66,2.765,2.726,0.662,0.21,0.09
25,0.561,1.102,0.28,0.11,1.132
470,19.227,20.399,3.768,1.082,21.732
1720,94.422,69.805,14.789,3.026,15.209
823,50.247,34.275,6.693,1.633,2.896
167,9.718,7.234,1.432,0.331,0.19
22,0.551,1.313,0.261,0.131,1.042
517,20.289,23.546,4.158,1.603,19.277
2651,127.446,111.775,22.925,8.256,20.89
1778,93.55,82.609,15.31,5.16,6.513
614,32.934,27.603,4.809,2.184,1.183
71,3.056,3.366,0.691,0.321,0.09
10,0.271,0.491,0.16,0.051,0.48
203,6.914,8.436,1.684,0.501,11.001
999,65.336,39.597,8.236,1.482,21
487,40.889,19.938,3.867,1.062,5.069
191,14.388,8.096,1.573,0.341,0.391
12,0.751,0.581,0.191,0.05,0.04
24,0.671,1.272,0.291,0.14,1.202
423,17.674,19.818,3.377,1.543,18.445
2146,111.234,95.904,18.575,6.393,23.986
1663,91.347,76.598,14.277,4.569,9.388
936,50.658,43.052,7.684,2.415,3.146
360,17.274,17.023,2.855,1.754,0.842
53,2.555,2.675,0.561,0.451,0.161
17,0.652,0.821,0.25,0.06,0.05
26,0.641,1.083,0.301,0.121,1.223
488,20.94,21.252,3.807,1.342,25.108
2000,106.886,82.038,17.153,5.11,24.988
1323,79.454,54.505,11.282,2.815,8.035
545,35.569,23.495,4.309,1.343,1.153
71,3.837,3.677,0.681,0.161,0.091
25,0.641,1.152,0.28,0.14,1.112
501,20.89,21.792,3.948,1.483,23.325
2042,108.85,86.296,17.684,4.339,17.605
1257,68.443,55.527,10.731,2.876,4.729
332,18.345,15.359,2.635,0.851,0.682
70,2.565,3.436,0.692,0.17,0.09
29,0.661,1.273,0.32,0.13,1.162
651,26.511,29.237,5.17,1.673,24.237
2688,131.243,114.992,23.345,7.474,22.313
1923,98.39,82.238,18.155,5.821,9.629
952,49.265,42.201,8.546,3.487,2.675
336,15.25,15.078,2.666,1.102,0.651
71,2.656,3.025,0.701,0.25,0.09
14,0.38,0.772,0.18,0.05,0.651
359,13.005,15.6,2.925,0.782,19.577
2585,128.307,101.266,23.626,4.98,30.349
1694,97.768,68.402,15.83,3.678,10.75
920,51.749,38.644,8.256,2.365,3.557
289,15.811,12.574,2.375,0.781,0.491
15,0.55,0.962,0.211,0.12,0.04
21,0.501,0.942,0.291,0.161,0.952
463,17.524,21.261,4.078,2.024,19.097
2585,127.766,111.054,22.383,7.535,28.755
1767,96.727,71.789,15.169,4.88,12.494
836,48.083,35.308,6.763,2.695,2.204
137,7.194,6.182,1.233,0.48,0.28
18,0.631,0.791,0.281,0.28,0.041
24,0.511,1.312,0.27,0.12,1.091
451,18.315,19.448,3.617,1.042,20.189
1911,100.734,76.688,16.441,3.276,19.297
1061,62.521,45.057,9.749,2.455,5.741
349,21.632,14.729,2.855,1.022,0.681
20,1.192,0.872,0.22,0.051,0.04
19,0.561,0.882,0.27,0.131,0.891
388,15.83,18.586,3.046,1.042,17.314
2351,120.322,102.227,21.472,5.29,19.778
1421,77.249,62.18,13.356,3.266,6.803
599,32.332,26.431,4.92,1.042,2.004
216,10.57,9.748,1.754,0.381,0.361
22,0.942,1.203,0.29,0.05,0.049
31,0.591,1.373,0.361,0.12,1.373
656,26.25,27.523,5.52,1.263,22.644
2488,122.837,100.905,22.814,5.01,25.198
2034,107.126,85.656,18.906,4.769,12.033
1177,62.711,52.031,10.951,2.815,4.559
423,23.205,19.257,3.366,1.443,0.992
79,3.607,3.828,0.781,0.191,0.33
7,0.5,0.381,0.171,0.11,0.04
21,0.551,0.921,0.25,0.13,1.002
525,19.658,23.926,4.198,1.713,22.603
3088,146.022,125.492,28.185,7.514,32.893
2513,128.758,102.728,23.074,5.842,17.023
1521,82.338,63.713,14.327,3.566,5.099
524,26.261,22.474,4.208,1.473,1.132
92,4.208,4.639,0.831,0.19,0.11
22,0.581,0.972,0.251,0.161,1.072
473,19.097,21.351,3.838,1.793,17.604
2610,129.87,109.712,24.007,8.467,23.014
1935,104.19,81.697,17.914,5.921,10.611
1055,56.289,52.962,9.528,3.436,3.277
275,14.638,12.444,2.225,1.202,0.692
64,2.686,3.146,0.601,0.251,0.08
21,0.521,0.922,0.261,0.151,0.972
497,20.339,22.343,3.928,1.894,22.754
2598,128.938,110.062,23.706,7.254,28.445
1948,103.7,82.098,18.175,5.251,11.462
920,49.946,40.038,8.186,2.735,2.795
336,15.329,15.199,2.665,1.012,0.391
17,0.631,0.802,0.28,0.049,0.05
23,0.521,1.342,0.28,0.151,1.092
533,21.101,23.545,4.278,1.313,25.439
2566,127.586,104.03,22.212,6.151,25.178
1978,107.037,84.413,17.063,4.849,10.721
973,53.103,42.081,8.116,1.994,1.583
110,5.581,5.16,1.012,0.361,0.42
41,1.703,2.104,0.431,0.2,0.07
26,0.671,1.393,0.311,0.131,1.192
567,22.694,24.948,4.538,2.225,22.303
2501,125.812,103.59,22.864,6.583,23.916
1673,93.5,69.674,15.65,4.389,7.715
678,36.521,29.797,5.611,1.463,1.032
75,2.986,3.618,0.781,0.291,0.09
23,0.501,1.072,0.291,0.07,1.022
494,18.876,23.305,3.907,1.202,22.744
2409,121.564,106.436,22.173,5.731,25.188
1806,97.187,82.029,16.762,4.739,10.841
890,50.778,41.51,7.835,2.375,2.344
203,10.981,9.919,1.703,1.002,0.22
14,0.37,0.722,0.18,0.121,0.712
255,9.007,11.643,2.094,0.661,13.536
2043,104.651,84.834,18.957,4.399,22.423
1473,79.754,61.438,13.877,3.577,7.515
799,42.783,34.216,6.913,1.523,1.714
178,7.554,7.875,1.513,0.25,0.411
21,0.892,0.962,0.271,0.05,0.05
14,0.291,0.681,0.18,0.12,0.621
309,11.833,13.978,2.514,0.982,14.609
2409,117.446,97.468,22.092,6.773,24.707
1659,126.755,68.902,14.318,4.489,8.376
728,41.4,33.334,5.871,2.465,1.784
148,7.023,6.622,1.262,0.461,0.16
14,0.331,0.661,0.18,0.15,0.642
193,8.075,9.187,1.653,0.742,9.749
1295,78.862,57.912,11.062,5.25,17.764
865,56.62,39.025,7.034,2.785,6.152
466,26.531,21.401,3.737,1.283,1.844
216,9.89,10.31,1.733,0.621,1.082
155,6.162,7.024,1.343,0.431,0.551
39,1.874,1.693,0.451,0.231,0.07
14,0.341,0.831,0.191,0.14,0.611
247,9.819,12.724,1.994,0.852,13.646
1985,107.277,96.316,18.516,7.274,25.84
1245,75.977,60.567,11.663,4.148,6.543
644,36.21,31.1,5.341,2.104,1.904
153,7.655,7.655,1.282,0.491,0.321
26,0.721,1.242,0.331,0.14,0.07
17,0.4,0.722,0.25,0.171,0.861
362,14.188,16.652,2.966,1.273,17.554
2661,131.964,111.485,24.527,7.845,22.934
1782,95.764,75.535,16.802,5.641,12.524
1088,62.22,47.261,9.939,3.347,2.615
208,11.462,9.659,1.743,0.681,0.821
59,2.825,2.634,0.622,0.23,0.181
12,0.571,0.922,0.17,0.11,0.04
18,0.431,0.882,0.25,0.161,0.881
386,14.838,19.578,3.367,1.623,20.239
2315,116.244,109.211,21.232,7.394,25.339
1354,76.878,63.353,12.654,3.928,5.781
429,25.239,19.438,3.446,1.172,0.791
53,2.345,2.445,0.581,0.231,0.08
18,0.451,0.922,0.24,0.13,0.931
353,13.907,17.995,2.855,1.583,19.608
1776,98.28,87.259,16.632,4.689,18.145
662,48.614,33.395,5.19,2.344,2.414
119,7.675,6.241,1.071,0.39,0.14
30,0.782,1.332,0.321,0.15,1.282
631,26.421,28.966,4.95,2.314,28.876
2330,119.521,98.981,18.556,7.144,21.141
1289,75.826,55.808,10.12,4.138,3.547
292,15.51,13.306,2.384,0.951,0.291
24,0.601,1.072,0.28,0.06,1.122
507,19.859,21.431,4.057,1.393,21.021
2355,119.74,95.535,21.612,3.958,21.692
1727,96.225,71.819,16.04,3.075,8.746
893,47.501,37.052,7.895,1.714,1.974
184,8.356,8.397,1.563,0.411,0.612
44,1.823,1.934,0.431,0.15,0.19
22,0.702,0.972,0.301,0.05,0.06
18,0.431,0.802,0.22,0.111,0.922
308,11.513,13.967,2.465,0.972,12.494
2068,106.385,83.451,19.167,5.18,22.433
1731,92.759,71.788,16.262,3.837,10.68
990,51.679,41.72,9.058,2.635,3.447
307,15.189,14.017,2.545,0.821,0.57
54,2.655,2.415,0.531,0.18,0.381
14,0.892,0.681,0.191,0.12,0.12
13,0.481,0.612,0.191,0.05,0.161
14,0.642,0.631,0.171,0.051,0.06
28,0.832,1.342,0.3,0.14,1.203
599,23.946,27.493,4.749,2.254,15.199
2984,145.851,123.228,25.81,7.114,32.492
2185,119.36,90.224,18.887,5.37,15.68
1302,72.71,55.938,11.131,3.486,5.74
560,29.967,25.539,4.379,1.773,1.253
97,4.478,4.679,0.902,0.371,0.111
32,0.801,1.382,0.33,0.13,1.532
653,26.762,29.025,5.17,2.093,18.345
2275,113.589,94.302,19.718,5.871,19.297
1488,81.467,62.861,12.794,3.627,8.797
628,36.992,27.743,4.929,2.024,2.295
143,8.095,6.332,1.252,0.391,0.441
27,1.343,1.473,0.32,0.131,0.27
18,1.152,0.831,0.241,0.13,0.05
27,0.672,1.193,0.311,0.14,1.182
549,22.684,24.477,4.329,2.244,24.007
2444,123.899,100.754,21.13,6.944,22.112
1559,88.18,65.015,12.214,4.539,6.893
559,31.752,23.936,4.389,1.703,1.383
56,2.965,2.735,0.551,0.231,0.08
29,0.691,1.273,0.321,0.061,1.282
574,23.646,24.407,4.549,1.062,19.999
2301,118.729,90.925,18.145,4.088,21.211
1708,89.032,70.556,13.366,3.477,9.688
1231,63.422,52.121,9.618,3.086,4.989
625,30.169,27.513,4.919,2.044,1.383
163,6.773,7.674,1.432,0.561,0.461
51,1.883,2.554,0.541,0.271,0.21
24,0.982,1.093,0.27,0.131,0.14
17,0.541,1.062,0.261,0.12,0.2
34,1.233,1.433,0.36,0.14,0.06
13,0.261,0.781,0.201,0.04,0.611
269,10.21,14.158,2.194,0.952,14.688
2329,130.021,110.343,20.21,6.542,29.557
1588,88.981,75.114,13.617,5.019,9.558
788,45.458,38.555,6.332,2.615,1.463
117,5.11,5.912,1.062,0.401,0.13
17,0.411,0.942,0.231,0.05,0.812
335,12.475,14.197,2.645,0.601,17.904
1843,98.37,71.638,15.95,2.234,23.866
1347,76.578,54.325,11.623,1.984,10.751
841,49.144,34.297,6.873,1.413,3.156
231,11.863,10.279,1.914,0.311,0.501
40,1.863,1.743,0.431,0.14,0.211
20,0.811,1.192,0.25,0.04,0.16
16,0.441,1.032,0.19,0.04,0.05
25,0.651,1.253,0.3,0.13,1.092
506,20.95,24.266,3.978,2.064,21.642
2270,115.423,102.889,19.598,6.442,20.79
1413,80.375,65.105,12.153,4.238,6.723
567,31.832,27.463,4.489,2.264,1.142
59,3.116,2.936,0.581,0.25,0.25
16,0.742,0.842,0.231,0.14,0.14
13,0.451,0.652,0.18,0.14,0.19
27,1.282,1.603,0.321,0.16,0.05
23,0.642,1.162,0.291,0.13,1.032
564,22.263,27.734,4.398,1.693,22.082
2675,132.335,117.807,23.095,7.344,27.272
2033,106.836,90.174,17.604,5.851,10.61
930,49.716,42.432,7.595,2.705,2.345
211,10.2,9.709,1.733,0.702,0.731
82,3.366,4.158,0.781,0.28,0.221
14,0.501,0.681,0.211,0.121,0.06
19,0.552,0.881,0.29,0.07,0.872
449,16.742,19.357,3.687,1.343,18.325
2487,123.087,100.033,21.591,5.02,22.984
1530,84.873,62.781,13.205,3.407,6.352
600,31.962,26.21,4.719,1.072,0.862
30,1.653,1.543,0.331,0.131,0.061
27,0.691,1.223,0.3,0.12,1.182
569,23.535,24.978,4.539,1.944,23.294
2585,128.939,107.627,22.363,6.642,26.851
1822,103.51,79.142,15.61,5.34,10.21
876,50.988,39.025,7.134,3.016,2.805
232,11.994,10.931,1.874,0.821,0.361
11,0.561,0.551,0.23,0.13,0.04
31,0.681,1.363,0.36,0.06,1.362
633,25.659,27.393,5.01,1.272,21.672
2151,118.639,86.236,18.566,4.448,26.963
1616,90.645,67.45,13.867,3.507,12.264
1025,56.289,44.717,8.466,2.715,4.018
449,21.993,20.389,3.537,1.523,0.872
62,2.695,2.696,1.022,0.23,0.191
14,0.491,0.771,0.181,0.12,0.05
28,0.661,1.222,0.311,0.13,1.253
588,24.357,26.07,4.649,2.075,24.246
2633,131.624,109.782,22.804,6.682,23.455
1647,92.979,70.476,14.147,4.799,5.641
619,32.333,27.774,4.889,1.613,0.901
52,2.314,2.335,0.521,0.24,0.071
26,0.531,1.172,0.3,0.131,1.142
594,23.525,26.862,4.689,2.304,20.209
2395,122.106,103.971,20.74,7.564,19.838
1304,75.165,58.783,11.112,3.757,3.136
282,14.608,12.875,2.274,1.012,0.41
12,0.532,0.591,0.17,0.121,0.049
25,0.621,1.353,0.28,0.05,1.182
527,20.76,22.814,4.168,1.483,26.481
2133,112.907,87.208,19.798,5.431,24.206
1417,78.601,57.651,13.225,3.587,8.176
711,38.785,30.83,5.991,1.783,2.655
253,12.254,11.362,2.043,0.661,0.872
70,3.256,3.206,0.722,0.32,0.271
27,1.022,1.523,0.331,0.11,0.221
10,0.521,0.531,0.17,0.12,0.04
27,0.561,1.162,0.281,0.13,1.323
493,20.87,22.133,3.928,1.182,19.578
2321,118.008,97.518,21.311,5.651,26.871
1875,103.248,80.425,15.079,5.611,10.2
788,44.616,35.018,6.092,2.655,1.182
96,4.078,4.569,0.861,0.39,0.111
32,0.822,1.392,0.32,0.12,1.453
753,31.06,32.553,5.832,2.474,28.063
2651,129.89,112.457,20.96,7.314,27.473
2109,111.725,89.021,16.592,5.641,12.124
1229,64.254,53.914,10.491,3.306,3.256
315,14.829,14.569,2.524,1.092,0.501
37,1.313,1.773,0.441,0.21,0.19
17,0.631,0.772,0.24,0.11,0.04
23,0.471,1.153,0.301,0.13,0.941
411,16.622,18.706,3.276,1.213,17.363
2146,112.056,90.435,18.545,5.851,18.455
1229,68.873,53.032,10.42,3.347,4.298
404,21.461,18.716,3.207,1.152,0.471
7,0.501,0.401,0.2,0.11,0.04
30,0.641,1.613,0.34,0.151,1.313
687,28.225,31.751,5.461,2.224,18.506
2507,122.817,105.874,21.651,6.323,21.713
1698,91.586,73.431,14.589,4.148,7.895
734,39.476,33.175,5.881,1.503,1.533
154,7.134,6.954,1.343,0.451,0.561
39,2.014,1.784,0.461,0.07,0.07
27,0.611,1.212,0.371,0.06,1.283
543,21.511,24.708,4.389,1.563,24.267
2553,124.129,104.341,22.113,5.23,25.329
1898,97.318,77.439,16.421,3.998,9.258
1036,54.616,43.814,8.587,2.124,5.28
507,26.31,22.162,3.977,1.383,1.673
182,8.557,8.116,1.573,0.351,0.461
24,1.232,1.082,0.27,0.12,0.05
21,0.581,1.032,0.261,0.13,0.972
473,17.514,21.131,3.767,1.734,20.6
2533,124.63,104.512,22.333,6.563,24.537
1828,97.869,77.37,15.7,5.872,13.417
1208,67.701,52.751,10.2,4.058,5.821
614,32.913,27.553,4.819,1.814,1.993
200,9.91,9.058,1.693,0.651,0.531
49,1.844,2.435,0.571,0.15,0.07
25,0.501,1.122,0.281,0.15,1.232
514,21.13,25.509,4.058,1.523,21.101
2367,121.464,114.32,20.61,5.811,22.704
1488,83.832,74.043,12.805,4.218,8.576
747,41.63,36.651,6.022,2.134,2.305
183,9.247,9.318,1.543,0.551,0.22
25,0.681,1.243,0.27,0.13,1.142
509,21.071,22.563,4.068,1.443,21.712
2779,133.347,114.581,24.728,6.783,29.367
2434,128.798,100.964,21.13,5.881,18.145
1342,74.563,58.413,11.612,3.066,4.659
394,20.7,17.574,3.137,1.022,0.671
37,1.613,1.633,0.401,0.31,0.06
13,0.321,0.541,0.17,0.04,0.701
244,8.867,10.47,2.024,0.471,10.23
1960,106.276,77.029,16.993,2.765,31.1
1173,74.333,45.788,10.019,1.382,8.096
424,26.782,17.193,3.407,0.671,1.223
72,3.967,2.975,0.662,0.37,0.101
20,0.641,0.902,0.231,0.361,0.962
429,16.592,19.347,3.407,1.192,18.646
3000,142.364,121.805,26.02,6.964,30.308
2492,128.538,103.74,21.542,6.643,17.073
1401,79.162,59.966,12.023,3.707,4.489
369,20.399,16.311,2.976,1.382,0.641
48,2.194,2.465,0.451,0.23,0.25
17,0.962,0.762,0.27,0.141,0.05
24,0.571,1.042,0.25,0.12,1.122
559,22.303,24.407,4.449,1.483,21.431
2628,130.311,108.249,22.704,5.15,24.207
2098,109.181,87.238,18.195,4.459,14.608
1426,76.647,59.144,12.263,3.557,6.332
596,31.17,26.171,4.669,1.743,1.142
92,4.438,4.459,0.832,0.27,0.11
22,0.551,1.243,0.281,0.12,0.981
430,16.823,18.486,3.417,0.672,20.88
1986,105.925,81.017,17.133,3.406,26.391
1124,71.558,46.349,9.418,2.254,6.873
382,24.127,15.65,3.097,0.672,1.262
90,4.96,4.409,0.851,0.25,0.201
6,0.381,0.33,0.141,0.11,0.03
26,0.622,1.152,0.3,0.13,1.232
463,20.629,19.709,3.747,1.483,20.299
1829,101.015,75.065,15.7,5.44,17.033
827,51.96,35.809,6.733,2.485,2.334
152,8.486,6.984,1.282,0.401,0.17
29,0.651,1.513,0.31,0.131,1.262
624,25.369,27.804,4.99,2.525,23.896
2547,129.329,107.778,23.345,7.174,24.256
1489,90.214,64.535,14.027,4.509,5.22
515,27.052,23.395,4.128,1.834,0.782
19,0.911,0.932,0.28,0.06,0.051
21,0.521,0.902,0.27,0.05,1.062
442,17.874,18.175,3.487,1.142,16.321
2637,129.209,104.702,24.076,5.561,25.159
2003,104.041,82.479,18.436,4.388,11.252
1228,63.472,52.391,10.45,2.896,4.098
446,21.602,19.909,3.546,0.982,0.692
49,2.094,2.525,0.511,0.22,0.081
22,0.561,0.962,0.27,0.121,1.062
430,16.752,17.984,3.437,0.581,19.588
2063,107.627,82.719,17.874,3.687,23.826
1069,66.819,42.482,9.077,2.084,6.643
472,29.697,19.468,3.737,0.791,2.004
108,6.293,5.019,0.941,0.26,0.12
32,0.782,1.583,0.32,0.061,1.452
709,29.016,29.276,5.661,1.543,18.115
2659,129.39,102.959,23.105,3.757,25.499
1909,100.945,74.314,16.492,3.336,10.891
1021,53.964,41.229,8.497,1.733,2.485
200,9.729,9.288,1.724,0.27,0.221
29,0.591,1.173,0.34,0.131,1.312
624,25.529,26.962,4.9,2.205,25.79
2604,128.898,104.772,22.513,6.392,22.483
1589,87.229,67.931,13.626,4.559,5.651
556,28.174,25.068,4.369,1.954,0.931
68,2.796,3.377,0.661,0.24,0.1
24,0.551,0.981,0.271,0.05,1.193
535,20.76,21.031,4.299,0.892,22.112
2610,128.818,98.099,23.936,3.076,27.914
1800,98.76,70.205,16.733,2.514,8.546
761,41.34,30.699,6.563,1.253,1.723
129,6.222,5.411,1.152,0.21,0.15
27,0.651,1.422,0.33,0.13,1.243
572,22.734,26.742,4.599,1.863,22.404
2412,118.949,104.281,22.273,6.993,24.096
1504,91.386,66.057,12.875,4.359,7.324
606,34.897,27.272,4.84,1.683,1.894
168,8.015,7.735,1.403,0.441,0.411
31,1.182,1.773,0.371,0.12,0.06
29,0.772,1.252,0.321,0.06,1.303
593,23.665,25.89,4.709,1.783,25.65
2430,121.234,98.65,20.98,5.731,23.155
1597,88.03,65.386,13.696,3.817,7.355
617,34.476,26.641,4.99,1.393,1.293
81,4.409,3.607,0.791,0.23,0.19
16,0.53,0.741,0.191,0.04,0.05
27,0.741,1.193,0.31,0.121,1.122
565,22.563,24.697,4.548,1.814,19.738
2482,125.272,100.374,22.654,6.722,18.796
1720,90.074,71.999,15.951,5,4.549
541,27.012,24.197,4.328,1.593,0.972
61,3.146,2.645,0.651,0.471,0.18
11,0.561,0.481,0.22,0.05,0.04
30,0.842,1.462,0.33,0.141,1.342
719,28.635,36.039,6.041,2.465,26.701
2646,129.1,122.877,24.277,8.767,26.201
1712,94.281,79.162,13.385,5.511,8.727
671,38.444,31.33,5.24,2.395,1.814
128,6.773,6.282,1.112,0.501,0.211
20,0.601,1.473,0.291,0.06,0.05
31,0.721,1.714,0.341,0.12,1.322
622,26.632,27.042,4.9,1.252,22.323
2363,120.513,95.745,18.676,4.699,19.708
1575,86.898,65.878,12.364,3.287,5.06
459,25.078,20.78,3.667,0.982,1.192
131,5.401,6.062,1.142,0.29,0.271
11,0.581,0.521,0.181,0.04,0.04
17,0.461,0.872,0.25,0.061,0.862
370,14.578,16.602,2.965,1.172,17.113
2448,122.366,102.026,22.424,5.35,23.435
1477,83.901,61.949,13.957,3.517,7.745
646,35.388,29.847,5.44,2.114,2.124
222,10.37,10.59,1.814,0.771,0.441
44,1.744,2.324,0.45,0.231,0.07
27,0.601,1.633,0.32,0.15,1.222
576,23.295,27.704,4.679,1.984,23.064
2811,135.933,126.273,25.729,9.208,31.681
2128,120.422,94.362,18.315,7.263,15.2
1381,75.425,62.771,11.793,4.909,5.781
499,26.3,22.924,3.958,2.024,1.072
104,4.569,4.709,0.892,0.461,0.12
21,0.471,1.303,0.29,0.13,0.982
487,18.265,22.093,3.918,1.272,20.419
2767,133.808,113.95,23.926,5.561,25.639
1904,97.357,79.443,17.674,4.158,9.539
815,45.778,34.626,7.144,1.634,1.703
98,5.29,4.739,0.921,0.19,0.221
15,0.541,0.801,0.241,0.06,0.05
29,0.551,1.343,0.371,0.14,1.303
494,21.14,21.17,3.877,1.573,21.261
1508,84.503,60.757,14.127,3.456,16.181
859,51.84,35.869,7.524,2.144,3.487
259,13.506,11.532,2.114,0.541,0.271
29,0.742,1.182,0.311,0.13,1.353
646,25.389,28.224,5.281,1.413,25.329
2497,122.826,102.207,22.864,5.521,20.8
1497,81.056,63.071,14.057,3.016,6.203
617,32.202,26.081,5.109,1.143,1.402
104,5.17,5.07,0.922,0.19,0.221
19,0.591,0.902,0.36,0.06,0.05
31,0.772,1.393,0.361,0.14,1.342
654,26.862,29.697,5.491,2.334,26.512
2272,117.157,96.146,20.941,6.352,20.53
1621,86.366,70.977,15.169,4.599,6.793
715,35.419,32.613,6.092,2.334,2.115
287,12.704,13.626,2.294,1.182,0.651
60,2.455,2.846,0.601,0.251,0.081
23,0.551,1.132,0.281,0.13,1.112
518,20.84,23.636,4.107,1.734,23.445
2578,128.518,109.1,23.606,6.502,21.571
1734,93.911,73.411,16.081,4.679,7.764
781,42.573,34.176,6.753,1.754,1.222
89,3.968,4.429,0.821,0.331,0.11
20,0.532,0.942,0.241,0.13,0.972
381,15.059,18.746,3.046,1.333,17.543
2046,107.388,94.663,19.037,7.114,27.693
1129,70.686,61.579,10.38,3.547,9.188
577,36.229,29.056,4.679,1.874,1.874
121,6.503,6.202,1.072,0.561,0.141
21,0.632,0.922,0.281,0.11,0.912
401,16.091,18.887,3.256,1.072,21.422
2541,124.861,105.894,23.224,5.912,28.455
1666,93.139,70.446,15.56,3.857,12.034
769,47.071,33.344,6.643,1.613,2.214
180,8.897,8.386,1.493,0.391,0.341
17,0.611,0.972,0.261,0.12,0.04
32,0.721,1.402,0.33,0.14,1.412
686,27.734,30.719,5.742,2.384,23.866
2417,120.292,103.99,22.262,6.612,20.77
1836,94.311,78.862,17.113,4.849,9.147
887,45.939,38.996,7.824,2.454,2.315
197,9.118,9.238,1.683,0.591,0.211
32,0.691,1.523,0.321,0.14,1.313
660,27.373,30.479,5.48,2.374,19.448
2409,120.252,104.141,22.303,6.763,20.76
1804,93.05,78.121,15.48,5.451,8.496
1091,55.577,48.684,9.127,3.157,3.346
298,14.227,13.436,2.415,1.192,0.441
43,1.513,1.884,0.471,0.491,0.07
20,0.461,0.822,0.3,0.05,0.931
316,12.904,12.965,2.515,0.531,17.383
1329,80.335,51.9,11.542,1.714,15.49
793,48.794,31.601,6.482,1.022,2.846
216,12.033,8.547,1.743,0.221,0.451
17,0.872,0.701,0.251,0.051,0.05
23,0.541,0.982,0.281,0.13,1.122
370,16.051,14.798,2.936,0.892,17.153
1285,76.958,50.527,11.091,1.964,22.133
775,55.247,30.819,6.242,1.603,6.553
274,21.542,11.592,2.214,0.592,0.461
16,0.992,0.771,0.221,0.12,0.05
19,0.511,0.982,0.25,0.069,0.862
421,15.991,17.794,3.356,0.962,20.34
2276,118.408,90.163,19.729,3.037,26.371
1038,67.37,40.889,8.687,1.523,3.677
200,12.193,8.727,1.693,0.261,0.22
15,0.371,0.682,0.201,0.12,0.582
300,11.182,13.535,2.404,0.922,14.729
2125,110.553,87.469,18.306,5.691,25.228
1561,89.142,72.209,14.488,3.948,8.005
856,43.123,37.553,7.474,2.445,1.663
170,7.094,7.835,1.452,0.671,0.32
14,0.481,0.702,0.2,0.121,0.041
22,0.531,1.183,0.251,0.16,1.052
417,16.922,21.282,3.326,1.853,20.038
1996,107.297,97.628,18.416,6.132,20.229
1185,69.875,58.733,11.081,3.958,3.117
212,12.354,10.68,1.764,0.822,0.45
19,0.921,0.982,0.301,0.06,0.05
32,0.722,1.252,0.311,0.06,1.402
