nfilter,t1,t2,t3,t4,t5
784,32.022,34.347,6.322,3.156,24.848
2750,134.76,112.627,23.785,8.165,21.061
1599,86.237,66.438,13.787,5.561,5.48
476,26.171,21.742,3.747,1.733,1.132
69,3.226,3.256,0.671,0.541,0.14
16,0.491,0.761,0.21,0.13,0.05
18,0.491,0.831,0.251,0.13,0.922
401,15.67,17.624,3.236,1.002,17.874
2998,142.094,123.158,25.99,6.412,29.307
2285,117.106,95.374,21.141,4.299,14.237
1222,67.44,50.457,11.602,2.254,3.727
327,16.131,14.187,2.716,0.512,0.431
20,0.782,0.862,0.24,0.049,0.05
23,0.681,1.122,0.281,0.06,1.062
511,20.059,24.738,4.098,1.312,19.237
2080,111.394,104.421,19.287,4.078,16.461
1056,63.662,51.93,9.629,2.234,3.046
194,10.971,9.809,1.653,0.401,0.21
28,0.721,1.212,0.281,0.461,1.342
638,24.928,27.403,5.29,2.555,21.372
2751,135.772,114.721,25.069,9.148,21.641
1496,82.528,62.4,11.783,4.779,4.82
457,22.964,19.919,3.647,1.773,1.132
128,5.451,5.791,1.062,0.451,0.15
30,0.712,1.503,0.331,0.35,1.333
607,24.708,26.982,4.739,1.863,25.279
2149,114.891,86.256,17.043,4.499,29.176
1418,86.748,59.134,11.212,3.206,9.058
451,29.106,19.318,3.587,1.262,1.172
99,4.75,4.829,0.912,0.351,0.12
28,0.731,1.493,0.281,0.06,1.272
577,24.667,26.612,4.729,0.882,23.866
2170,113.429,99.582,19.999,3.106,20.93
1242,73.703,57.992,11.552,2.945,4.689
451,23.145,22.404,3.607,1.142,0.791
58,2.765,3.086,0.591,0.181,0.08
25,0.561,1.122,0.291,0.14,1.202
520,21.1,23.735,4.258,2.054,19.728
2448,123.308,101.967,22.473,7.284,23.015
1671,92.659,71.267,14.459,5.431,7.675
707,38.925,31.882,5.701,2.876,1.412
118,5.28,5.23,1.072,0.521,0.261
16,0.581,1.142,0.19,0.12,0.04
20,0.571,1.273,0.24,0.05,0.982
420,16.122,18.626,3.306,0.842,17.293
2162,110.553,93.901,18.696,4.218,23.325
1701,92.107,75.305,14.538,3.527,9.458
846,45.789,37.963,6.974,1.643,2.094
151,7.785,7.113,1.293,0.18,0.431
43,1.624,2.054,0.461,0.08,0.07
31,0.621,1.292,0.34,0.131,1.402
709,28.996,30.188,6.011,2.395,26.121
2318,115.923,93.981,21.331,5.451,19.097
1572,82.699,63.653,14.608,4.088,6.362
657,33.064,28.626,5.46,1.924,1.192
90,3.867,4.098,0.932,0.26,0.1
18,0.441,0.802,0.27,0.06,0.882
371,13.857,16.452,2.966,0.631,14.729
2111,108.229,86.847,19.598,4.529,20.91
1248,68.892,52.361,11.562,2.655,4.68
367,18.526,16.331,2.886,1.002,0.732
48,2.114,2.124,0.521,0.151,0.07
27,0.631,1.232,0.29,0.07,1.142
562,22.924,28.565,4.519,1.283,19.157
2298,117.777,108.649,19.888,4.738,19.237
1395,77.359,66.498,11.973,2.976,5.57
450,26.02,21.742,3.567,0.932,0.861
27,1.603,1.323,0.331,0.05,0.06
29,0.591,1.343,0.32,0.131,1.312
609,24.448,27.453,4.839,1.683,24.718
2588,126.404,104.812,22.413,5.831,30.479
2167,113.148,88.941,18.816,4.959,17.544
1402,79.113,59.585,12.043,2.985,5.441
440,24.437,20.931,3.457,1.262,0.892
76,3.417,3.717,0.712,0.18,0.301
26,1.083,1.142,0.301,0.14,0.06
30,0.681,1.493,0.321,0.19,1.263
709,27.513,34.797,5.691,1.844,26.892
2847,136.393,132.745,24.597,7.725,24.658
2220,111.916,100.334,20.56,6.944,11.232
1348,67.46,62.39,12.665,4.308,3.767
360,17.113,16.442,2.865,1.433,0.812
97,4.118,4.789,0.942,0.391,0.321
35,1.343,1.583,0.391,0.14,0.06
32,0.682,1.613,0.301,0.12,1.493
586,25.519,28.956,4.78,1.213,16.091
1947,103.089,90.335,18.024,4.539,18.997
1420,79.584,65.025,13.246,3.356,5.711
538,29.667,24.868,4.779,1.102,1.262
88,4.489,4.298,0.791,0.261,0.2
9,0.291,0.481,0.18,0.121,0.03
24,0.671,1.022,0.28,0.15,1.122
479,19.036,21.181,3.857,2.175,22.454
2191,113.589,92.97,20.059,7.134,23.886
1459,83.942,63.082,13.636,4.819,8.046
574,71.127,25.991,4.629,2.375,1.774
134,7.204,6.463,1.152,0.501,0.301
23,0.871,1.042,0.301,0.13,0.14
19,0.461,0.882,0.271,0.13,0.05
28,0.672,1.342,0.29,0.06,1.323
630,25.509,30.359,5.2,1.242,26.3
2385,119.871,109.281,22.153,4.599,23.665
1593,88.139,74.914,13.726,3.527,7.344
719,39.236,34.006,5.761,1.222,1.453
140,6.443,6.974,1.203,0.31,0.15
31,0.581,1.583,0.331,0.16,1.383
622,25.419,27.904,4.9,3.006,17.374
1504,84.323,63.012,12.894,4.949,11.963
493,34.787,21.872,3.868,1.984,2.444
150,8.426,6.643,1.282,0.711,0.39
6,0.601,0.291,0.151,0.04,0.03
29,0.601,1.232,0.321,0.341,1.202
637,26.191,28.335,5.05,2.565,26.35
3108,148.646,129.109,28.294,8.426,31.441
2631,135.16,110.352,24.106,8.366,19.608
1836,98.771,77.46,17.193,5.33,7.154
720,38.044,31.771,6.072,2.375,1.483
118,6.092,5.691,1.052,0.481,0.371
65,2.314,3.135,0.671,0.311,0.26
40,1.293,2.224,0.381,0.08,0.07
32,0.662,1.392,0.32,0.261,1.382
697,28.444,31.751,5.871,2.876,27.633
2699,136.143,114.34,23.315,8.857,26.902
1994,105.463,85.695,17.424,6.332,8.817
923,49.846,40.508,7.585,2.835,1.933
219,9.919,10.219,1.793,0.742,0.23
20,0.481,0.992,0.251,0.14,1.042
441,17.494,19.849,3.567,1.152,18.616
2386,122.907,100.363,20.69,4.579,20.931
1398,79.744,59.845,11.994,3.166,5.09
420,23.104,18.425,3.316,1.122,0.571
27,1.303,1.573,0.401,0.12,0.13
6,0.391,0.371,0.16,0.051,0.04
20,0.591,0.962,0.25,0.12,0.992
335,13.856,15.009,2.785,1.202,17.985
1490,88.069,65.286,12.765,4.879,16.151
1000,58.373,43.293,8.196,3.316,13.226
589,29.477,26.471,4.589,1.834,2.274
235,11.291,10.812,1.924,0.802,0.611
59,2.395,2.695,0.591,0.18,0.08
20,0.531,1.262,0.24,0.13,0.922
416,15.42,18.977,3.306,1.413,19.838
2382,120.613,97.118,22.022,6.723,26
1341,77.178,56.028,12.544,4.309,5.711
442,26.231,19.618,3.597,1.343,1.001
75,3.647,3.767,0.751,0.261,0.1
26,0.592,1.142,0.3,0.13,1.222
527,21.982,23.515,4.199,2.074,16.061
2390,123.268,101.767,22.082,7.364,20.78
1479,83.912,64.254,13.837,4.478,7.535
687,38.675,31.511,5.761,2.344,1.803
117,6.934,5.13,1.032,0.351,0.351
29,1.313,1.353,0.33,0.13,0.421
49,2.304,2.444,0.531,0.161,0.15
14,0.471,0.661,0.201,0.12,0.04
28,0.521,1.413,0.291,0.21,1.213
558,22.894,27.584,4.448,1.884,21.441
2486,127.666,118.609,22.874,6.553,24.667
1651,92.248,80.125,15.45,4.138,7.274
614,33.344,30.269,5.03,1.503,1.002
72,3.167,3.537,0.671,0.171,0.091
29,0.671,1.192,0.331,0.06,1.283
564,23.575,22.563,4.559,0.932,23.565
1847,100.324,73.201,17.223,2.605,13.316
936,52.271,37.803,8.386,1.754,2.945
183,9.678,7.985,1.543,0.27,0.36
25,1.122,1.322,0.281,0.06,0.22
26,1.033,1.173,0.34,0.131,0.06
26,0.591,1.142,0.261,0.15,1.143
613,24.717,28.926,4.97,2.014,18.786
2739,133.057,121.283,25.109,8.196,25.84
2112,111.395,92.008,19.367,6.463,10.7
976,53.123,43.344,8.737,3.046,2.595
234,11.843,11.402,1.914,0.781,0.682
72,3.006,3.887,0.682,0.34,0.271
34,1.242,1.552,0.43,0.44,0.061
27,0.682,1.282,0.321,0.13,1.213
669,25.81,31.3,5.621,1.603,27.443
2675,130.612,120.733,23.124,6.954,21.531
1709,88.881,77.981,14.668,4.679,7.034
834,42.933,45.167,6.773,1.744,1.533
131,6.152,6.663,1.162,0.311,0.15
21,0.541,1.052,0.261,0.13,1.042
359,14.859,17.543,2.896,0.962,15.6
2218,114.671,105.363,19.237,4.459,23.365
1927,104.852,91.326,16.612,3.487,13.836
1154,62.862,54.145,9.748,2.174,3.587
407,19.718,18.787,3.267,0.771,0.971
97,4.428,4.859,0.892,0.21,0.121
17,0.471,1.122,0.26,0.13,0.871
381,14.247,17.334,3.036,1.272,17.354
2721,132.225,113.69,23.475,8.727,28.254
1891,105.503,80.214,16.312,5.781,10.4
907,52.281,40.799,8.006,2.565,1.853
134,7.174,6.413,1.172,0.461,0.29
7,0.43,0.38,0.201,0.14,0.04
17,0.481,0.831,0.25,0.05,0.862
338,12.394,15.59,2.676,0.782,14.077
2704,131.654,113.118,24.858,5.961,28.855
2045,108.71,87.058,18.897,4.438,10.199
1008,54.125,44.326,9.177,3.076,2.916
232,12.043,10.69,1.884,0.541,0.25
26,0.671,1.243,0.29,0.14,1.172
573,22.604,25.84,4.579,2.334,26.491
2724,132.395,113.459,23.495,8.917,27.914
2057,109.742,87.238,17.734,6.893,10.35
1019,53.874,45.618,8.447,3.116,2.445
156,8.476,7.525,1.372,0.772,0.171
29,0.661,1.323,0.351,0.27,1.323
618,24.708,28.234,4.929,1.814,23.475
2457,123.568,105.904,21.291,6.102,19.878
1450,81.717,64.455,12.424,4.068,5.74
465,25.308,21.121,3.757,1.463,1.042
32,1.974,1.713,0.321,0.12,0.06
30,0.681,1.313,0.311,0.141,1.463
601,24.146,26.33,4.739,2.164,24.728
2399,119.821,103.699,20.78,7.264,22.914
1810,96.997,75.335,15.61,5.881,8.125
871,44.586,38.594,7.164,2.745,2.625
290,13.826,13.515,2.344,0.882,0.521
37,1.593,1.954,0.401,0.22,0.18
7,0.42,0.411,0.171,0.11,0.14
8,0.35,0.411,0.14,0.12,0.03
28,0.601,1.213,0.281,0.13,1.193
619,24.497,27.693,5.14,1.984,22.904
2590,126.083,106.024,23.706,7.414,23.796
2149,109.471,90.174,20.028,6.282,13.456
1444,73.281,62.19,13.426,4.298,4.348
519,25.829,23.665,4.078,2.024,1.483
166,6.924,7.474,1.403,0.641,0.331
27,1.012,1.263,0.32,0.13,0.05
17,0.441,0.741,0.271,0.12,0.942
320,12.334,14.348,2.535,0.922,12.063
2206,110.553,89.101,19.087,4.92,24.146
1325,78.15,55.166,11.342,3.337,6.592
547,30.429,24.036,4.308,1.453,2.014
201,9.609,9.769,1.653,0.661,0.32
12,0.55,0.571,0.17,0.12,0.04
13,0.341,0.612,0.16,0.14,0.622
231,8.647,10.39,2.014,0.862,12.154
1933,104.291,80.626,16.732,6.733,26.972
1571,87.89,66.068,13.466,4.649,9.027
1028,53.524,44.085,8.507,3.517,3.387
408,18.446,17.864,3.207,1.483,1.022
107,4.819,5.029,0.972,0.331,0.331
16,0.641,0.721,0.18,0.12,0.05
23,0.551,1.283,0.3,0.15,1.002
532,20.86,25.83,4.248,2.425,21.392
2755,136.403,123.568,23.766,8.276,25.649
1942,99.492,89.413,16.702,5.491,10.37
1048,54.485,49.675,8.657,3.747,2.916
279,13.837,13.426,2.244,0.881,0.782
87,3.487,4.198,0.832,0.21,0.171
7,0.371,0.421,0.171,0.15,0.04
20,0.491,0.902,0.231,0.17,0.942
404,15.87,17.924,3.246,1.473,15.52
1801,95.274,73.602,15.54,3.667,25.279
1009,65.607,41.44,8.376,2.605,6.924
334,21.902,14.167,2.675,1.272,0.651
44,2.154,1.913,0.44,0.361,0.08
19,0.501,1.012,0.271,0.07,0.922
425,16.051,19.999,3.426,1.011,16.232
2694,131.924,125.893,23.335,5.781,27.603
1989,105.193,88.54,17.133,3.858,10.44
1036,56.73,46.55,9.458,1.914,2.014
150,7.825,7.565,1.282,0.241,0.16
30,0.751,1.263,0.32,0.131,1.332
680,27.012,29.447,5.691,3.176,20.46
2539,126.985,102.778,23.185,8.145,29.296
1422,89.573,60.637,13.246,4.929,12.274
556,39.687,24.297,4.438,2.015,1.133
23,1.984,1.112,0.331,0.13,0.05
29,0.711,1.593,0.331,0.06,1.142
635,25.509,29.056,5.3,1.052,17.975
2183,111.245,92.218,20.009,4.298,17.444
1277,73.472,53.623,10.961,2.304,4.96
470,25.008,20.891,3.767,0.972,1.072
77,3.637,3.306,0.731,0.11,0.09
29,0.562,1.362,0.321,0.05,1.263
622,24.497,29.096,4.91,1.593,22.133
2601,126.454,118.348,22.513,5.551,23.705
1796,95.644,82.559,15.419,3.326,7.465
797,41.239,37.753,6.433,1.573,1.853
181,8.536,8.857,1.523,0.4,0.281
19,0.602,0.982,0.311,0.05,0.051
30,0.821,1.503,0.311,0.16,1.273
651,26.491,30.338,5.17,2.014,21.21
2851,136.593,128.518,24.979,8.246,26.781
1961,100.484,90.354,16.902,4.779,9.548
1085,53.944,50.618,9.138,3.437,2.725
323,14.719,15.65,2.636,0.901,1.052
124,5.59,6.051,1.093,0.681,0.551
80,3.086,3.627,0.742,0.35,0.26
32,1.463,1.593,0.331,0.14,0.181
13,0.44,0.671,0.2,0.051,0.041
20,0.461,1.002,0.23,0.13,0.942
456,18.195,22.483,3.567,1.723,20.951
2533,126.895,120.442,21.893,7.474,28.024
1975,104.641,92.428,17.073,5.621,14.718
1239,78.952,58.112,10.561,3.817,6.312
490,28.855,22.353,3.888,1.502,1.623
88,5.46,4.598,0.802,0.351,0.23
7,0.431,0.411,0.191,0.13,0.04
28,0.491,1.483,0.301,0.151,1.242
463,20.099,23.365,3.657,1.803,20.56
1610,92.989,78.731,15.51,3.496,20.891
1091,69.033,52.711,9.839,2.435,6.332
430,25.93,21.281,3.457,1.102,1.362
107,5.851,5.731,0.952,0.311,0.34
27,1.282,1.493,0.311,0.06,0.05
26,0.712,1.262,0.291,0.05,1.272
590,23.054,26.03,4.799,1.052,17.814
2808,136.684,117.446,25.52,5.321,27.904
2373,121.614,99.702,21.802,5.02,18.556
1695,91.767,72.58,15.721,3.366,9.098
931,50.668,41.811,8.336,2.575,3.617
379,19.588,16.753,3.066,1.282,1.553
194,8.918,8.948,1.624,0.621,0.411
13,1.012,0.651,0.191,0.05,0.04
30,0.671,1.373,0.341,0.12,1.263
646,26.31,29.016,5.35,2.275,26.842
2444,122.847,100.544,22.503,7.144,24.778
1545,88.401,65.436,14.488,4.92,6.853
502,29.357,22.393,3.927,1.473,1.152
77,4.099,3.296,0.781,0.331,0.101
17,0.441,0.702,0.24,0.05,0.782
387,14.368,16.351,3.077,1.283,14.698
2250,113.408,90.494,19.517,4.479,24.137
1272,75.425,51.268,10.881,2.816,10.59
619,39.697,26.512,4.919,1.794,3.066
113,9.568,5.34,1.022,0.431,0.27
4,0.661,0.26,0.14,0.1,0.03
32,0.872,1.563,0.311,0.15,1.413
761,30.579,34.196,6.102,2.545,28.024
2953,140.411,123.628,25.539,8.285,24.668
2392,118.709,100.493,22.043,7.294,11.863
1449,71.228,63.141,13.616,4.358,5.57
639,31.291,29.297,5.231,2.274,1.303
118,4.919,5.45,1.062,0.451,0.211
17,0.591,1.012,0.24,0.171,0.07
27,0.521,1.152,0.321,0.12,1.293
462,24.166,18.956,3.627,1.362,20.099
1758,95.174,73.171,16.442,4.459,25.729
1284,77.399,53.363,11.963,3.898,10.961
632,39.596,27.714,5.119,2.354,1.713
100,4.97,4.559,0.912,0.411,0.11
17,0.451,0.802,0.23,0.13,0.892
385,14.939,17.274,3.096,1.943,18.385
2631,130.001,107.106,22.754,8.456,26.281
1413,82.219,58.743,12.114,4.388,7.395
391,26.15,16.882,3.177,1.092,0.731
31,1.503,1.393,0.401,0.261,0.181
9,0.441,0.431,0.16,0.111,0.031
21,0.491,0.932,0.261,0.06,1.042
439,17.313,17.784,3.487,1.312,15.57
2217,115.833,89.763,19.167,3.557,18.986
981,59.995,39.757,8.096,2.104,3.547
201,12.725,8.556,1.653,0.421,0.461
28,1.222,1.273,0.3,0.11,0.05
31,0.571,1.653,0.36,0.131,1.282
511,22.343,22.183,4.018,1.513,21.622
1345,81.698,57.25,11.492,4.458,12.153
584,38.184,25.449,4.549,1.603,1.533
77,4.649,3.887,0.752,0.32,0.1
31,0.581,1.423,0.341,0.13,1.272
626,26.25,28.375,4.97,2.084,30.338
2246,114.311,92.027,19.377,6.733,28.124
1435,85.895,59.425,13.386,3.738,10.6
650,41.661,28.385,5.4,2.385,2.114
99,6.442,4.248,0.942,0.331,0.22
9,0.451,0.551,0.16,0.11,0.03
31,0.741,1.503,0.351,0.14,1.363
655,28.485,29.427,5.4,2.616,25.759
1837,100.665,80.565,17.233,5.791,12.143
939,53.452,43.023,8.316,2.885,2.725
188,10.17,8.646,1.573,0.611,0.421
10,0.571,0.491,0.191,0.111,0.04
20,0.541,1.222,0.221,0.13,0.922
393,15.139,18.014,3.196,1.632,21.241
2385,123.127,99.121,21.942,6.783,25.028
1441,82.389,60.797,12.364,3.487,5.671
454,25.299,20.589,3.647,1.353,0.842
52,2.344,2.274,0.501,0.221,0.08
22,0.552,0.982,0.261,0.201,1.013
424,16.692,18.556,3.397,1.963,16.972
2021,109.181,84.704,17.433,6.934,18.616
1018,76.157,44.185,8.407,3.617,2.495
195,10.59,8.837,1.623,0.762,0.221
32,0.701,1.373,0.33,0.14,1.442
744,30.419,32.171,5.911,2.244,27.143
2801,136.283,116.695,24.177,7.996,25.59
1950,103.6,82.619,17.143,5.16,8.216
737,39.275,32.603,5.901,2.615,1.714
168,7.394,7.545,1.403,0.511,0.26
14,0.891,0.662,0.221,0.12,0.05
20,0.531,0.992,0.22,0.15,0.942
386,15.389,18.565,3.076,1.303,16.582
2449,123.679,111.766,21.151,6.292,23.165
1774,93.741,82.589,15.22,4.268,8.286
912,49.676,43.544,8.056,1.854,2.084
193,9.198,9.248,1.593,0.631,0.571
38,1.794,1.924,0.431,0.071,0.15
6,0.431,0.421,0.17,0.041,0.031
32,0.851,1.362,0.311,0.471,1.362
662,27.073,31.26,5.551,1.684,23.676
2459,123.799,107.908,22.433,5.501,20.67
1580,85.815,70.716,14.658,3.086,6.693
719,37.232,32.052,6.252,1.232,1.243
83,3.837,4.088,0.792,0.11,0.1
24,0.661,1.353,0.271,0.121,1.042
507,20.059,22.754,3.998,1.593,18.185
2565,126.203,108.349,22.263,7.244,22.593
2057,108.258,88.31,17.774,6.282,14.057
1253,66.298,55.357,10.611,4.059,4.95
532,26.782,24.497,4.238,2.013,1.362
102,5.321,4.449,0.982,0.42,0.491
52,2.185,2.284,0.511,0.271,0.22
32,1.163,1.663,0.311,0.15,0.05
23,0.531,1.152,0.301,0.12,1.123
478,19.208,21.762,3.827,1.724,16.261
2528,128.518,101.876,21.862,5.701,20.288
1457,79.653,61.348,12.534,3.257,5.42
567,28.485,24.998,4.428,1.442,1.493
134,6.663,6.552,1.193,0.301,0.16
28,0.601,1.342,0.301,0.12,1.272
636,26.06,30.579,5.05,1.573,24.267
2665,131.133,130.802,23.014,5.962,21.451
1816,98.78,85.885,15.59,3.716,7.003
616,32.774,30.649,4.859,1.472,1.833
130,6.943,6.443,1.122,0.331,0.39
30,1.383,1.423,0.331,0.06,0.05
22,0.552,1.232,0.25,0.13,1.072
481,19.427,21.992,3.848,2.144,23.916
2402,118.078,102.057,20.76,7.664,17.663
1604,86.567,69.715,13.756,4.98,5.21
483,25.219,21.812,3.948,1.533,1.212
125,5.801,5.741,1.102,0.441,0.251
4,0.361,0.25,0.141,0.041,0.03
17,0.441,0.712,0.24,0.061,0.871
252,10.571,10.861,2.074,0.612,12.564
1449,84.814,56.95,12.434,2.074,21.652
1015,63.182,39.827,8.497,2.074,5.641
356,21.622,14.288,2.805,0.642,1.113
68,3.507,2.885,0.621,0.11,0.1
26,0.541,1.122,0.3,0.16,1.233
547,22.343,25.039,4.408,1.774,23.646
2368,118.679,101.305,21.751,6.824,22.754
1488,81.407,64.444,13.817,4.769,5.671
448,24.979,20.319,3.547,1.283,1.002
80,3.907,3.747,0.711,0.321,0.1
32,0.822,1.313,0.32,0.13,1.483
837,32.553,36.42,7.214,2.896,25.96
3245,152.775,136.293,29.898,8.677,26.161
2656,131.324,110.804,24.156,7.675,12.033
1366,66.949,59.735,12.835,4.289,3.638
391,17.603,17.975,3.186,1.553,0.751
40,1.623,1.753,0.401,0.411,0.07
31,0.751,1.363,0.371,0.131,1.322
686,28.475,29.827,5.67,2.564,25.849
2587,127.857,107.558,23.896,7.384,22.734
1898,101.306,81.207,14.979,5.13,11.001
1062,55.427,47.02,8.226,3.026,3.326
313,15.75,14.148,2.485,0.912,0.711
72,3.036,3.336,0.672,0.33,0.09
29,0.562,1.623,0.34,0.18,1.282
598,24.848,29.386,4.678,2.515,26.02
1901,111.785,90.164,14.948,5.68,18.425
927,57.912,44.085,7.254,3.006,2.024
86,5.11,4.318,0.802,0.281,0.12
18,0.471,0.882,0.26,0.13,0.862
388,16.152,17.273,3.086,1.383,18.646
2380,125.142,98.009,21.792,7.785,25.229
1544,90.625,66.478,14.387,5.04,7.755
735,43.224,31.922,6.263,2.534,1.653
168,7.404,7.965,1.403,0.551,0.18
20,0.471,0.902,0.251,0.17,0.962
362,15.28,16.652,2.926,1.523,16.422
2079,108.81,84.012,19.428,6.242,21.962
1275,77.5,54.665,12.013,4.318,6.613
395,24.628,17.514,3.126,1.673,0.661
33,1.633,1.523,0.38,0.141,0.06
20,0.591,0.972,0.25,0.131,0.991
428,16.281,19.197,3.377,1.693,21.091
2717,132.916,115.252,25.008,7.744,31.331
2031,111.084,84.844,18.916,5.982,12.624
1073,59.545,45.928,9.849,3.497,3.237
287,14.528,12.875,2.355,0.911,0.631
52,2.344,2.195,0.531,0.23,0.1
17,0.461,0.952,0.25,0.11,0.811
404,15.581,17.514,3.226,1.473,18.716
2721,132.185,113.599,24.938,6.452,24.748
1811,99.142,77.73,16.832,4.669,6.944
798,41.941,36.07,6.813,2.615,1.633
118,5.561,5.561,1.042,0.35,0.241
21,0.972,1.002,0.311,0.131,0.05
20,0.481,1.182,0.221,0.12,0.962
502,18.716,22.974,4.038,1.553,19.277
2742,136.563,115.954,25.068,6.232,23.565
1959,100.704,85.455,18.145,4.399,7.534
884,44.195,39.196,7.705,2.154,2.244
274,11.983,12.744,2.225,0.801,0.281
19,0.621,1.172,0.261,0.13,0.912
377,15.55,16.372,3.036,1.202,17.063
2315,119.29,98.87,21.241,5.832,28.414
1599,91.486,65.406,14.929,5.099,15.329
1098,64.735,46.45,9.999,3.527,5.651
377,22.484,17.133,3.016,1.523,0.832
44,2.054,2.014,0.431,0.15,0.071
27,0.631,1.182,0.31,0.13,1.283
515,21.131,22.123,4.138,1.713,19.969
1873,99.912,76.267,17.474,4.899,22.272
1273,73.702,52.752,12.003,3.327,6.592
612,31.842,25.9,4.96,1.242,1.874
178,8.697,8.557,1.493,0.541,0.351
32,1.202,1.413,0.32,0.22,0.05
24,0.561,1.093,0.26,0.131,1.133
538,21.231,24.207,4.368,1.854,18.255
2403,122.266,101.225,22.073,7.064,20.43
1564,82.699,65.286,14.638,4.328,8.206
936,46.921,40.478,8.236,2.705,2.174
219,9.759,9.969,1.844,0.591,0.391
30,1.192,1.373,0.331,0.17,0.05
28,0.681,1.342,0.271,0.14,1.353
520,21.732,22.734,4.058,1.643,21.351
2045,104.632,85.334,19.027,6.042,18.325
1019,61.479,42.933,9.248,3.046,3.286
219,12.283,10.06,1.853,0.732,0.32
14,0.651,0.842,0.21,0.13,0.04
21,0.552,0.931,0.27,0.05,1.012
472,17.664,21.732,3.737,1.363,21.852
2663,127.876,112.617,24.948,5.891,23.716
1953,104.201,84.102,18.216,4.649,10.851
970,55.687,43.183,8.917,3.046,2.215
187,9.338,8.536,1.543,0.861,0.311
9,0.451,0.451,0.16,0.04,0.03
12,0.321,0.621,0.15,0.13,0.611
249,8.486,10.992,2.014,0.781,13.577
2878,134.299,123.057,26.391,8.406,32.362
2404,113.769,105.083,22.142,7.575,18.356
1592,77.018,70.135,14.909,5.551,8.306
967,46.941,44.155,8.606,3.346,4.078
467,22.564,21.351,3.778,1.533,0.891
86,3.577,3.918,0.812,0.341,0.29
19,0.881,1.183,0.29,0.151,0.04
30,0.591,1.393,0.331,0.13,1.293
582,23.164,24.647,4.72,1.543,24.196
2501,123.689,99.902,23.105,5.36,29.297
2327,120.232,95.685,21.471,5.741,17.324
1403,75.435,58.643,13.055,3.397,4.899
426,22.743,19.437,3.387,1.563,0.781
53,2.454,2.364,0.582,0.221,0.2
15,0.57,1.042,0.21,0.12,0.049
28,0.612,1.272,0.311,0.13,1.303
632,24.577,27.863,5.27,2.244,19.618
2879,134.92,118.068,26.531,7.264,29.096
2384,120.813,98.59,21.902,6.423,14.608
1422,75.666,59.826,13.275,3.698,4.198
418,19.858,18.897,3.386,1.462,0.642
24,1.052,1.032,0.26,0.121,0.13
3,0.331,0.23,0.2,0.04,0.03
26,0.601,1.482,0.3,0.12,1.193
519,20.5,23.114,4.117,1.773,26.291
2516,123.518,107.347,23.004,7.285,30.859
1998,106.937,85.064,18.556,6.122,16.131
1473,82.399,63.653,13.857,3.667,7.815
773,43.364,34.607,6.663,2.345,1.934
126,6.652,6.101,1.112,0.441,0.24
16,0.541,0.761,0.26,0.111,0.05
20,0.521,0.961,0.25,0.06,0.872
425,17.063,20.52,3.396,1.382,19.999
2667,128.858,118.649,24.417,7.013,24.898
2225,114.35,97.017,20.52,6.492,11.913
1238,66.479,55.778,11.462,3.757,4.909
516,25.489,23.676,4.048,1.793,1.734
206,8.747,9.418,1.683,0.581,0.451
27,1.162,1.202,0.441,0.141,0.07
28,0.761,1.223,0.301,0.121,1.322
652,25.79,28.985,5.531,1.784,26.571
2685,129.029,113.209,24.617,7.304,26.13
2043,116.104,88.181,18.906,5.23,11.592
1035,57.561,46.44,9.448,2.796,3.918
293,16.662,13.676,2.365,0.832,0.701
64,2.675,3.036,0.612,0.241,0.181
17,0.552,0.831,0.261,0.13,0.04
27,0.561,1.323,0.311,0.131,1.333
464,19.157,20.41,3.657,1.773,21.13
2401,117.156,98.53,20.74,5.62,24.857
2181,114.26,90.585,18.887,5.18,15.249
1436,74.083,60.336,12.344,2.705,4.509
604,28.455,25.299,4.739,1.233,1.793
205,8.687,9.327,1.693,0.521,0.551
56,2.074,2.365,0.551,0.15,0.081
17,0.43,0.741,0.24,0.33,0.812
316,12.614,14.207,2.525,1.273,15.619
2214,114.53,89.232,19.117,4.909,24.437
1491,81.397,62.351,12.804,3.607,6.864
719,38.394,31.531,5.842,2.295,1.092
75,3.417,3.607,0.731,0.331,0.12
20,0.481,1.022,0.261,0.12,1.042
403,15.85,17.012,3.266,1.493,18.195
2086,109,85.465,18.044,4.548,17.364
1035,59.454,43.434,8.586,2.505,2.796
228,12.905,10.521,1.874,0.531,0.571
30,1.513,1.583,0.35,0.12,0.08
30,1.032,1.293,0.32,0.06,1.442
668,26.822,29.005,5.341,1.984,25.629
2718,132.466,107.768,24.828,5.45,26.33
2054,107.848,84.653,18.957,4.429,11.792
1149,60.236,49.215,10.68,2.755,3.607
449,19.758,20.259,3.567,1.152,1.403
188,7.855,8.557,1.523,0.501,0.391
24,0.992,1.403,0.271,0.14,0.049
20,0.531,0.942,0.25,0.451,0.942
425,16.502,19.137,3.457,1.222,19.958
2380,122.887,101.746,21.922,6.493,26.591
1728,97.027,72.93,16.212,4.659,7.214
628,35.007,28.234,4.95,1.814,1.523
91,5.161,3.817,0.912,0.261,0.19
16,0.511,0.752,0.2,0.13,0.06
30,0.722,1.543,0.33,0.141,1.262
637,26.792,26.491,5.04,1.984,21.141
1911,102.367,84.503,16.492,4.669,18.185
1215,72.68,51.69,10.33,3.427,5.701
530,30.148,23.745,4.238,1.493,1.413
144,6.632,6.572,1.233,0.881,0.25
20,0.652,1.273,0.231,0.05,0.05
