nfilter,t1,t2,t3,t4,t5,label_mad
53,2.345,0,0,3.156,0.281,29355
22,1.072,0,0,1.302,0.06,50479.5
25,0.511,0,0,1.443,1.152,15859
408,17.684,0,0,22.684,18.045,16000.5
1664,94.262,0,0,86.758,14.618,22930
816,51.179,0,0,44.276,2.986,31117
192,11.142,0,0,11.201,0.611,39205.5
24,1.553,0,0,1.342,0.05,59813.5
21,0.481,0,0,1.262,1.072,13440
343,14.248,0,0,19.157,14.428,15997
1398,83.181,0,0,71.819,19.157,17767
426,37.031,0,0,23.295,2.996,26579
65,6.523,0,0,3.808,0.09,15603
28,0.702,0,0,1.522,1.262,8325
604,24.878,0,0,32.573,23.896,17439
2458,122.186,0,0,123.479,27.764,16256
1557,93.01,0,0,80.616,11.813,11437
648,43.514,0,0,33.915,1.744,9231
69,4.419,0,0,3.667,0.191,5924
1,0.24,0,0,0.14,0.03,0
30,0.882,0,0,1.934,1.252,7855.5
532,22.283,0,0,29.107,21.281,12521.5
1721,96.857,0,0,87.99,15.641,10312
623,45.107,0,0,32.834,2.645,7394
126,8.927,0,0,7.194,0.2,4025.5
4,0.301,0,0,0.341,0.03,998
32,0.631,0,0,1.643,1.413,1250
547,23.114,0,0,28.746,19.397,3291
1666,91.407,0,0,85.074,15.049,5391
941,55.567,0,0,48.233,4.72,9880
385,21.842,0,0,20.73,0.731,11213
51,2.345,0,0,3.226,0.08,13026
24,0.601,0,0,1.543,1.112,6229
379,16.622,0,0,21.542,18.155,12935
1332,79.744,0,0,69.535,14.017,16164.5
740,47.653,0,0,40.889,2.966,23948.5
206,12.734,0,0,11.442,0.411,18595
18,0.892,0,0,0.982,0.05,28166
30,0.782,0,0,1.593,1.413,2375
484,23.045,0,0,24.808,22.162,3200
1393,82.95,0,0,69.445,16.723,4844
877,55.437,0,0,44.647,4.549,8010
313,18.836,0,0,16.592,1.142,26719
98,5.19,0,0,5.511,0.241,8288
9,0.511,0,0,0.541,0.04,375
16,0.371,0,0,0.922,0.721,5527.5
299,11.723,0,0,16.332,16.071,12644
1915,103.139,0,0,98.01,39.496,12536
984,66.208,0,0,52.882,4.749,13537
307,19.488,0,0,16.763,0.842,14902
46,2.405,0,0,2.735,0.17,16978.5
4,0.301,0,0,0.291,0.03,9493
22,0.631,0,0,1.272,1.072,20920
